,idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
8706,8707,mahowald,We congratulated a three fancy doctors.,a three fancy doctors,DT JJ CD NNS,a,fancy,three,doctors
8707,8708,mahowald,We congratulated a three fancy actors.,a three fancy actors,DT JJ CD NNS,a,fancy,three,actors
8708,8709,mahowald,We congratulated a three fancy Americans.,a three fancy Americans,DT JJ CD NNS,a,fancy,three,Americans
8709,8710,mahowald,We congratulated a three fancy bankers.,a three fancy bankers,DT JJ CD NNS,a,fancy,three,bankers
8710,8711,mahowald,We congratulated a five fancy soldiers.,a five fancy soldiers,DT JJ CD NNS,a,fancy,five,soldiers
8711,8712,mahowald,We congratulated a five fancy students.,a five fancy students,DT JJ CD NNS,a,fancy,five,students
8712,8713,mahowald,We congratulated a five fancy athletes.,a five fancy athletes,DT JJ CD NNS,a,fancy,five,athletes
8713,8714,mahowald,We congratulated a five fancy pianists.,a five fancy pianists,DT JJ CD NNS,a,fancy,five,pianists
8714,8715,mahowald,We congratulated a five fancy teammates.,a five fancy teammates,DT JJ CD NNS,a,fancy,five,teammates
8715,8716,mahowald,We congratulated a five fancy lawyers.,a five fancy lawyers,DT JJ CD NNS,a,fancy,five,lawyers
8716,8717,mahowald,We congratulated a five fancy doctors.,a five fancy doctors,DT JJ CD NNS,a,fancy,five,doctors
8717,8718,mahowald,We congratulated a five fancy actors.,a five fancy actors,DT JJ CD NNS,a,fancy,five,actors
8718,8719,mahowald,We congratulated a five fancy Americans.,a five fancy Americans,DT JJ CD NNS,a,fancy,five,Americans
8719,8720,mahowald,We congratulated a five fancy bankers.,a five fancy bankers,DT JJ CD NNS,a,fancy,five,bankers
8720,8721,mahowald,We congratulated a twenty fancy soldiers.,a twenty fancy soldiers,DT JJ CD NNS,a,fancy,twenty,soldiers
8721,8722,mahowald,We congratulated a twenty fancy students.,a twenty fancy students,DT JJ CD NNS,a,fancy,twenty,students
8722,8723,mahowald,We congratulated a twenty fancy athletes.,a twenty fancy athletes,DT JJ CD NNS,a,fancy,twenty,athletes
8723,8724,mahowald,We congratulated a twenty fancy pianists.,a twenty fancy pianists,DT JJ CD NNS,a,fancy,twenty,pianists
8724,8725,mahowald,We congratulated a twenty fancy teammates.,a twenty fancy teammates,DT JJ CD NNS,a,fancy,twenty,teammates
8725,8726,mahowald,We congratulated a twenty fancy lawyers.,a twenty fancy lawyers,DT JJ CD NNS,a,fancy,twenty,lawyers
8726,8727,mahowald,We congratulated a twenty fancy doctors.,a twenty fancy doctors,DT JJ CD NNS,a,fancy,twenty,doctors
8727,8728,mahowald,We congratulated a twenty fancy actors.,a twenty fancy actors,DT JJ CD NNS,a,fancy,twenty,actors
8728,8729,mahowald,We congratulated a twenty fancy Americans.,a twenty fancy Americans,DT JJ CD NNS,a,fancy,twenty,Americans
8729,8730,mahowald,We congratulated a twenty fancy bankers.,a twenty fancy bankers,DT JJ CD NNS,a,fancy,twenty,bankers
8730,8731,mahowald,We congratulated a three friendly soldiers.,a three friendly soldiers,DT JJ CD NNS,a,friendly,three,soldiers
8731,8732,mahowald,We congratulated a three friendly students.,a three friendly students,DT JJ CD NNS,a,friendly,three,students
8732,8733,mahowald,We congratulated a three friendly athletes.,a three friendly athletes,DT JJ CD NNS,a,friendly,three,athletes
8733,8734,mahowald,We congratulated a three friendly pianists.,a three friendly pianists,DT JJ CD NNS,a,friendly,three,pianists
8734,8735,mahowald,We congratulated a three friendly teammates.,a three friendly teammates,DT JJ CD NNS,a,friendly,three,teammates
8735,8736,mahowald,We congratulated a three friendly lawyers.,a three friendly lawyers,DT JJ CD NNS,a,friendly,three,lawyers
8736,8737,mahowald,We congratulated a three friendly doctors.,a three friendly doctors,DT JJ CD NNS,a,friendly,three,doctors
8737,8738,mahowald,We congratulated a three friendly actors.,a three friendly actors,DT JJ CD NNS,a,friendly,three,actors
8738,8739,mahowald,We congratulated a three friendly Americans.,a three friendly Americans,DT JJ CD NNS,a,friendly,three,Americans
8739,8740,mahowald,We congratulated a three friendly bankers.,a three friendly bankers,DT JJ CD NNS,a,friendly,three,bankers
8740,8741,mahowald,We congratulated a five friendly soldiers.,a five friendly soldiers,DT JJ CD NNS,a,friendly,five,soldiers
8741,8742,mahowald,We congratulated a five friendly students.,a five friendly students,DT JJ CD NNS,a,friendly,five,students
8742,8743,mahowald,We congratulated a five friendly athletes.,a five friendly athletes,DT JJ CD NNS,a,friendly,five,athletes
8743,8744,mahowald,We congratulated a five friendly pianists.,a five friendly pianists,DT JJ CD NNS,a,friendly,five,pianists
8744,8745,mahowald,We congratulated a five friendly teammates.,a five friendly teammates,DT JJ CD NNS,a,friendly,five,teammates
8745,8746,mahowald,We congratulated a five friendly lawyers.,a five friendly lawyers,DT JJ CD NNS,a,friendly,five,lawyers
8746,8747,mahowald,We congratulated a five friendly doctors.,a five friendly doctors,DT JJ CD NNS,a,friendly,five,doctors
8747,8748,mahowald,We congratulated a five friendly actors.,a five friendly actors,DT JJ CD NNS,a,friendly,five,actors
8748,8749,mahowald,We congratulated a five friendly Americans.,a five friendly Americans,DT JJ CD NNS,a,friendly,five,Americans
8749,8750,mahowald,We congratulated a five friendly bankers.,a five friendly bankers,DT JJ CD NNS,a,friendly,five,bankers
8750,8751,mahowald,We congratulated a twenty friendly soldiers.,a twenty friendly soldiers,DT JJ CD NNS,a,friendly,twenty,soldiers
8751,8752,mahowald,We congratulated a twenty friendly students.,a twenty friendly students,DT JJ CD NNS,a,friendly,twenty,students
8752,8753,mahowald,We congratulated a twenty friendly athletes.,a twenty friendly athletes,DT JJ CD NNS,a,friendly,twenty,athletes
8753,8754,mahowald,We congratulated a twenty friendly pianists.,a twenty friendly pianists,DT JJ CD NNS,a,friendly,twenty,pianists
8754,8755,mahowald,We congratulated a twenty friendly teammates.,a twenty friendly teammates,DT JJ CD NNS,a,friendly,twenty,teammates
8755,8756,mahowald,We congratulated a twenty friendly lawyers.,a twenty friendly lawyers,DT JJ CD NNS,a,friendly,twenty,lawyers
8756,8757,mahowald,We congratulated a twenty friendly doctors.,a twenty friendly doctors,DT JJ CD NNS,a,friendly,twenty,doctors
8757,8758,mahowald,We congratulated a twenty friendly actors.,a twenty friendly actors,DT JJ CD NNS,a,friendly,twenty,actors
8758,8759,mahowald,We congratulated a twenty friendly Americans.,a twenty friendly Americans,DT JJ CD NNS,a,friendly,twenty,Americans
8759,8760,mahowald,We congratulated a twenty friendly bankers.,a twenty friendly bankers,DT JJ CD NNS,a,friendly,twenty,bankers
8760,8761,mahowald,We congratulated a three collegial soldiers.,a three collegial soldiers,DT JJ CD NNS,a,collegial,three,soldiers
8761,8762,mahowald,We congratulated a three collegial students.,a three collegial students,DT JJ CD NNS,a,collegial,three,students
8762,8763,mahowald,We congratulated a three collegial athletes.,a three collegial athletes,DT JJ CD NNS,a,collegial,three,athletes
8763,8764,mahowald,We congratulated a three collegial pianists.,a three collegial pianists,DT JJ CD NNS,a,collegial,three,pianists
8764,8765,mahowald,We congratulated a three collegial teammates.,a three collegial teammates,DT JJ CD NNS,a,collegial,three,teammates
8765,8766,mahowald,We congratulated a three collegial lawyers.,a three collegial lawyers,DT JJ CD NNS,a,collegial,three,lawyers
8766,8767,mahowald,We congratulated a three collegial doctors.,a three collegial doctors,DT JJ CD NNS,a,collegial,three,doctors
8767,8768,mahowald,We congratulated a three collegial actors.,a three collegial actors,DT JJ CD NNS,a,collegial,three,actors
8768,8769,mahowald,We congratulated a three collegial Americans.,a three collegial Americans,DT JJ CD NNS,a,collegial,three,Americans
8769,8770,mahowald,We congratulated a three collegial bankers.,a three collegial bankers,DT JJ CD NNS,a,collegial,three,bankers
8770,8771,mahowald,We congratulated a five collegial soldiers.,a five collegial soldiers,DT JJ CD NNS,a,collegial,five,soldiers
8771,8772,mahowald,We congratulated a five collegial students.,a five collegial students,DT JJ CD NNS,a,collegial,five,students
8772,8773,mahowald,We congratulated a five collegial athletes.,a five collegial athletes,DT JJ CD NNS,a,collegial,five,athletes
8773,8774,mahowald,We congratulated a five collegial pianists.,a five collegial pianists,DT JJ CD NNS,a,collegial,five,pianists
8774,8775,mahowald,We congratulated a five collegial teammates.,a five collegial teammates,DT JJ CD NNS,a,collegial,five,teammates
8775,8776,mahowald,We congratulated a five collegial lawyers.,a five collegial lawyers,DT JJ CD NNS,a,collegial,five,lawyers
8776,8777,mahowald,We congratulated a five collegial doctors.,a five collegial doctors,DT JJ CD NNS,a,collegial,five,doctors
8777,8778,mahowald,We congratulated a five collegial actors.,a five collegial actors,DT JJ CD NNS,a,collegial,five,actors
8778,8779,mahowald,We congratulated a five collegial Americans.,a five collegial Americans,DT JJ CD NNS,a,collegial,five,Americans
8779,8780,mahowald,We congratulated a five collegial bankers.,a five collegial bankers,DT JJ CD NNS,a,collegial,five,bankers
8780,8781,mahowald,We congratulated a twenty collegial soldiers.,a twenty collegial soldiers,DT JJ CD NNS,a,collegial,twenty,soldiers
8781,8782,mahowald,We congratulated a twenty collegial students.,a twenty collegial students,DT JJ CD NNS,a,collegial,twenty,students
8782,8783,mahowald,We congratulated a twenty collegial athletes.,a twenty collegial athletes,DT JJ CD NNS,a,collegial,twenty,athletes
8783,8784,mahowald,We congratulated a twenty collegial pianists.,a twenty collegial pianists,DT JJ CD NNS,a,collegial,twenty,pianists
8784,8785,mahowald,We congratulated a twenty collegial teammates.,a twenty collegial teammates,DT JJ CD NNS,a,collegial,twenty,teammates
8785,8786,mahowald,We congratulated a twenty collegial lawyers.,a twenty collegial lawyers,DT JJ CD NNS,a,collegial,twenty,lawyers
8786,8787,mahowald,We congratulated a twenty collegial doctors.,a twenty collegial doctors,DT JJ CD NNS,a,collegial,twenty,doctors
8787,8788,mahowald,We congratulated a twenty collegial actors.,a twenty collegial actors,DT JJ CD NNS,a,collegial,twenty,actors
8788,8789,mahowald,We congratulated a twenty collegial Americans.,a twenty collegial Americans,DT JJ CD NNS,a,collegial,twenty,Americans
8789,8790,mahowald,We congratulated a twenty collegial bankers.,a twenty collegial bankers,DT JJ CD NNS,a,collegial,twenty,bankers
8790,8791,mahowald,We congratulated a three hopeful soldiers.,a three hopeful soldiers,DT JJ CD NNS,a,hopeful,three,soldiers
8791,8792,mahowald,We congratulated a three hopeful students.,a three hopeful students,DT JJ CD NNS,a,hopeful,three,students
8792,8793,mahowald,We congratulated a three hopeful athletes.,a three hopeful athletes,DT JJ CD NNS,a,hopeful,three,athletes
8793,8794,mahowald,We congratulated a three hopeful pianists.,a three hopeful pianists,DT JJ CD NNS,a,hopeful,three,pianists
8794,8795,mahowald,We congratulated a three hopeful teammates.,a three hopeful teammates,DT JJ CD NNS,a,hopeful,three,teammates
8795,8796,mahowald,We congratulated a three hopeful lawyers.,a three hopeful lawyers,DT JJ CD NNS,a,hopeful,three,lawyers
8796,8797,mahowald,We congratulated a three hopeful doctors.,a three hopeful doctors,DT JJ CD NNS,a,hopeful,three,doctors
8797,8798,mahowald,We congratulated a three hopeful actors.,a three hopeful actors,DT JJ CD NNS,a,hopeful,three,actors
8798,8799,mahowald,We congratulated a three hopeful Americans.,a three hopeful Americans,DT JJ CD NNS,a,hopeful,three,Americans
8799,8800,mahowald,We congratulated a three hopeful bankers.,a three hopeful bankers,DT JJ CD NNS,a,hopeful,three,bankers
8800,8801,mahowald,We congratulated a five hopeful soldiers.,a five hopeful soldiers,DT JJ CD NNS,a,hopeful,five,soldiers
8801,8802,mahowald,We congratulated a five hopeful students.,a five hopeful students,DT JJ CD NNS,a,hopeful,five,students
8802,8803,mahowald,We congratulated a five hopeful athletes.,a five hopeful athletes,DT JJ CD NNS,a,hopeful,five,athletes
8803,8804,mahowald,We congratulated a five hopeful pianists.,a five hopeful pianists,DT JJ CD NNS,a,hopeful,five,pianists
8804,8805,mahowald,We congratulated a five hopeful teammates.,a five hopeful teammates,DT JJ CD NNS,a,hopeful,five,teammates
8805,8806,mahowald,We congratulated a five hopeful lawyers.,a five hopeful lawyers,DT JJ CD NNS,a,hopeful,five,lawyers
8806,8807,mahowald,We congratulated a five hopeful doctors.,a five hopeful doctors,DT JJ CD NNS,a,hopeful,five,doctors
8807,8808,mahowald,We congratulated a five hopeful actors.,a five hopeful actors,DT JJ CD NNS,a,hopeful,five,actors
8808,8809,mahowald,We congratulated a five hopeful Americans.,a five hopeful Americans,DT JJ CD NNS,a,hopeful,five,Americans
8809,8810,mahowald,We congratulated a five hopeful bankers.,a five hopeful bankers,DT JJ CD NNS,a,hopeful,five,bankers
8810,8811,mahowald,We congratulated a twenty hopeful soldiers.,a twenty hopeful soldiers,DT JJ CD NNS,a,hopeful,twenty,soldiers
8811,8812,mahowald,We congratulated a twenty hopeful students.,a twenty hopeful students,DT JJ CD NNS,a,hopeful,twenty,students
8812,8813,mahowald,We congratulated a twenty hopeful athletes.,a twenty hopeful athletes,DT JJ CD NNS,a,hopeful,twenty,athletes
8813,8814,mahowald,We congratulated a twenty hopeful pianists.,a twenty hopeful pianists,DT JJ CD NNS,a,hopeful,twenty,pianists
8814,8815,mahowald,We congratulated a twenty hopeful teammates.,a twenty hopeful teammates,DT JJ CD NNS,a,hopeful,twenty,teammates
8815,8816,mahowald,We congratulated a twenty hopeful lawyers.,a twenty hopeful lawyers,DT JJ CD NNS,a,hopeful,twenty,lawyers
8816,8817,mahowald,We congratulated a twenty hopeful doctors.,a twenty hopeful doctors,DT JJ CD NNS,a,hopeful,twenty,doctors
8817,8818,mahowald,We congratulated a twenty hopeful actors.,a twenty hopeful actors,DT JJ CD NNS,a,hopeful,twenty,actors
8818,8819,mahowald,We congratulated a twenty hopeful Americans.,a twenty hopeful Americans,DT JJ CD NNS,a,hopeful,twenty,Americans
8819,8820,mahowald,We congratulated a twenty hopeful bankers.,a twenty hopeful bankers,DT JJ CD NNS,a,hopeful,twenty,bankers
8820,8821,mahowald,We congratulated a three shy soldiers.,a three shy soldiers,DT JJ CD NNS,a,shy,three,soldiers
8821,8822,mahowald,We congratulated a three shy students.,a three shy students,DT JJ CD NNS,a,shy,three,students
8822,8823,mahowald,We congratulated a three shy athletes.,a three shy athletes,DT JJ CD NNS,a,shy,three,athletes
8823,8824,mahowald,We congratulated a three shy pianists.,a three shy pianists,DT JJ CD NNS,a,shy,three,pianists
8824,8825,mahowald,We congratulated a three shy teammates.,a three shy teammates,DT JJ CD NNS,a,shy,three,teammates
8825,8826,mahowald,We congratulated a three shy lawyers.,a three shy lawyers,DT JJ CD NNS,a,shy,three,lawyers
8826,8827,mahowald,We congratulated a three shy doctors.,a three shy doctors,DT JJ CD NNS,a,shy,three,doctors
8827,8828,mahowald,We congratulated a three shy actors.,a three shy actors,DT JJ CD NNS,a,shy,three,actors
8828,8829,mahowald,We congratulated a three shy Americans.,a three shy Americans,DT JJ CD NNS,a,shy,three,Americans
8829,8830,mahowald,We congratulated a three shy bankers.,a three shy bankers,DT JJ CD NNS,a,shy,three,bankers
8830,8831,mahowald,We congratulated a five shy soldiers.,a five shy soldiers,DT JJ CD NNS,a,shy,five,soldiers
8831,8832,mahowald,We congratulated a five shy students.,a five shy students,DT JJ CD NNS,a,shy,five,students
8832,8833,mahowald,We congratulated a five shy athletes.,a five shy athletes,DT JJ CD NNS,a,shy,five,athletes
8833,8834,mahowald,We congratulated a five shy pianists.,a five shy pianists,DT JJ CD NNS,a,shy,five,pianists
8834,8835,mahowald,We congratulated a five shy teammates.,a five shy teammates,DT JJ CD NNS,a,shy,five,teammates
8835,8836,mahowald,We congratulated a five shy lawyers.,a five shy lawyers,DT JJ CD NNS,a,shy,five,lawyers
8836,8837,mahowald,We congratulated a five shy doctors.,a five shy doctors,DT JJ CD NNS,a,shy,five,doctors
8837,8838,mahowald,We congratulated a five shy actors.,a five shy actors,DT JJ CD NNS,a,shy,five,actors
8838,8839,mahowald,We congratulated a five shy Americans.,a five shy Americans,DT JJ CD NNS,a,shy,five,Americans
8839,8840,mahowald,We congratulated a five shy bankers.,a five shy bankers,DT JJ CD NNS,a,shy,five,bankers
8840,8841,mahowald,We congratulated a twenty shy soldiers.,a twenty shy soldiers,DT JJ CD NNS,a,shy,twenty,soldiers
8841,8842,mahowald,We congratulated a twenty shy students.,a twenty shy students,DT JJ CD NNS,a,shy,twenty,students
8842,8843,mahowald,We congratulated a twenty shy athletes.,a twenty shy athletes,DT JJ CD NNS,a,shy,twenty,athletes
8843,8844,mahowald,We congratulated a twenty shy pianists.,a twenty shy pianists,DT JJ CD NNS,a,shy,twenty,pianists
8844,8845,mahowald,We congratulated a twenty shy teammates.,a twenty shy teammates,DT JJ CD NNS,a,shy,twenty,teammates
8845,8846,mahowald,We congratulated a twenty shy lawyers.,a twenty shy lawyers,DT JJ CD NNS,a,shy,twenty,lawyers
8846,8847,mahowald,We congratulated a twenty shy doctors.,a twenty shy doctors,DT JJ CD NNS,a,shy,twenty,doctors
8847,8848,mahowald,We congratulated a twenty shy actors.,a twenty shy actors,DT JJ CD NNS,a,shy,twenty,actors
8848,8849,mahowald,We congratulated a twenty shy Americans.,a twenty shy Americans,DT JJ CD NNS,a,shy,twenty,Americans
8849,8850,mahowald,We congratulated a twenty shy bankers.,a twenty shy bankers,DT JJ CD NNS,a,shy,twenty,bankers
8850,8851,mahowald,We congratulated a three bold soldiers.,a three bold soldiers,DT JJ CD NNS,a,bold,three,soldiers
8851,8852,mahowald,We congratulated a three bold students.,a three bold students,DT JJ CD NNS,a,bold,three,students
8852,8853,mahowald,We congratulated a three bold athletes.,a three bold athletes,DT JJ CD NNS,a,bold,three,athletes
8853,8854,mahowald,We congratulated a three bold pianists.,a three bold pianists,DT JJ CD NNS,a,bold,three,pianists
8854,8855,mahowald,We congratulated a three bold teammates.,a three bold teammates,DT JJ CD NNS,a,bold,three,teammates
8855,8856,mahowald,We congratulated a three bold lawyers.,a three bold lawyers,DT JJ CD NNS,a,bold,three,lawyers
8856,8857,mahowald,We congratulated a three bold doctors.,a three bold doctors,DT JJ CD NNS,a,bold,three,doctors
8857,8858,mahowald,We congratulated a three bold actors.,a three bold actors,DT JJ CD NNS,a,bold,three,actors
8858,8859,mahowald,We congratulated a three bold Americans.,a three bold Americans,DT JJ CD NNS,a,bold,three,Americans
8859,8860,mahowald,We congratulated a three bold bankers.,a three bold bankers,DT JJ CD NNS,a,bold,three,bankers
8860,8861,mahowald,We congratulated a five bold soldiers.,a five bold soldiers,DT JJ CD NNS,a,bold,five,soldiers
8861,8862,mahowald,We congratulated a five bold students.,a five bold students,DT JJ CD NNS,a,bold,five,students
8862,8863,mahowald,We congratulated a five bold athletes.,a five bold athletes,DT JJ CD NNS,a,bold,five,athletes
8863,8864,mahowald,We congratulated a five bold pianists.,a five bold pianists,DT JJ CD NNS,a,bold,five,pianists
8864,8865,mahowald,We congratulated a five bold teammates.,a five bold teammates,DT JJ CD NNS,a,bold,five,teammates
8865,8866,mahowald,We congratulated a five bold lawyers.,a five bold lawyers,DT JJ CD NNS,a,bold,five,lawyers
8866,8867,mahowald,We congratulated a five bold doctors.,a five bold doctors,DT JJ CD NNS,a,bold,five,doctors
8867,8868,mahowald,We congratulated a five bold actors.,a five bold actors,DT JJ CD NNS,a,bold,five,actors
8868,8869,mahowald,We congratulated a five bold Americans.,a five bold Americans,DT JJ CD NNS,a,bold,five,Americans
8869,8870,mahowald,We congratulated a five bold bankers.,a five bold bankers,DT JJ CD NNS,a,bold,five,bankers
8870,8871,mahowald,We congratulated a twenty bold soldiers.,a twenty bold soldiers,DT JJ CD NNS,a,bold,twenty,soldiers
8871,8872,mahowald,We congratulated a twenty bold students.,a twenty bold students,DT JJ CD NNS,a,bold,twenty,students
8872,8873,mahowald,We congratulated a twenty bold athletes.,a twenty bold athletes,DT JJ CD NNS,a,bold,twenty,athletes
8873,8874,mahowald,We congratulated a twenty bold pianists.,a twenty bold pianists,DT JJ CD NNS,a,bold,twenty,pianists
8874,8875,mahowald,We congratulated a twenty bold teammates.,a twenty bold teammates,DT JJ CD NNS,a,bold,twenty,teammates
8875,8876,mahowald,We congratulated a twenty bold lawyers.,a twenty bold lawyers,DT JJ CD NNS,a,bold,twenty,lawyers
8876,8877,mahowald,We congratulated a twenty bold doctors.,a twenty bold doctors,DT JJ CD NNS,a,bold,twenty,doctors
8877,8878,mahowald,We congratulated a twenty bold actors.,a twenty bold actors,DT JJ CD NNS,a,bold,twenty,actors
8878,8879,mahowald,We congratulated a twenty bold Americans.,a twenty bold Americans,DT JJ CD NNS,a,bold,twenty,Americans
8879,8880,mahowald,We congratulated a twenty bold bankers.,a twenty bold bankers,DT JJ CD NNS,a,bold,twenty,bankers
8880,8881,mahowald,We congratulated a three grinning soldiers.,a three grinning soldiers,DT JJ CD NNS,a,grinning,three,soldiers
8881,8882,mahowald,We congratulated a three grinning students.,a three grinning students,DT JJ CD NNS,a,grinning,three,students
8882,8883,mahowald,We congratulated a three grinning athletes.,a three grinning athletes,DT JJ CD NNS,a,grinning,three,athletes
8883,8884,mahowald,We congratulated a three grinning pianists.,a three grinning pianists,DT JJ CD NNS,a,grinning,three,pianists
8884,8885,mahowald,We congratulated a three grinning teammates.,a three grinning teammates,DT JJ CD NNS,a,grinning,three,teammates
8885,8886,mahowald,We congratulated a three grinning lawyers.,a three grinning lawyers,DT JJ CD NNS,a,grinning,three,lawyers
8886,8887,mahowald,We congratulated a three grinning doctors.,a three grinning doctors,DT JJ CD NNS,a,grinning,three,doctors
8887,8888,mahowald,We congratulated a three grinning actors.,a three grinning actors,DT JJ CD NNS,a,grinning,three,actors
8888,8889,mahowald,We congratulated a three grinning Americans.,a three grinning Americans,DT JJ CD NNS,a,grinning,three,Americans
8889,8890,mahowald,We congratulated a three grinning bankers.,a three grinning bankers,DT JJ CD NNS,a,grinning,three,bankers
8890,8891,mahowald,We congratulated a five grinning soldiers.,a five grinning soldiers,DT JJ CD NNS,a,grinning,five,soldiers
8891,8892,mahowald,We congratulated a five grinning students.,a five grinning students,DT JJ CD NNS,a,grinning,five,students
8892,8893,mahowald,We congratulated a five grinning athletes.,a five grinning athletes,DT JJ CD NNS,a,grinning,five,athletes
8893,8894,mahowald,We congratulated a five grinning pianists.,a five grinning pianists,DT JJ CD NNS,a,grinning,five,pianists
8894,8895,mahowald,We congratulated a five grinning teammates.,a five grinning teammates,DT JJ CD NNS,a,grinning,five,teammates
8895,8896,mahowald,We congratulated a five grinning lawyers.,a five grinning lawyers,DT JJ CD NNS,a,grinning,five,lawyers
8896,8897,mahowald,We congratulated a five grinning doctors.,a five grinning doctors,DT JJ CD NNS,a,grinning,five,doctors
8897,8898,mahowald,We congratulated a five grinning actors.,a five grinning actors,DT JJ CD NNS,a,grinning,five,actors
8898,8899,mahowald,We congratulated a five grinning Americans.,a five grinning Americans,DT JJ CD NNS,a,grinning,five,Americans
8899,8900,mahowald,We congratulated a five grinning bankers.,a five grinning bankers,DT JJ CD NNS,a,grinning,five,bankers
8900,8901,mahowald,We congratulated a twenty grinning soldiers.,a twenty grinning soldiers,DT JJ CD NNS,a,grinning,twenty,soldiers
8901,8902,mahowald,We congratulated a twenty grinning students.,a twenty grinning students,DT JJ CD NNS,a,grinning,twenty,students
8902,8903,mahowald,We congratulated a twenty grinning athletes.,a twenty grinning athletes,DT JJ CD NNS,a,grinning,twenty,athletes
8903,8904,mahowald,We congratulated a twenty grinning pianists.,a twenty grinning pianists,DT JJ CD NNS,a,grinning,twenty,pianists
8904,8905,mahowald,We congratulated a twenty grinning teammates.,a twenty grinning teammates,DT JJ CD NNS,a,grinning,twenty,teammates
8905,8906,mahowald,We congratulated a twenty grinning lawyers.,a twenty grinning lawyers,DT JJ CD NNS,a,grinning,twenty,lawyers
8906,8907,mahowald,We congratulated a twenty grinning doctors.,a twenty grinning doctors,DT JJ CD NNS,a,grinning,twenty,doctors
8907,8908,mahowald,We congratulated a twenty grinning actors.,a twenty grinning actors,DT JJ CD NNS,a,grinning,twenty,actors
8908,8909,mahowald,We congratulated a twenty grinning Americans.,a twenty grinning Americans,DT JJ CD NNS,a,grinning,twenty,Americans
8909,8910,mahowald,We congratulated a twenty grinning bankers.,a twenty grinning bankers,DT JJ CD NNS,a,grinning,twenty,bankers
8910,8911,mahowald,The newspaper reviewed a three astonishing movies.,a three astonishing movies,DT JJ CD NNS,an,astonishing,three,movies
8911,8912,mahowald,The newspaper reviewed a three astonishing paintings.,a three astonishing paintings,DT JJ CD NNS,an,astonishing,three,paintings
8912,8913,mahowald,The newspaper reviewed a three astonishing books.,a three astonishing books,DT JJ CD NNS,an,astonishing,three,books
8913,8914,mahowald,The newspaper reviewed a three astonishing shows.,a three astonishing shows,DT JJ CD NNS,an,astonishing,three,shows
8914,8915,mahowald,The newspaper reviewed a three astonishing operas.,a three astonishing operas,DT JJ CD NNS,an,astonishing,three,operas
8915,8916,mahowald,The newspaper reviewed a five astonishing movies.,a five astonishing movies,DT JJ CD NNS,an,astonishing,five,movies
8916,8917,mahowald,The newspaper reviewed a five astonishing paintings.,a five astonishing paintings,DT JJ CD NNS,an,astonishing,five,paintings
8917,8918,mahowald,The newspaper reviewed a five astonishing books.,a five astonishing books,DT JJ CD NNS,an,astonishing,five,books
8918,8919,mahowald,The newspaper reviewed a five astonishing shows.,a five astonishing shows,DT JJ CD NNS,an,astonishing,five,shows
8919,8920,mahowald,The newspaper reviewed a five astonishing operas.,a five astonishing operas,DT JJ CD NNS,an,astonishing,five,operas
8920,8921,mahowald,The newspaper reviewed a twenty astonishing movies.,a twenty astonishing movies,DT JJ CD NNS,an,astonishing,twenty,movies
8921,8922,mahowald,The newspaper reviewed a twenty astonishing paintings.,a twenty astonishing paintings,DT JJ CD NNS,an,astonishing,twenty,paintings
8922,8923,mahowald,The newspaper reviewed a twenty astonishing books.,a twenty astonishing books,DT JJ CD NNS,an,astonishing,twenty,books
8923,8924,mahowald,The newspaper reviewed a twenty astonishing shows.,a twenty astonishing shows,DT JJ CD NNS,an,astonishing,twenty,shows
8924,8925,mahowald,The newspaper reviewed a twenty astonishing operas.,a twenty astonishing operas,DT JJ CD NNS,an,astonishing,twenty,operas
8925,8926,mahowald,The newspaper reviewed a three incredible movies.,a three incredible movies,DT JJ CD NNS,an,incredible,three,movies
8926,8927,mahowald,The newspaper reviewed a three incredible paintings.,a three incredible paintings,DT JJ CD NNS,an,incredible,three,paintings
8927,8928,mahowald,The newspaper reviewed a three incredible books.,a three incredible books,DT JJ CD NNS,an,incredible,three,books
8928,8929,mahowald,The newspaper reviewed a three incredible shows.,a three incredible shows,DT JJ CD NNS,an,incredible,three,shows
8929,8930,mahowald,The newspaper reviewed a three incredible operas.,a three incredible operas,DT JJ CD NNS,an,incredible,three,operas
8930,8931,mahowald,The newspaper reviewed a five incredible movies.,a five incredible movies,DT JJ CD NNS,an,incredible,five,movies
8931,8932,mahowald,The newspaper reviewed a five incredible paintings.,a five incredible paintings,DT JJ CD NNS,an,incredible,five,paintings
8932,8933,mahowald,The newspaper reviewed a five incredible books.,a five incredible books,DT JJ CD NNS,an,incredible,five,books
8933,8934,mahowald,The newspaper reviewed a five incredible shows.,a five incredible shows,DT JJ CD NNS,an,incredible,five,shows
8934,8935,mahowald,The newspaper reviewed a five incredible operas.,a five incredible operas,DT JJ CD NNS,an,incredible,five,operas
8935,8936,mahowald,The newspaper reviewed a twenty incredible movies.,a twenty incredible movies,DT JJ CD NNS,an,incredible,twenty,movies
8936,8937,mahowald,The newspaper reviewed a twenty incredible paintings.,a twenty incredible paintings,DT JJ CD NNS,an,incredible,twenty,paintings
8937,8938,mahowald,The newspaper reviewed a twenty incredible books.,a twenty incredible books,DT JJ CD NNS,an,incredible,twenty,books
8938,8939,mahowald,The newspaper reviewed a twenty incredible shows.,a twenty incredible shows,DT JJ CD NNS,an,incredible,twenty,shows
