idx,sentence,pos,DT,ADJ,NUMERAL,NOUN
5502664,a remote facility 19 km,ARTICLE JJ NN CD NNS,a,remote facility,19,km
5513840,a record 106 yards,ARTICLE RECORD CD NNS,a,record,106,yards
5523979,a very moving six months,ARTICLE RB JJ CD NNS,a,very moving,six,months
5538374,a record eight seasons,ARTICLE RECORD CD NNS,a,record,eight,seasons
5540295,a good many notions,ARTICLE JJ FEW NNS,a,good,many,notions
5541968,a good 60 years,ARTICLE JJ CD NNS,a,good,60,years
5545269,an astounding 30 billion apps,ARTICLE JJ CD CD NNS,an,astounding,30 billion,apps
5556359,an extra nine hundred thousand pounds,ARTICLE JJ CD CD CD NNS,an,extra,nine hundred thousand,pounds
5559104,an extra six seats,ARTICLE JJ CD NNS,an,extra,six,seats
5560345,an additional one hundred million pounds,ARTICLE JJ CD CD CD NNS,an,additional,one hundred million,pounds
5560432,an average eighteen pounds,ARTICLE JJ CD NNS,an,average,eighteen,pounds
5560864,a good many miles,ARTICLE JJ FEW NNS,a,good,many,miles
5561677,a great many currants,ARTICLE JJ FEW NNS,a,great,many,currants
5566576,A great many vines,ARTICLE JJ FEW NNS,A,great,many,vines
5566682,an additional 50 liters,ARTICLE JJ CD NNS,an,additional,50,liters
5568468,A great many countries,ARTICLE JJ FEW NNS,A,great,many,countries
5570697,a great many plans,ARTICLE JJ FEW NNS,a,great,many,plans
5570737,"a short , pointed tail and four flippers","ARTICLE JJ , JJ NN CC CD NNS",a,"short , pointed tail and",four,flippers
5579057,"an estimated 2,500 slaves",ARTICLE VBN CD NNS,an,estimated,"2,500",slaves
5597086,a good many things,ARTICLE JJ FEW NNS,a,good,many,things
5597873,a long four women,ARTICLE JJ CD NNS,a,long,four,women
5602216,a tropical storm 12 hours,ARTICLE JJ NN CD NNS,a,tropical storm,12,hours
5621441,a great many Christians,ARTICLE JJ FEW NNPS,a,great,many,Christians
5638279,"An estimated 50,000 prisoners",ARTICLE VBN CD NNS,An,estimated,"50,000",prisoners
5641710,a further 30 orders,ARTICLE JJ CD NNS,a,further,30,orders
5647144,a good many things,ARTICLE JJ FEW NNS,a,good,many,things
5653722,a loud speaker 30 minutes,ARTICLE JJ NN CD NNS,a,loud speaker,30,minutes
5654954,A good many opinions,ARTICLE JJ FEW NNS,A,good,many,opinions
5664863,a softer sound and more bars,ARTICLE JJR NN CC FEW NNS,a,softer sound and,more,bars
5665161,a great many people,ARTICLE JJ FEW NNS,a,great,many,people
5669020,a fair three - quarters,ARTICLE JJ CD HYPH NNS,a,fair,three -,quarters
5673577,an unpleasant few minutes,ARTICLE JJ FEW NNS,an,unpleasant,few,minutes
5689943,a very touristic city and many tourists,ARTICLE RB JJ NN CC FEW NNS,a,very touristic city and,many,tourists
5694405,a good many years,ARTICLE JJ FEW NNS,a,good,many,years
5695838,a further six months,ARTICLE JJ CD NNS,a,further,six,months
5698509,a great many different sailboats,ARTICLE JJ FEW JJ NNS,a,great,many,different sailboats
5700431,a constant hundred feet,ARTICLE JJ CD NNS,a,constant,hundred,feet
5703760,an easy two marks,ARTICLE JJ CD NNS,an,easy,two,marks
5706890,a good two weeks,ARTICLE JJ CD NNS,a,good,two,weeks
5718492,a great many works,ARTICLE JJ FEW NNS,a,great,many,works
5721018,an additional estimated four hundred cars,ARTICLE JJ VBN CD CD NNS,an,additional estimated,four hundred,cars
5722368,a further 34 birds,ARTICLE JJ CD NNS,a,further,34,birds
5728204,a further three minutes,ARTICLE JJ CD NNS,a,further,three,minutes
5731143,a paltry two days,ARTICLE JJ CD NNS,a,paltry,two,days
5750732,a modest forty thousand pounds,ARTICLE JJ CD CD NNS,a,modest,forty thousand,pounds
5754953,a spectacular 130 pounds,ARTICLE JJ CD NNS,a,spectacular,130,pounds
5762399,a further two goals,ARTICLE JJ CD NNS,a,further,two,goals
5762776,an even 250 pounds,ARTICLE JJ CD NNS,an,even,250,pounds
5774920,a good fifty miles,ARTICLE JJ CD NNS,a,good,fifty,miles
5779966,a top scorer 7 times,ARTICLE JJ NN CD NNS,a,top scorer,7,times
5780863,a full eight feet,ARTICLE JJ CD NNS,a,full,eight,feet
5784224,a significant problem 15 to 30 billion dollars,ARTICLE JJ NN CD TO CD CD NNS,a,significant problem,15 to 30 billion,dollars
5793818,a large non - tropical low pressure area 1015 miles,ARTICLE JJ JJ JJ JJ JJ NN NN CD NNS,a,large non - tropical low pressure area,1015,miles
5795304,a brilliant first two hands,ARTICLE JJ JJ CD NNS,a,brilliant first,two,hands
5803888,"an estimated 20,000 curies",ARTICLE VBN CD NNS,an,estimated,"20,000",curies
5822326,an isolated tree 7–30 feet,ARTICLE JJ NN CD NNS,an,isolated tree,7–30,feet
5830173,a tiny few people,ARTICLE JJ FEW NNS,a,tiny,few,people
5832384,a remote forest site 130 km,ARTICLE JJ NN NN CD NNS,a,remote forest site,130,km
5833423,an additional 39 playoff games,ARTICLE JJ CD NN NNS,an,additional,39,playoff games
5840838,A whole 3 episodes,ARTICLE JJ CD NNS,A,whole,3,episodes
5851482,a solid fifteen minutes,ARTICLE JJ CD NNS,a,solid,fifteen,minutes
5853698,a little girl and four years,ARTICLE JJ NN CC CD NNS,a,little girl and,four,years
5855045,a top speed 420 miles,ARTICLE JJ NN CD NNS,a,top speed,420,miles
5861128,A good many folks,ARTICLE JJ FEW NNS,A,good,many,folks
5861761,a mere fifty seven members,ARTICLE JJ CD CD NNS,a,mere,fifty seven,members
5868483,a record twelve times,ARTICLE RECORD CD NNS,a,record,twelve,times
5868531,a great five years,ARTICLE JJ CD NNS,a,great,five,years
5872773,A great net fifty feet,ARTICLE JJ NN CD NNS,A,great net,fifty,feet
5876801,a quick five minutes,ARTICLE JJ CD NNS,a,quick,five,minutes
5895133,a pretty busy six months,ARTICLE RB JJ CD NNS,a,pretty busy,six,months
5898070,a learned behavior and few dogs,ARTICLE VBN NN CC FEW NNS,a,learned behavior and,few,dogs
5925426,a good few days,ARTICLE JJ FEW NNS,a,good,few,days
5931365,a happy two weeks,ARTICLE JJ CD NNS,a,happy,two,weeks
5933673,a European vase and two hundred gold pieces,ARTICLE JJ NN CC CD CD NN NNS,a,European vase and,two hundred,gold pieces
5972885,a little launch tack twenty miles,ARTICLE JJ NN NN CD NNS,a,little launch tack,twenty,miles
5977674,a little bit more metadata,ARTICLE JJ NN FEW NNS,a,little bit,more,metadata
5981859,a young fellow thirty years,ARTICLE JJ NN CD NNS,a,young fellow,thirty,years
5986086,"a smug , married couple , lots","ARTICLE JJ , JJ FEW , NNS",a,"smug , married","couple ,",lots
5998092,"an extra 26,000 pounds",ARTICLE JJ CD NNS,an,extra,"26,000",pounds
6010914,a good many hours,ARTICLE JJ FEW NNS,a,good,many,hours
6020395,a quick five minutes,ARTICLE JJ CD NNS,a,quick,five,minutes
6029006,a fair coin five times,ARTICLE JJ NN CD NNS,a,fair coin,five,times
6032040,a French interpreter thirty yards,ARTICLE JJ NN CD NNS,a,French interpreter,thirty,yards
6032536,a good many soldiers,ARTICLE JJ FEW NNS,a,good,many,soldiers
6034024,a good many times,ARTICLE JJ FEW NNS,a,good,many,times
6039272,a good many score of miles,ARTICLE JJ FEW NN IN NNS,a,good,many,score of miles
6044530,a half - dozen or more times,ARTICLE JJ HYPH FEW CC FEW NNS,a,half -,dozen or more,times
6047707,an astonishing three - fourths,ARTICLE JJ CD HYPH NNS,an,astonishing,three -,fourths
6055433,an extra space or two spaces,ARTICLE JJ NN CC CD NNS,an,extra space or,two,spaces
6058274,a mere seven hundred million dollars,ARTICLE JJ CD CD CD NNS,a,mere,seven hundred million,dollars
6060996,a half - dozen men,ARTICLE JJ HYPH FEW NNS,a,half -,dozen,men
6061519,an estimated 24.6 miles,ARTICLE VBN CD NNS,an,estimated,24.6,miles
6070939,a fair five miles,ARTICLE JJ CD NNS,a,fair,five,miles
6074647,a whole lot more boys,ARTICLE JJ NN FEW NNS,a,whole lot,more,boys
6075168,a great last couple years,ARTICLE JJ JJ FEW NNS,a,great last,couple,years
6085071,another good two or three years,ARTICLE JJ CD CC CD NNS,another,good,two or three,years
6093003,another good two or three years,ARTICLE JJ CD CC CD NNS,another,good,two or three,years
6095964,a fair coin eight times,ARTICLE JJ NN CD NNS,a,fair coin,eight,times
6096031,a fair coin eight times,ARTICLE JJ NN CD NNS,a,fair coin,eight,times
6101622,a good many dies,ARTICLE JJ FEW NNS,a,good,many,dies
6101681,A great many envelopes,ARTICLE JJ FEW NNS,A,great,many,envelopes
6109186,an extra 30 minutes,ARTICLE JJ CD NNS,an,extra,30,minutes
6111294,"an estimated 2,000 children",ARTICLE VBN CD NNS,an,estimated,"2,000",children
6136276,a good many girls,ARTICLE JJ FEW NNS,a,good,many,girls
6139412,a good many times,ARTICLE JJ FEW NNS,a,good,many,times
6142512,a .. 46 years,ARTICLE JJ CD NNS,a,..,46,years
6143843,"a little , few little notes","ARTICLE JJ , FEW JJ NNS",a,"little ,",few,little notes
6161616,a huge number-- 6 times,ARTICLE JJ NN CD NNS,a,huge number--,6,times
6164283,an Arab head ornament and several bracelets,ARTICLE JJ NN NN CC FEW NNS,an,Arab head ornament and,several,bracelets
6165381,a usual three inches,ARTICLE JJ CD NNS,a,usual,three,inches
6186117,a central station many miles,ARTICLE JJ NN FEW NNS,a,central station,many,miles
6193421,a large family one or two children,ARTICLE JJ NN CD CC CD NNS,a,large family,one or two,children
6202506,a balmy 65 degrees--,ARTICLE JJ CD NNS,a,balmy,65,degrees--
6204844,a further one hundred and sixty hectares,ARTICLE JJ CD CD CC CD NNS,a,further,one hundred and sixty,hectares
6214140,a half - dozen times,ARTICLE JJ HYPH FEW NNS,a,half -,dozen,times
6216580,a fresh pony and more cartridges,ARTICLE JJ NN CC FEW NNS,a,fresh pony and,more,cartridges
6217459,an automatic twelve months,ARTICLE JJ CD NNS,an,automatic,twelve,months
6230592,a great many people,ARTICLE JJ FEW NNS,a,great,many,people
6262381,a whalelike creature seventy feet,ARTICLE JJ NN CD NNS,a,whalelike creature,seventy,feet
6300988,A good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations
6304956,A good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations
6307697,a good many things,ARTICLE JJ FEW NNS,a,good,many,things
6309554,A good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations
6312579,a further so many hundred metres,ARTICLE JJ RB FEW CD NNS,a,further so,many hundred,metres
6312874,a nice steady fifty five metres,ARTICLE JJ JJ CD CD NNS,a,nice steady,fifty five,metres
6313071,a steady three metres,ARTICLE JJ CD NNS,a,steady,three,metres
6313430,a fixed three metres,ARTICLE VBN CD NNS,a,fixed,three,metres
6313764,A good many dramatic situations,ARTICLE JJ FEW JJ NNS,A,good,many,dramatic situations
6318059,a great many more people,ARTICLE JJ FEW FEW NNS,a,great,many more,people
6321665,A great many bacteria,ARTICLE JJ FEW NNS,A,great,many,bacteria
6344027,a reliable 72 hours,ARTICLE JJ CD NNS,a,reliable,72,hours
6346545,a reliable 72 hours,ARTICLE JJ CD NNS,a,reliable,72,hours
6349058,a reliable 72 hours,ARTICLE JJ CD NNS,a,reliable,72,hours
6353833,a little two days,ARTICLE JJ CD NNS,a,little,two,days
6356885,a reliable 72 hours,ARTICLE JJ CD NNS,a,reliable,72,hours
6365675,an estimated one million children,ARTICLE VBN CD CD NNS,an,estimated,one million,children
6365996,an extra dozen eggs,ARTICLE JJ FEW NNS,an,extra,dozen,eggs
6387496,a scud eight hundred million people,ARTICLE JJ CD CD CD NNS,a,scud,eight hundred million,people
6396331,a further twenty six thousand pounds,ARTICLE JJ CD CD CD NNS,a,further,twenty six thousand,pounds
6396355,a further nine thousand pounds,ARTICLE JJ CD CD NNS,a,further,nine thousand,pounds
6396782,a redundant five items,ARTICLE JJ CD NNS,a,redundant,five,items
6398132,a great many years,ARTICLE JJ FEW NNS,a,great,many,years
6405175,a good many years,ARTICLE JJ FEW NNS,a,good,many,years
6413106,a good ten years,ARTICLE JJ CD NNS,a,good,ten,years
6413107,a young and charming wife and two pretty children,ARTICLE JJ CC JJ NN CC CD JJ NNS,a,young and charming wife and,two,pretty children
6427471,a further fifty five years,ARTICLE JJ CD CD NNS,a,further,fifty five,years
6428364,a great many imponderants,ARTICLE JJ FEW NNS,a,great,many,imponderants
6436633,a stern chain and two side chains,ARTICLE JJ NN CC CD NN NNS,a,stern chain and,two,side chains
6441370,A half - dozen witnesses,ARTICLE JJ HYPH FEW NNS,A,half -,dozen,witnesses
6445211,a big demo five years,ARTICLE JJ NN CD NNS,a,big demo,five,years
6457454,a statesman - like word eleven years,ARTICLE NN HYPH JJ NN CD NNS,a,statesman - like word,eleven,years
6476464,a good hundred years,ARTICLE JJ CD NNS,a,good,hundred,years
6476883,"An estimated 40,000 men",ARTICLE VBN CD NNS,An,estimated,"40,000",men
6480409,"An underwater ridge 46,000 miles",ARTICLE JJ NN CD NNS,An,underwater ridge,"46,000",miles
6481830,a big beautiful city and ten seconds,ARTICLE JJ JJ NN CC CD NNS,a,big beautiful city and,ten,seconds
6508460,a great many organizations,ARTICLE JJ FEW NNS,a,great,many,organizations
6511256,a little more tweaks,ARTICLE JJ FEW NNS,a,little,more,tweaks
6516314,a gentle 20 miles,ARTICLE JJ CD NNS,a,gentle,20,miles
6517102,a mere 18 months,ARTICLE JJ CD NNS,a,mere,18,months
6525014,a gentle 20 miles,ARTICLE JJ CD NNS,a,gentle,20,miles
6525723,a mere 1 8 months,ARTICLE JJ CD CD NNS,a,mere,1 8,months
6531971,a mere ten years,ARTICLE JJ CD NNS,a,mere,ten,years
6534918,a new deadline three weeks,ARTICLE JJ NN CD NNS,a,new deadline,three,weeks
6548651,a broken arm two boys,ARTICLE VBN NN CD NNS,a,broken arm,two,boys
6554682,a good twenty five kilos,ARTICLE JJ CD CD NNS,a,good,twenty five,kilos
6579005,a single one two police,ARTICLE JJ CD CD NNS,a,single,one two,police
6583033,a sweet 16 years,ARTICLE JJ CD NNS,a,sweet,16,years
6583182,a great many others,ARTICLE JJ FEW NNS,a,great,many,others
6583466,a good many clerks,ARTICLE JJ FEW NNS,a,good,many,clerks
6583682,a good few weeks,ARTICLE JJ FEW NNS,a,good,few,weeks
6585972,a further nine hundred redundancies,ARTICLE JJ CD CD NNS,a,further,nine hundred,redundancies
6593178,a great many years,ARTICLE JJ FEW NNS,a,great,many,years
6597838,a good few years,ARTICLE JJ FEW NNS,a,good,few,years
6606800,a good livelihood and reputation and many other blessings,ARTICLE JJ NN CC NN CC FEW JJ NNS,a,good livelihood and reputation and,many,other blessings
6608980,a s er two slates,ARTICLE JJ UH CD NNS,a,s er,two,slates
6609298,a good twenty to twenty five minutes,ARTICLE JJ CD TO CD CD NNS,a,good,twenty to twenty five,minutes
6622732,a lousy ten cents,ARTICLE JJ CD NNS,a,lousy,ten,cents
6631189,a good thirty pounds,ARTICLE JJ CD NNS,a,good,thirty,pounds
6645141,a great many leagues,ARTICLE JJ FEW NNS,a,great,many,leagues
6654527,a little too many cards,ARTICLE JJ RB FEW NNS,a,little too,many,cards
6658749,a flat surface 44 feet,ARTICLE JJ NN CD NNS,a,flat surface,44,feet
6670693,"a fre , two free pizzas","ARTICLE JJ , CD JJ NNS",a,"fre ,",two,free pizzas
6671034,a full 10 seconds,ARTICLE JJ CD NNS,a,full,10,seconds
6695356,a good six months,ARTICLE JJ CD NNS,a,good,six,months
6702939,an illusory four years,ARTICLE JJ CD NNS,an,illusory,four,years
6723579,A small wooden car five or six inches,ARTICLE JJ JJ NN CD CC CD NNS,A,small wooden car,five or six,inches
6724367,a single or many saints,ARTICLE JJ CC FEW NNS,a,single or,many,saints
6732287,a great many more men,ARTICLE JJ FEW FEW NNS,a,great,many more,men
6736969,an extra twenty quid,ARTICLE JJ CD NNS,an,extra,twenty,quid
6738202,a great many years,ARTICLE JJ FEW NNS,a,great,many,years
6739469,"a little , two or three pounds","ARTICLE JJ , CD CC CD NNS",a,"little ,",two or three,pounds
6752954,a little boy three years,ARTICLE JJ NN CD NNS,a,little boy,three,years
6758672,a full 180 degrees,ARTICLE JJ CD NNS,a,full,180,degrees
6765405,a good few minutes,ARTICLE JJ FEW NNS,a,good,few,minutes
6770943,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
6784508,a good 3 years,ARTICLE JJ CD NNS,a,good,3,years
6787248,a long and two shorts,ARTICLE JJ CC CD NNS,a,long and,two,shorts
6787250,a long and two shorts,ARTICLE JJ CC CD NNS,a,long and,two,shorts
6787271,a long and two shorts,ARTICLE JJ CC CD NNS,a,long and,two,shorts
6788889,a good many years,ARTICLE JJ FEW NNS,a,good,many,years
6791612,a good many miles,ARTICLE JJ FEW NNS,a,good,many,miles
6792175,A good many times,ARTICLE JJ FEW NNS,A,good,many,times
6794499,a dull few days,ARTICLE JJ FEW NNS,a,dull,few,days
6796973,"an estimated 6,000 machines",ARTICLE VBN CD NNS,an,estimated,"6,000",machines
6806956,a paltry hundred thousand pounds,ARTICLE JJ CD CD NNS,a,paltry,hundred thousand,pounds
6810085,a full 15 members,ARTICLE JJ CD NNS,a,full,15,members
6828721,a smaller more skilled group of people,ARTICLE JJR FEW JJ NN IN NNS,a,smaller,more,skilled group of people
6843748,"a good six , seven diamonds","ARTICLE JJ CD , CD NNS",a,good,"six , seven",diamonds
6844530,an official 202 1/4 pounds,ARTICLE JJ CD CD NNS,an,official,202 1/4,pounds
6844602,an official 238 pounds,ARTICLE JJ CD NNS,an,official,238,pounds
6857738,a full 15 feet,ARTICLE JJ CD NNS,a,full,15,feet
6859032,a good many lessons,ARTICLE JJ FEW NNS,a,good,many,lessons
6864809,a devoted young colored man ten years,ARTICLE JJ JJ JJ NN CD NNS,a,devoted young colored man,ten,years
6883602,a good ten minutes,ARTICLE JJ CD NNS,a,good,ten,minutes
6886891,a good ten minutes,ARTICLE JJ CD NNS,a,good,ten,minutes
6896478,a mental hospital two weeks,ARTICLE JJ NN CD NNS,a,mental hospital,two,weeks
6899298,an extra eleven days,ARTICLE JJ CD NNS,an,extra,eleven,days
6906062,a poisoned dog five minutes,ARTICLE VBN NN CD NNS,a,poisoned dog,five,minutes
6909403,an older sister and 2 half -,ARTICLE JJR NN CC CD NN NNS,an,older sister and,2,half -
6914657,a great many troubles,ARTICLE JJ FEW NNS,a,great,many,troubles
6928579,an agonizing 45 minutes,ARTICLE JJ CD NNS,an,agonizing,45,minutes
6930235,a paralyzed husband and six children,ARTICLE JJ NN CC CD NNS,a,paralyzed husband and,six,children
6935025,"a square , 12,000 kilometres","ARTICLE JJ , CD NNS",a,"square ,","12,000",kilometres
6937080,a curved line and several straight lines,ARTICLE JJ NN CC FEW JJ NNS,a,curved line and,several,straight lines
6956849,a good two weeks,ARTICLE JJ CD NNS,a,good,two,weeks
6959695,a full two minutes,ARTICLE JJ CD NNS,a,full,two,minutes
6979331,a lucky - few countries,ARTICLE JJ HYPH FEW NNS,a,lucky -,few,countries
6988794,a good many million dollars,ARTICLE JJ FEW CD NNS,a,good,many million,dollars
6992578,a scant few minutes,ARTICLE JJ FEW NNS,a,scant,few,minutes
6996512,an easy eight to twelve weeks,ARTICLE JJ CD TO CD NNS,an,easy,eight to twelve,weeks
6999552,a wooden steamer 133 feet,ARTICLE JJ NN CD NNS,a,wooden steamer,133,feet
6999738,a good 15 minutes,ARTICLE JJ CD NNS,a,good,15,minutes
7002999,a worn suit and seven or eight pawn tickets,ARTICLE JJ NN CC CD CC CD NN NNS,a,worn suit and,seven or eight,pawn tickets
7004185,A good many passengers,ARTICLE JJ FEW NNS,A,good,many,passengers
7009269,an extra 15 pounds,ARTICLE JJ CD NNS,an,extra,15,pounds
7009739,a good many hundred miles,ARTICLE JJ FEW CD NNS,a,good,many hundred,miles
7025678,a certain prefix and 15 digits,ARTICLE JJ NN CC CD NNS,a,certain prefix and,15,digits
7033723,A measly five hundred dollars,ARTICLE JJ CD CD NNS,A,measly,five hundred,dollars
7037248,a extry five dollars,ARTICLE JJ CD NNS,a,extry,five,dollars
7054974,an extra five minutes,ARTICLE JJ CD NNS,an,extra,five,minutes
7055886,a negative 50 degrees,ARTICLE JJ CD NNS,a,negative,50,degrees
7055904,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
7063149,An extra 80 kilos,ARTICLE JJ CD NNS,An,extra,80,kilos
7063159,An extra 80 kilos,ARTICLE JJ CD NNS,An,extra,80,kilos
7066889,An extra 80 kilos,ARTICLE JJ CD NNS,An,extra,80,kilos
7066898,An extra 80 kilos,ARTICLE JJ CD NNS,An,extra,80,kilos
7070660,a terrific book-- five years,ARTICLE JJ NN CD NNS,a,terrific book--,five,years
7086644,an estimated 70 sextillion stars,ARTICLE VBN CD NN NNS,an,estimated,70,sextillion stars
7118070,a whole two months,ARTICLE JJ CD NNS,a,whole,two,months
7127639,a great many women,ARTICLE JJ FEW NNS,a,great,many,women
7136354,a married daughter and two children,ARTICLE JJ NN CC CD NNS,a,married daughter and,two,children
7156522,"a whopping 5,000 operations",ARTICLE JJ CD NNS,a,whopping,"5,000",operations
7175737,a very thrillingly impressive eight points,ARTICLE RB RB JJ CD NNS,a,very thrillingly impressive,eight,points
7181342,a good fifteen minutes,ARTICLE JJ CD NNS,a,good,fifteen,minutes
7190262,a mandatory five years,ARTICLE JJ CD NNS,a,mandatory,five,years
7193757,a measly 534 miles,ARTICLE JJ CD NNS,a,measly,534,miles
7196405,a small beginning 182 years,ARTICLE JJ NN CD NNS,a,small beginning,182,years
7221973,a central passage and three chambers,ARTICLE JJ NN CC CD NNS,a,central passage and,three,chambers
7225644,a central passage and three chambers,ARTICLE JJ NN CC CD NNS,a,central passage and,three,chambers
7230641,a pitiful 28 KGs,ARTICLE JJ CD NNS,a,pitiful,28,KGs
7235692,a good idea and eight thousand years,ARTICLE JJ NN CC CD CD NNS,a,good idea and,eight thousand,years
7245978,a big three - dimensional mass of cells,ARTICLE JJ CD HYPH JJ NN IN NNS,a,big,three -,dimensional mass of cells
7249251,a similar court case 13 years,ARTICLE JJ NN NN CD NNS,a,similar court case,13,years
7263138,a final few words,ARTICLE JJ FEW NNS,a,final,few,words
7265987,Another good two hours,ARTICLE JJ CD NNS,Another,good,two,hours
7273534,an extra nine storeys,ARTICLE JJ CD NNS,an,extra,nine,storeys
7274813,a great sin 50 pounds,ARTICLE JJ NN CD NNS,a,great sin,50,pounds
7274848,an American organization 50 Ethiopians,ARTICLE JJ NN CD NNPS,an,American organization,50,Ethiopians
7278978,a record 20 titles,ARTICLE RECORD CD NNS,a,record,20,titles
7282458,a caused two pieces,ARTICLE VBN CD NNS,a,caused,two,pieces
7282723,a select few and systems,ARTICLE JJ FEW CC NNS,a,select,few and,systems
7283304,a little bit more house lights,ARTICLE JJ NN FEW NN NNS,a,little bit,more,house lights
7285256,an independent company seven years,ARTICLE JJ NN CD NNS,an,independent company,seven,years
7318981,"A LITTLE , MAYBE 30 DAYS","ARTICLE JJ , RB CD NNS",A,"LITTLE , MAYBE",30,DAYS
7330335,a great many ways,ARTICLE JJ FEW NNS,a,great,many,ways
7339328,a good three or four inches,ARTICLE JJ CD CC CD NNS,a,good,three or four,inches
7352906,A lousy 300 bucks,ARTICLE JJ CD NNS,A,lousy,300,bucks
7363203,"a little , seventy years","ARTICLE JJ , CD NNS",a,"little ,",seventy,years
7369708,a half - dozen methods,ARTICLE JJ HYPH FEW NNS,a,half -,dozen,methods
7395196,a good 10 years,ARTICLE JJ CD NNS,a,good,10,years
7401850,a noded two binary trees,ARTICLE VBN CD JJ NNS,a,noded,two,binary trees
7409004,An extra two or three years,ARTICLE JJ CD CC CD NNS,An,extra,two or three,years
7412019,an average 17 fields,ARTICLE JJ CD NNS,an,average,17,fields
7420512,a small beginning 182 years,ARTICLE JJ NN CD NNS,a,small beginning,182,years
7423035,"a mere 15,000 year humans",ARTICLE JJ CD NN NNS,a,mere,"15,000",year humans
7449405,"a little higher , 70 points","ARTICLE JJ JJR , CD NNS",a,"little higher ,",70,points
7449782,a modest ninety - eight degrees,ARTICLE JJ CD HYPH CD NNS,a,modest,ninety - eight,degrees
7463085,a long two months,ARTICLE JJ CD NNS,a,long,two,months
7477558,a great many stories,ARTICLE JJ FEW NNS,a,great,many,stories
7478539,a little bit more freedom for women,ARTICLE JJ NN FEW NN IN NNS,a,little bit,more,freedom for women
7484207,a horrible memory-- 406 grams,ARTICLE JJ NN CD NNS,a,horrible memory--,406,grams
7486114,an additional 22 miles,ARTICLE JJ CD NNS,an,additional,22,miles
7491338,a wonderful few hours,ARTICLE JJ FEW NNS,a,wonderful,few,hours
7506279,a strange one incidental autopsy findings,ARTICLE JJ CD JJ NN NNS,a,strange,one,incidental autopsy findings
7507175,a half million workers,ARTICLE JJ CD NNS,a,half,million,workers
7517521,an electrical engineer 75 years,ARTICLE JJ NN CD NNS,an,electrical engineer,75,years
7519031,"a nother 100,000 mathematicians",ARTICLE JJ CD NNS,a,nother,"100,000",mathematicians
7525637,a very young 92 years,ARTICLE RB JJ CD NNS,a,very young,92,years
7581741,a full 200 yards,ARTICLE JJ CD NNS,a,full,200,yards
7583634,a wooden helix 115 cm,ARTICLE JJ NN CD NNS,a,wooden helix,115,cm
7594234,a good ten years,ARTICLE JJ CD NNS,a,good,ten,years
7608449,a record 1.5 million pre,ARTICLE RECORD CD CD NNS,a,record,1.5 million,pre
7611502,a half dozen places,ARTICLE JJ FEW NNS,a,half,dozen,places
7619325,a little bit more remote areas,ARTICLE JJ NN FEW JJ NNS,a,little bit,more,remote areas
7620940,a tremendous 60 years,ARTICLE JJ CD NNS,a,tremendous,60,years
7622162,a measly 17 points,ARTICLE JJ CD NNS,a,measly,17,points
7633510,a total twenty fractions,ARTICLE JJ CD NNS,a,total,twenty,fractions
7633740,a good six months,ARTICLE JJ CD NNS,a,good,six,months
7634420,a human embryo three weeks,ARTICLE JJ NN CD NNS,a,human embryo,three,weeks
7648371,a little smaller 0.8 times,ARTICLE JJ JJR CD NNS,a,little smaller,0.8,times
7669391,an additional 3 years,ARTICLE JJ CD NNS,an,additional,3,years
7673908,a great many things,ARTICLE JJ FEW NNS,a,great,many,things
7681627,a rough couple days,ARTICLE JJ FEW NNS,a,rough,couple,days
7690635,-A mere seven days,ARTICLE JJ CD NNS,-A,mere,seven,days
7692303,a solar array 96 miles,ARTICLE JJ NN CD NNS,a,solar array,96,miles
7692513,A great many billionaires,ARTICLE JJ FEW NNS,A,great,many,billionaires
7696316,"a whopping 80,000 - pounds",ARTICLE JJ CD HYPH NNS,a,whopping,"80,000 -",pounds
7730675,A mere 10 days,ARTICLE JJ CD NNS,A,mere,10,days
7730715,a sizzling 17 degrees,ARTICLE JJ CD NNS,a,sizzling,17,degrees
7755747,a good few marriages,ARTICLE JJ FEW NNS,a,good,few,marriages
7771615,a burnt fucking truck five miles,ARTICLE VBN JJ NN CD NNS,a,burnt fucking truck,five,miles
7835747,an unfuckable wife and 4 kids,ARTICLE JJ NN CC CD NNS,an,unfuckable wife and,4,kids
7856497,a great 10 months,ARTICLE JJ CD NNS,a,great,10,months
7862152,an extra 15 minutes,ARTICLE JJ CD NNS,an,extra,15,minutes
7872210,a great many friends,ARTICLE JJ FEW NNS,a,great,many,friends
7884610,a lousy two weeks,ARTICLE JJ CD NNS,a,lousy,two,weeks
7885527,a lousy two weeks,ARTICLE JJ CD NNS,a,lousy,two,weeks
7915037,a dead body 3 days,ARTICLE JJ NN CD NNS,a,dead body,3,days
7985349,a tense two weeks,ARTICLE JJ CD NNS,a,tense,two,weeks
8032078,a further twelve miles,ARTICLE JJ CD NNS,a,further,twelve,miles
8032665,an astonishing ten miles,ARTICLE JJ CD NNS,an,astonishing,ten,miles
8069349,a long two weeks,ARTICLE JJ CD NNS,a,long,two,weeks
