sentence_idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
327972,an additional 124 officers,ARTICLE JJ CD NNS,an,additional,124,officers,2,0.8178104575163399
328094,a further 124 officers,ARTICLE JJ CD NNS,a,further,124,officers,2,0.8178104575163399
388051,a great log twenty or thirty steps,ARTICLE JJ NN CD CC CD NNS,a,great log,twenty or thirty,steps,2,0.8529411764705882
402955,a steep clay hill twenty or thirty feet,ARTICLE JJ NN NN CD CC CD NNS,a,steep clay hill,twenty or thirty,feet,2,0.8529411764705882
404724,an optional 48 bits,ARTICLE JJ CD NNS,an,optional,48,bits,2,0.8300653594771242
467322,a record 264 grade games,ARTICLE RECORD CD NN NNS,a,record,264,grade games,2,0.8251633986928104
471819,a record 58 goals,ARTICLE RECORD CD NNS,a,record,58,goals,2,0.8333333333333334
495188,a further 700 years,ARTICLE JJ CD NNS,a,further,700,years,2,0.8374183006535948
554300,a poor lame wife and thirteen children,ARTICLE JJ JJ NN CC CD NNS,a,poor lame wife and,thirteen,children,2,0.8504901960784313
573585,"a reported 6,000 apartments",ARTICLE VBN CD NNS,a,reported,"6,000",apartments,2,0.8349673202614379
619017,"a collective 8,000 spots",ARTICLE JJ CD NNS,a,collective,"8,000",spots,2,0.8406862745098039
638444,a prominent hill 1.5 miles,ARTICLE JJ NN CD NNS,a,prominent hill,1.5,miles,2,0.8145424836601307
655855,an estimated 500 settlers,ARTICLE VBN CD NNS,An,estimated,500,settlers,2,0.8308823529411765
689299,an additional 700 miles,ARTICLE JJ CD NNS,an,additional,700,miles,2,0.8374183006535948
716317,an astonishing 98 people,ARTICLE JJ CD NNS,An,astonishing,98,people,2,0.8415032679738562
735855,an estimated 500 children,ARTICLE VBN CD NNS,An,estimated,500,children,2,0.8308823529411765
773978,a total 98 episodes,ARTICLE JJ CD NNS,a,total,98,episodes,2,0.8415032679738562
904634,an additional thirteen minutes,ARTICLE JJ CD NNS,an,additional,thirteen,minutes,2,0.8504901960784313
906344,a little less sixteen candles,ARTICLE JJ JJR CD NNS,A,little less,sixteen,candles,2,0.8488562091503268
935809,a great many thousand pygmies,ARTICLE JJ FEW CD NNPS,a,great,many thousand,pygmies,2,0.8439542483660131
937870,a total 51 episodes,ARTICLE JJ CD NNS,a,total,51,episodes,2,0.8325163398692811
984670,"an estimated 700,000 people",ARTICLE VBN CD NNS,An,estimated,"700,000",people,2,0.8382352941176471
1001689,an extra three hundred miles,ARTICLE JJ CD CD NNS,an,extra,three hundred,miles,2,0.8513071895424836
1003403,"a potential 40,000 secondary jobs",ARTICLE JJ CD JJ NNS,a,potential,"40,000",secondary jobs,2,0.8284313725490197
1111131,"an extra 2,000 francs",ARTICLE JJ CD NNS,an,extra,"2,000",francs,2,0.8218954248366013
1196176,a further 36 hectares,ARTICLE JJR CD NNS,a,further,36,hectares,2,0.8276143790849673
1200004,an extra twenty eight days,ARTICLE JJ CD CD NNS,an,extra,twenty eight,days,2,0.8521241830065359
1279650,"an estimated 700,000 apple trees",ARTICLE VBN CD NN NNS,an,estimated,"700,000",apple trees,2,0.8382352941176471
1292318,a total 1000 kw,ARTICLE JJ CD NNS,a,total,1000,kw,2,0.8161764705882353
1523311,an additional 58 branches,ARTICLE JJ CD NNS,an,additional,58,branches,2,0.8333333333333334
1537251,a final twenty two bands,ARTICLE JJ CD CD NNS,a,final,twenty two,bands,2,0.8545751633986928
1572466,a chemical weapon- 1 t 's,ARTICLE JJ NN CD NN NNS,a,chemical weapon-,1,t 's,2,0.8129084967320261
1675652,"a further 1,700 men",ARTICLE JJR CD NNS,a,further,"1,700",men,2,0.8137254901960784
1696960,a claimed 48 hours,ARTICLE VBN CD NNS,a,claimed,48,hours,2,0.8300653594771242
1725273,a possible 156 points,ARTICLE JJ CD NNS,a,possible,156,points,2,0.8186274509803921
1880352,a career - high 36 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,36,points,2,0.8276143790849673
1912757,an additional 194 kg,ARTICLE JJ CD NNS,an,additional,194,kg,2,0.821078431372549
1912775,an additional 194 kg,ARTICLE JJ CD NNS,an,additional,194,kg,2,0.821078431372549
1920550,a scottish woman two thousand pounds,ARTICLE JJ NN CD CD NNS,a,scottish woman,two thousand,pounds,2,0.8578431372549019
1954074,a further two hundred and fifty thousand pounds,ARTICLE JJ CD CD CC CD CD NNS,a,further,two hundred and fifty thousand,pounds,2,0.8562091503267973
1954091,a further two hundred and fifty thousand pounds,ARTICLE JJ CD CD CC CD CD NNS,a,further,two hundred and fifty thousand,pounds,2,0.8562091503267973
2072101,a record 63 tournaments,ARTICLE RECORD CD NNS,a,record,63,tournaments,2,0.8357843137254902
2109726,a further 59 appearances,ARTICLE JJ CD NNS,a,further,59,appearances,2,0.8341503267973857
2184575,a career - high 51 tackles,ARTICLE NN HYPH JJ CD NNS,a,career - high,51,tackles,2,0.8325163398692811
2238888,"a further 300,000 shares",ARTICLE JJR CD NNS,a,further,"300,000",shares,2,0.826797385620915
2266188,"a bad one , folks","ARTICLE JJ CD , NNS",a,bad,"one ,",folks,2,0.8447712418300654
2309503,an estimated 70 billion tons,ARTICLE VBN CD CD NNS,an,estimated,70 billion,tons,2,0.8366013071895425
2390877,an honest 160 miles,ARTICLE JJ CD NNS,an,honest,160,miles,2,0.8194444444444444
2445174,a dependent variable and one or more explanatory variables,ARTICLE JJ NN CC CD CC FEW JJ NNS,a,dependent variable and,one or more,explanatory variables,2,0.8464052287581699
2457414,a great many thousand pygmies,ARTICLE JJ FEW CD NNPS,a,great,many thousand,pygmies,2,0.8439542483660131
2565754,a further twenty thousand pounds,ARTICLE JJ CD CD NNS,a,further,twenty thousand,pounds,2,0.8537581699346405
2572096,an additional twenty thousand pounds,ARTICLE JJ CD CD NNS,an,additional,twenty thousand,pounds,2,0.8537581699346405
2612324,a total 250 frames,ARTICLE JJ CD NNS,a,total,250,frames,2,0.8235294117647058
2638063,a career - high 156 yards,ARTICLE NN HYPH JJ CD NNS,a,career - high,156,yards,2,0.8186274509803921
2638141,a career - high 115 rushing yards,ARTICLE NN HYPH JJ CD NN NNS,a,career - high,115,rushing yards,2,0.8169934640522876
2664578,"an estimated 26,000 students",ARTICLE VBN CD NNS,an,estimated,"26,000",students,2,0.8243464052287581
2723702,a mere three hundred pages,ARTICLE JJ CD CD NNS,a,mere,three hundred,pages,2,0.8513071895424836
2874117,a further two million pounds,ARTICLE JJ CD CD NNS,a,further,two million,pounds,2,0.8570261437908496
2914788,"an approximate 25,000 homes",ARTICLE JJ CD NNS,an,approximate,"25,000",homes,2,0.8227124183006536
2919092,a national total 160 students,ARTICLE JJ NN CD NNS,a,national total,160,students,2,0.8194444444444444
2940717,"an estimated 300,000 people",ARTICLE VBN CD NNS,An,estimated,"300,000",people,2,0.826797385620915
3221920,a good two hundred pounds,ARTICLE JJ CD CD NNS,a,good,two hundred,pounds,2,0.8553921568627451
3254862,an estimated 300 million gamers,ARTICLE VBN CD CD NNS,an,estimated,300 million,gamers,2,0.8259803921568627
3254865,an estimated 300 million gamers,ARTICLE VBN CD CD NNS,an,estimated,300 million,gamers,2,0.8259803921568627
3264754,a really fun twenty two minutes,ARTICLE RB JJ CD CD NNS,A,really fun,twenty two,minutes,2,0.8545751633986928
3456975,a further erm sixteen hectares,ARTICLE JJ UH CD NNS,a,further erm,sixteen,hectares,2,0.8488562091503268
3474253,an extra one two twelfths,ARTICLE JJ CD CD NNS,an,extra,one two,twelfths,2,0.8472222222222222
3628487,an estimated one million years,ARTICLE VBN CD CD NNS,an,estimated,one million,years,2,0.8455882352941176
4104872,a literal meaning and one or more symbolic meanings,ARTICLE JJ NN CC CD CC FEW JJ NNS,a,literal meaning and,one or more,symbolic meanings,2,0.8464052287581699
4268087,a further twenty eight hours,ARTICLE JJ CD CD NNS,a,further,twenty eight,hours,2,0.8521241830065359
4299641,a good two to three decades,ARTICLE JJ CD TO CD NNS,a,good,two to three,decades,2,0.8586601307189542
4310790,an extra two thousand years,ARTICLE JJ CD CD NNS,an,extra,two thousand,years,2,0.8578431372549019
4341089,an additional 8 million subscribers,ARTICLE JJ CD CD NNS,an,additional,8 million,subscribers,2,0.8398692810457516
4341097,an additional 8 million customers,ARTICLE JJ CD CD NNS,an,additional,8 million,customers,2,0.8398692810457516
4377436,a new 1000 yuan,ARTICLE JJ CD NNS,A,new,1000,yuan,2,0.8161764705882353
4544795,"an extra 500,000 people",ARTICLE JJ CD NNS,An,extra,"500,000",people,2,0.8316993464052288
4896489,an estimated 70 billion servings,ARTICLE VBN CD CD NNS,An,estimated,70 billion,servings,2,0.8366013071895425
4957120,an estimated 264 people,ARTICLE VBN CD NNS,an,estimated,264,people,2,0.8251633986928104
5017651,"an extra 75,000 kroner",ARTICLE JJ CD NNS,an,extra,"75,000",kroner,2,0.8390522875816994
5137853,a further two million pounds,ARTICLE JJ CD CD NNS,a,further,two million,pounds,2,0.8570261437908496
5249251,a mere 1.5 times,ARTICLE JJ CD NNS,a,mere,1.5,times,2,0.8145424836601307
5762776,an even 250 pounds,ARTICLE JJ CD NNS,an,even,250,pounds,2,0.8235294117647058
5855045,a top speed 420 miles,ARTICLE JJ NN CD NNS,a,top speed,420,miles,2,0.829248366013072
5933673,a european vase and two hundred gold pieces,ARTICLE JJ NN CC CD CD NN NNS,a,european vase and,two hundred,gold pieces,2,0.8553921568627451
5998092,"an extra 26,000 pounds",ARTICLE JJ CD NNS,an,extra,"26,000",pounds,2,0.8243464052287581
6111294,"an estimated 2,000 children",ARTICLE VBN CD NNS,an,estimated,"2,000",children,2,0.8218954248366013
6262381,a whalelike creature seventy feet,ARTICLE JJ NN CD NNS,a,whalelike creature,seventy,feet,2,0.8480392156862745
6312874,a nice steady fifty five metres,ARTICLE JJ JJ CD CD NNS,a,nice steady,fifty five,metres,2,0.8423202614379085
6365675,an estimated one million children,ARTICLE VBN CD CD NNS,an,estimated,one million,children,2,0.8455882352941176
6427471,a further fifty five years,ARTICLE JJ CD CD NNS,a,further,fifty five,years,2,0.8423202614379085
6476883,"an estimated 40,000 men",ARTICLE VBN CD NNS,An,estimated,"40,000",men,2,0.8284313725490197
6579005,a single one two police,ARTICLE JJ CD CD NNS,a,single,one two,police,2,0.8472222222222222
6758672,a full 180 degrees,ARTICLE JJ CD NNS,a,full,180,degrees,2,0.8202614379084967
6796973,"an estimated 6,000 machines",ARTICLE VBN CD NNS,an,estimated,"6,000",machines,2,0.8349673202614379
7363203,"a little , seventy years","ARTICLE JJ , CD NNS",a,"little ,",seventy,years,2,0.8480392156862745
7583634,a wooden helix 115 cm,ARTICLE JJ NN CD NNS,a,wooden helix,115,cm,2,0.8169934640522876
8437361,a comfortable 63 degrees,ARTICLE JJ CD NNS,a,comfortable,63,degrees,2,0.8357843137254902
8737442,"a great one , young friends","ARTICLE JJ CD , JJ NNS",a,great,"one ,",young friends,2,0.8447712418300654
8832126,"an unheard - of 8,000 miles",ARTICLE JJ HYPH JJ CD NNS,an,unheard - of,"8,000",miles,2,0.8406862745098039
9657868,a staggering 100 billion gallons,ARTICLE JJ CD CD NNS,A,staggering,100 billion,gallons,2,0.815359477124183
9658803,a staggering 100 billion gallons,ARTICLE JJ CD CD NNS,A,staggering,100 billion,gallons,2,0.815359477124183
9982746,a huge turbocharger and 420 spikes,ARTICLE JJ NN CC CD NNS,a,huge turbocharger and,420,spikes,2,0.829248366013072
10685417,"a good ten , 15 years","ARTICLE JJ CD , CD NNS",a,good,"ten , 15",years,2,0.8496732026143791
10687116,"a good ten , 15 years","ARTICLE JJ CD , CD NNS",a,good,"ten , 15",years,2,0.8496732026143791
10821862,a complete 180 degrees,ARTICLE JJ CD NNS,A,complete,180,degrees,2,0.8202614379084967
10885443,a cheap 1 950s,ARTICLE JJ CD NNS,a,cheap,1,950s,2,0.8129084967320261
11566219,an overall 59 points,ARTICLE JJ CD NNS,an,overall,59,points,2,0.8341503267973857
884,a smaller three to four people,ARTICLE JJR CD TO CD NNS,a,smaller,three to four,people,1,0.9938725490196079
12974,an english former professional snooker player and six - times,ARTICLE JJ JJ JJ NN NN CC CD HYPH NNS,an,english former professional snooker player and,six -,times,1,0.9877450980392157
40111,a club - record 109 games,ARTICLE NN HYPH RECORD CD NNS,a,club - record,109,games,1,0.8758169934640523
66356,a mere 0.02 seconds,ARTICLE JJ CD NNS,a,mere,0.02,seconds,1,0.8594771241830066
66370,a manual 14.8 seconds,ARTICLE JJ CD NNS,a,manual,14.8,seconds,1,0.8831699346405228
68769,an additional seven to eight feet,ARTICLE JJ CD TO CD NNS,an,additional,seven to eight,feet,1,0.9852941176470589
87096,a hulking 261 pounds,ARTICLE JJ CD NNS,a,hulking,261,pounds,1,0.9068627450980392
169902,an average sixty - six immigrants,ARTICLE JJ CD HYPH CD NNS,an,average,sixty - six,immigrants,1,0.9906045751633987
186938,a mere nineteen lines,ARTICLE JJ CD NNS,a,mere,nineteen,lines,1,0.9763071895424836
193686,a separate one thousand five hundred pounds,ARTICLE JJ CD CD CD CD NNS,a,separate,one thousand five hundred,pounds,1,0.9824346405228758
232264,"an estimated 600,000 daily passengers",ARTICLE VBN CD JJ NNS,an,estimated,"600,000",daily passengers,1,0.9411764705882353
269338,"an estimated 110,000 tons",ARTICLE VBN CD NNS,an,estimated,"110,000",tons,1,0.8770424836601307
269339,"an estimated 8,300 premature deaths",ARTICLE VBN CD JJ NNS,an,estimated,"8,300",premature deaths,1,0.9509803921568627
269340,"an estimated 360,000 asthma attacks",ARTICLE VBN CD NN NNS,an,estimated,"360,000",asthma attacks,1,0.9203431372549019
269489,an annualized 15 billion gallons,ARTICLE VBN CD CD NNS,an,annualized,15 billion,gallons,1,0.883578431372549
326636,"an estimated 90,000 african slaves",ARTICLE VBN CD JJ NNS,an,estimated,"90,000",african slaves,1,0.9579248366013072
328308,a further 878 army officers,ARTICLE JJR CD NN NNS,a,further,878,army officers,1,0.9558823529411765
332341,an estimated 523 japanese soldiers,ARTICLE VBN CD JJ NNS,an,estimated,523,japanese soldiers,1,0.9375
335274,an estimated 100–240 black people,ARTICLE VBN CD JJ NNS,an,estimated,100–240,black people,1,0.872140522875817
347369,a further 15000 ha,ARTICLE JJ CD NNS,A,further,15000,ha,1,0.8856209150326797
354309,an estimated 81 million total viewers,ARTICLE VBN CD CD JJ NNS,An,estimated,81 million,total viewers,1,0.9530228758169934
354995,an elongated oval form 12.5 km,ARTICLE JJ JJ NN CD NNS,an,elongated oval form,12.5,km,1,0.8799019607843137
360393,a chilly 248 degrees,ARTICLE JJ CD NNS,a,chilly,248,degrees,1,0.9035947712418301
363222,"an estimated 4,694 times",ARTICLE JJ CD NNS,an,estimated,"4,694",times,1,0.9252450980392157
368422,an estimated 1600 students,ARTICLE VBN CD NNS,an,estimated,1600,students,1,0.8876633986928104
388982,a long twelve or fifteen minutes,ARTICLE JJ CD CC CD NNS,a,long,twelve or fifteen,minutes,1,0.9946895424836601
579861,a career - high 8.7 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,8.7,points,1,0.951797385620915
580230,"a further 23,000 men",ARTICLE JJR CD NNS,a,further,"23,000",men,1,0.9015522875816994
581321,"a further 46,750 tons",ARTICLE JJ CD NNS,a,further,"46,750",tons,1,0.9313725490196079
601658,a small plateau 1798 m,ARTICLE JJ NN CD NNS,a,small plateau,1798,m,1,0.8901143790849673
606899,a career - best 220 wickets,ARTICLE NN HYPH JJ CD NNS,a,career - best,220,wickets,1,0.9011437908496732
630595,an estimated 250 million phonograph records,ARTICLE VBN CD CD NN NNS,an,estimated,250 million,phonograph records,1,0.9048202614379085
634562,a combined 319 yards,ARTICLE JJ CD NNS,a,combined,319,yards,1,0.9162581699346405
674688,a record 67 doubles,ARTICLE RECORD CD NNS,a,record,67,doubles,1,0.9444444444444444
679288,an estimated 660 000 deaths,ARTICLE VBN CD CD NNS,an,estimated,660 000,deaths,1,0.9440359477124183
691359,"an estimated one hundred and sixty three , six forty pounds","ARTICLE VBN CD CD CC CD CD , CD CD NNS",an,estimated,"one hundred and sixty three , six forty",pounds,1,0.9799836601307189
700170,an extra eleven million pounds,ARTICLE JJ CD CD NNS,an,extra,eleven million,pounds,1,0.9648692810457516
707979,a further 168 men,ARTICLE JJ CD NNS,a,further,168,men,1,0.8888888888888888
736969,a negative 8x times,ARTICLE JJ CD NNS,a,negative,8x,times,1,0.9566993464052288
773602,"a good three , four weeks","ARTICLE JJ CD , CD NNS",a,good,"three , four",weeks,1,0.9930555555555556
918241,a superb 94 league appearances,ARTICLE JJ CD NN NNS,a,superb,94,league appearances,1,0.9591503267973857
962753,a combined 41 official reigns,ARTICLE VBN CD JJ NNS,a,combined,41,official reigns,1,0.9272875816993464
965431,"an additional 3,400 commuters",ARTICLE JJ CD NNS,An,additional,"3,400",commuters,1,0.9105392156862745
970597,a different color-- 1.35 times,ARTICLE JJ NN CD NNS,a,different color--,1.35,times,1,0.8668300653594772
1061041,an estimated four million times,ARTICLE VBN CD CD NNS,an,estimated,four million,times,1,0.9709967320261438
1062593,a wind - aided 12.06 seconds,ARTICLE NN HYPH VBN CD NNS,a,wind - aided,12.06,seconds,1,0.8794934640522876
1085428,a further 33 points,ARTICLE JJ CD NNS,a,further,33,points,1,0.9170751633986928
1106873,a massive 2.5 kilograms,ARTICLE JJ CD NNS,a,massive,2.5,kilograms,1,0.8966503267973857
1110967,"an extra 1,500 francs",ARTICLE JJ CD NNS,an,extra,"1,500",francs,1,0.8656045751633987
1122189,a red oval - shaped embroidered item 1 3/8 inches,ARTICLE JJ NN HYPH JJ VBN NN CD CD NNS,A,red oval - shaped embroidered item,1 3/8,inches,1,0.8611111111111112
1125252,"an additional 27,000 customers",ARTICLE JJ CD NNS,an,additional,"27,000",customers,1,0.9076797385620915
1180348,a grueling 10 - round points,ARTICLE JJ CD HYPH NN NNS,a,grueling,10 -,round points,1,0.869281045751634
1209325,"a record 78–76 , 30 games","ARTICLE RECORD CD , CD NNS",a,record,"78–76 , 30",games,1,0.9497549019607843
1210569,a career - high and franchise record 525 passing yards,ARTICLE NN HYPH NN CC NN RECORD CD NN NNS,a,career - high and franchise record,525,passing yards,1,0.9379084967320261
1264321,"an estimated 2,998,235 people",ARTICLE VBN CD NNS,an,estimated,"2,998,235",people,1,0.8962418300653595
1270300,a deep trench 3×5 metres,ARTICLE JJ NN CD NNS,A,deep trench,3×5,metres,1,0.9227941176470589
1270302,a single room 8×3 metres,ARTICLE JJ NN CD NNS,a,single room,8×3,metres,1,0.9571078431372549
1287087,an additional 100 million tonnes,ARTICLE JJ CD CD NNS,an,additional,100 million,tonnes,1,0.8713235294117647
1289407,"an expected 18,831 dwellings",ARTICLE JJ CD NNS,an,expected,"18,831",dwellings,1,0.8909313725490197
1366495,"a reported 150,000 prisoners",ARTICLE VBN CD NNS,a,reported,"150,000",prisoners,1,0.8852124183006536
1407457,an estimated 70 million people,ARTICLE VBN CD CD NNS,an,estimated,70 million,people,1,0.946078431372549
1418995,an approximate 1.8 million people,ARTICLE JJ CD CD NNS,an,approximate,1.8 million,people,1,0.8688725490196079
1421006,a half - billion dollars,ARTICLE JJ HYPH CD NNS,a,half -,billion,dollars,1,0.9607843137254902
1422770,"an estimated 5,350 tons",ARTICLE VBN CD NNS,an,estimated,"5,350",tons,1,0.9338235294117647
1428678,"a further 4,830 germans",ARTICLE JJ CD NNPS,a,further,"4,830",germans,1,0.9256535947712419
1448322,"an estimated 343,000 people",ARTICLE VBN CD NNS,An,estimated,"343,000",people,1,0.9195261437908496
1449796,"an estimated 38,000 bushes",ARTICLE VBN CD NNS,an,estimated,"38,000",bushes,1,0.9219771241830066
1452280,"an additional 53,300 cellular phones",ARTICLE JJ CD JJ NNS,an,additional,"53,300",cellular phones,1,0.9383169934640523
1455166,"an estimated 4,560,000 viewers",ARTICLE VBN CD NNS,an,estimated,"4,560,000",viewers,1,0.9248366013071896
1495013,a combined 52 league appearances,ARTICLE VBN CD NN NNS,a,combined,52,league appearances,1,0.9370915032679739
1507894,a reported 14 million dollars,ARTICLE JJ CD CD NNS,a,reported,14 million,dollars,1,0.8823529411764706
1539664,a career - high 16.9 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,16.9,points,1,0.8872549019607843
1539670,a career - best 17.6 points,ARTICLE NN HYPH JJ CD NNS,a,career - best,17.6,points,1,0.889297385620915
1540683,a career - high 237 strikeouts,ARTICLE NN HYPH JJ CD NNS,a,career - high,237,strikeouts,1,0.9019607843137255
1551831,a good many more and worse disappointments,ARTICLE JJ FEW FEW CC JJR NNS,a,good,many more and,worse disappointments,1,0.9738562091503268
1594815,a further several thousand planters,ARTICLE JJ FEW CD NNS,a,further,several thousand,planters,1,0.9869281045751634
1600687,an astounding 1022 points,ARTICLE JJ CD NNS,an,astounding,1022,points,1,0.8733660130718954
1606136,a team - record 71 points,ARTICLE NN HYPH RECORD CD NNS,a,team - record,71,points,1,0.9468954248366013
1606843,a long time and 299 hotel rooms,ARTICLE JJ NN CC CD NN NNS,a,long time and,299,hotel rooms,1,0.9101307189542484
1607332,an estimated 95 million people,ARTICLE VBN CD CD NNS,an,estimated,95 million,people,1,0.9595588235294118
1608243,a franchise - high 252 goals,ARTICLE NN HYPH JJ CD NNS,a,franchise - high,252,goals,1,0.9056372549019608
1609071,a club - low 726 penalty minutes,ARTICLE NN HYPH JJ CD NN NNS,a,club - low,726,penalty minutes,1,0.9473039215686274
1644880,an unmatched 334 goals,ARTICLE JJ CD NNS,an,unmatched,334,goals,1,0.9178921568627451
1657466,an estimated 49 thousand cases,ARTICLE VBN CD CD NNS,an,estimated,49 thousand,cases,1,0.9325980392156863
1672494,a record seven hundred thousand brits,ARTICLE RECORD CD CD CD NNPS,a,record,seven hundred thousand,brits,1,0.9844771241830066
1693730,a further seventeen million road users,ARTICLE JJR CD CD NN NNS,a,further,seventeen million,road users,1,0.985702614379085
1732183,"a red hypergiant 1,212 times",ARTICLE JJ NN CD NNS,A,red hypergiant,"1,212",times,1,0.8643790849673203
1736861,a red ribbon 1.25 inches,ARTICLE JJ NN CD NNS,a,red ribbon,1.25,inches,1,0.8660130718954249
1740595,a minimal 1.6 watts,ARTICLE JJ CD NNS,a,minimal,1.6,watts,1,0.8684640522875817
1747117,a blue main sequence star 3.5 times,ARTICLE JJ JJ NN NN CD NNS,a,blue main sequence star,3.5,times,1,0.9121732026143791
1755223,a career - high 266 yards,ARTICLE NN HYPH JJ CD NNS,a,career - high,266,yards,1,0.9072712418300654
1773829,an anti poll strategy and two hundred and eight thousand pounds,ARTICLE JJ JJ NN CC CD CD CC CD CD NNS,an,anti poll strategy and,two hundred and eight thousand,pounds,1,0.9983660130718954
1782914,a further one hundred and eight people,ARTICLE JJ CD CD CC CD NNS,a,further,one hundred and eight,people,1,0.9791666666666666
1794386,an estimated 100 to 120 thousand jews,ARTICLE VBN CD TO CD CD NNPS,An,estimated,100 to 120 thousand,jews,1,0.8717320261437909
1839792,an estimated 10 million brazilians,ARTICLE VBN CD CD NNPS,an,estimated,10 million,brazilians,1,0.8700980392156863
1843842,an extra 36–48 hours,ARTICLE JJ CD NNS,an,extra,36–48,hours,1,0.920751633986928
1845304,a further 62 league appearances,ARTICLE JJ CD NN NNS,a,further,62,league appearances,1,0.9424019607843137
1864284,an estimated 5.2 million speakers,ARTICLE VBN CD CD NNS,an,estimated,5.2 million,speakers,1,0.9342320261437909
1870280,an estimated 217 mosques,ARTICLE VBN CD NNS,an,estimated,217,mosques,1,0.8999183006535948
1875470,"an estimated 33,000 sculptures",ARTICLE VBN CD NNS,an,estimated,"33,000",sculptures,1,0.9174836601307189
1888143,an estimated 111.3 million people,ARTICLE VBN CD CD NNS,An,estimated,111.3 million,people,1,0.8774509803921569
1888284,an estimated 167 million people,ARTICLE VBN CD CD NNS,An,estimated,167 million,people,1,0.8884803921568627
1888409,an estimated 114.4 million people,ARTICLE VBN CD CD NNS,An,estimated,114.4 million,people,1,0.877859477124183
1888480,an estimated 10.4 million viewers,ARTICLE VBN CD CD NNS,an,estimated,10.4 million,viewers,1,0.8709150326797386
1891880,an estimated 275 k people,ARTICLE VBN CD CD NNS,an,estimated,275 k,people,1,0.9093137254901961
1941652,a further 468 men,ARTICLE JJ CD NNS,A,further,468,men,1,0.931781045751634
2010479,a career - high 42 points,ARTICLE NN HYPH JJ CD NNS,a,career - high,42,points,1,0.9281045751633987
2023740,a glorified seven hundred people,ARTICLE JJ CD CD NNS,a,glorified,seven hundred,people,1,0.9836601307189542
2065192,an automatic and two seven - round clips,ARTICLE JJ CC CD CD HYPH NN NNS,an,automatic and,two seven -,round clips,1,0.9995915032679739
2065655,a record - high 185 underclassed draft prospects,ARTICLE RECORD HYPH JJ CD JJ NN NNS,a,record - high,185,underclassed draft prospects,1,0.8921568627450981
2083668,an additional 6000 scudi,ARTICLE JJ CD NNS,an,additional,6000,scudi,1,0.9415849673202614
2097036,a record 195 games,ARTICLE RECORD CD NNS,a,record,195,games,1,0.8929738562091504
2102619,a whopping 254 pounds,ARTICLE JJ CD NNS,a,whopping,254,pounds,1,0.9060457516339869
2106675,an estimated 1.4 times,ARTICLE VBN CD NNS,an,estimated,1.4,times,1,0.8672385620915033
2154138,a new world post nine eleven days,ARTICLE JJ NN NN CD CD NNS,a,new world post,nine eleven,days,1,0.9746732026143791
2156035,an amazing 82 years,ARTICLE JJ CD NNS,an,amazing,82,years,1,0.9534313725490197
2164187,a mere 65 - koku,ARTICLE JJ CD HYPH NNS,a,mere,65 -,koku,1,0.943218954248366
2177329,"an additional 2,776 people",ARTICLE JJ CD NNS,An,additional,"2,776",people,1,0.8954248366013072
2180261,an estimated 10 000 to 15 000 men,ARTICLE VBN CD CD TO CD CD NNS,an,estimated,10 000 to 15 000,men,1,0.8696895424836601
2181852,an additional 0.7 miles,ARTICLE JJ CD NNS,an,additional,0.7,miles,1,0.8598856209150327
2185725,a good twenty - five miles,ARTICLE JJ CD CD CD NNS,a,good,twenty - five,miles,1,0.9950980392156863
2199339,a possible 78 games,ARTICLE JJ CD NNS,a,possible,78,games,1,0.948937908496732
2206649,a red dwarf star 470 light years,ARTICLE JJ NN NN CD NN NNS,a,red dwarf star,470,light years,1,0.9321895424836601
2209814,a possible 164 points,ARTICLE JJ CD NNS,a,possible,164,points,1,0.8880718954248366
2212617,a mere 89 seats,ARTICLE JJ CD NNS,a,mere,89,seats,1,0.9562908496732027
2213033,"a mere 3,761 votes",ARTICLE JJ CD NNS,a,mere,"3,761",votes,1,0.9113562091503268
2216557,a wild 5–4 metrostars,ARTICLE JJ CD NNPS,a,wild,5–4,metrostars,1,0.9399509803921569
2218103,"a paltry 16,000 men",ARTICLE JJ CD NNS,a,paltry,"16,000",men,1,0.8868464052287581
2222435,a little girl four thousand years,ARTICLE JJ NN CD CD NNS,a,little girl,four thousand,years,1,0.9714052287581699
2293560,"a further 1,048 homes",ARTICLE JJR CD NNS,a,further,"1,048",homes,1,0.8639705882352942
2324733,"an estimated 11,756 people",ARTICLE VBN CD NNS,an,estimated,"11,756",people,1,0.8766339869281046
2339818,"an additional 18,000 copies",ARTICLE JJ CD NNS,an,additional,"18,000",copies,1,0.8905228758169934
2351694,an estimated 78.3 million americans,ARTICLE VBN CD CD NNPS,an,estimated,78.3 million,americans,1,0.9493464052287581
2356142,a low 3.3 revolutions,ARTICLE JJ CD NNS,a,low,3.3,revolutions,1,0.9117647058823529
2356895,a further 30–35 days,ARTICLE JJ CD NNS,a,further,30–35,days,1,0.9150326797385621
2372881,an extrasolar planet 22.18 light years,ARTICLE JJ NN CD NN NNS,an,extrasolar planet,22.18,light years,1,0.9007352941176471
2372952,"an estimated 2,700 black bears",ARTICLE VBN CD JJ NNS,an,estimated,"2,700",black bears,1,0.8950163398692811
