idx,construction,pos,DT,ADJ,NUMERAL,NOUN,n,percent
4483746,a good few times,ARTICLE JJ FEW NNS,a,good,few,times,1,0.5776143790849673
4517652,an old - world hamlet eight miles,ARTICLE JJ HYPH NN NN CD NNS,an,old - world hamlet,eight,miles,1,0.8112745098039216
4519859,a short two miles,ARTICLE JJ CD NNS,A,short,two,miles,1,0.9064542483660131
4535701,a short four miles,ARTICLE JJ CD NNS,a,short,four,miles,1,0.9056372549019608
4540046,a further 54 candidates,ARTICLE JJ CD NNS,a,further,54,candidates,1,0.5310457516339869
4541988,a sudden two years,ARTICLE JJ CD NNS,a,sudden,two,years,1,0.9362745098039216
4546718,another rude shock seven minutes,ARTICLE JJ NN CD NNS,another,rude shock,seven,minutes,1,0.8823529411764706
4551606,a great many mathematical objects,ARTICLE JJ FEW JJ NNS,a,great,many,mathematical objects,1,0.6466503267973857
4584739,"a further 1,300,000 people",ARTICLE JJ CD NNS,A,further,"1,300,000",people,1,0.5147058823529411
4627477,a further three and a half years,ARTICLE JJ CD CC ARTICLE NN NNS,a,NA,three and,a half years,1,0.9983660130718954
4638630,a great many dogs,ARTICLE JJ FEW NNS,A,great,many,dogs,1,0.6339869281045751
4640438,a royal casino and two beach resorts,ARTICLE JJ NN CC CD NN NNS,a,royal casino and,two,beach resorts,1,0.8819444444444444
4650387,a long ten minutes,ARTICLE JJ CD NNS,a,long,ten,minutes,1,0.7504084967320261
4661764,a staggering twenty million pounds,ARTICLE JJ CD CD NNS,a,staggering,twenty million,pounds,1,0.9309640522875817
4666307,a particular few words,ARTICLE JJ FEW NNS,a,particular,few,words,1,0.8231209150326797
4666968,a mere fifteen pounds,ARTICLE JJ CD NNS,a,mere,fifteen,pounds,1,0.7814542483660131
4679083,another great battle two years,ARTICLE JJ NN CD NNS,another,great battle,two,years,1,0.6723856209150327
4679092,a wonderful three years,ARTICLE JJ CD NNS,a,wonderful,three,years,1,0.9938725490196079
4686682,a popular level many years,ARTICLE JJ NN FEW NNS,a,popular level,many,years,1,0.8304738562091504
4697083,a similar project eleven years,ARTICLE JJ NN CD NNS,a,similar project,eleven,years,1,0.9113562091503268
4698552,a very poor first four months,ARTICLE RB JJ JJ CD NNS,a,very poor first,four,months,1,0.9750816993464052
4698804,a good seven miles,ARTICLE JJ CD NNS,a,good,seven,miles,1,0.6078431372549019
4699345,a great many other situations,ARTICLE JJ FEW JJ NNS,a,great,many,other situations,1,0.6523692810457516
4713564,an overwhelming 283 votes,ARTICLE JJ CD NNS,an,overwhelming,283,votes,1,0.8186274509803921
4714940,a further ten pence,ARTICLE JJ CD NNS,a,further,ten,pence,1,0.5477941176470589
4715147,a grand total one million nine hundred and seventy eight thousand jobs,ARTICLE JJ NN CD CD CD CD CC CD CD CD NNS,a,grand total,one million nine hundred and seventy eight thousand,jobs,1,0.6205065359477124
4721327,a tiny 9 feet,ARTICLE JJ CD NNS,a,tiny,9,feet,1,0.9477124183006536
4731269,a jolly six weeks,ARTICLE JJ CD NNS,a,jolly,six,weeks,1,0.7177287581699346
4731448,a hard surface many painters,ARTICLE JJ NN FEW NNS,a,hard surface,many,painters,1,0.698937908496732
4744250,an older sister and four brothers,ARTICLE JJR NN CC CD NNS,an,older sister and,four,brothers,1,0.8141339869281046
4772390,a mistaken idea or belief many people,ARTICLE JJ NN CC NN FEW NNS,a,mistaken idea or belief,many,people,1,0.7916666666666666
4774131,a normal 6 - sided dice,ARTICLE JJ CD HYPH JJ NNS,a,normal,6 -,sided dice,1,0.8080065359477124
4806273,a further 20–24 cm,ARTICLE JJ CD NNS,a,further,20–24,cm,1,0.5216503267973857
4812220,an horrendous twenty four hours,ARTICLE JJ CD CD NNS,an,horrendous,twenty four,hours,1,0.7022058823529411
4816733,a mere 18 inches,ARTICLE JJ CD NNS,a,mere,18,inches,1,0.7745098039215687
4833858,a half dozen sharpened sticks,ARTICLE JJ FEW VBN NNS,a,half,dozen,sharpened sticks,1,0.6854575163398693
4835063,a wealthy tobacco planter 20 years,ARTICLE JJ NN NN CD NNS,a,wealthy tobacco planter,20,years,1,0.9795751633986928
4840564,a nice few quid,ARTICLE JJ FEW NNS,a,nice,few,quid,1,0.8055555555555556
4841099,a white crescent moon and five white stars,ARTICLE JJ JJ NN CC CD JJ NNS,a,white crescent moon and,five,white stars,1,0.9816176470588235
4842016,a short story or several chapters,ARTICLE JJ NN CC FEW NNS,a,short story or,several,chapters,1,0.9076797385620915
4872192,a single piece or several pieces,ARTICLE JJ NN CC FEW NNS,a,single piece or,several,pieces,1,0.9150326797385621
4890850,a serial port and two floppy disk drives,ARTICLE JJ NN CC CD JJ NN NNS,a,serial port and,two,floppy disk drives,1,0.9040032679738562
4922944,a small knoll 200 yards,ARTICLE JJ NN CD NNS,a,small knoll,200,yards,1,0.9166666666666666
4926788,a large yellow brick house three blocks,ARTICLE JJ JJ NN NN CD NNS,a,large yellow brick house,three,blocks,1,0.7238562091503268
4927863,a further four voieds,ARTICLE JJ CD NNS,a,further,four,voieds,1,0.5388071895424836
4937071,a further three songs,ARTICLE JJ CD NNS,A,further,three,songs,1,0.5522875816993464
4937665,a pressurized cabin and two decks,ARTICLE JJ NN CC CD NNS,a,pressurized cabin and,two,decks,1,0.8390522875816994
4938847,a shattered knee and two toes,ARTICLE VBN NN CC CD NNS,a,shattered knee and,two,toes,1,0.9052287581699346
4952707,"a good 10,000 years",ARTICLE JJ CD NNS,a,good,"10,000",years,1,0.5657679738562091
4955878,a little further on two soldiers,ARTICLE JJ RB RB CD NNS,A,little further on,two,soldiers,1,0.7389705882352942
4961365,a full 40 mm,ARTICLE JJ CD NNS,a,full,40,mm,1,0.5020424836601307
4990715,a red background and 3 armoured legs,ARTICLE JJ NN CC CD JJ NNS,a,red background and,3,armoured legs,1,0.8700980392156863
4994326,a large hill 585 meters,ARTICLE JJ NN CD NNS,a,large hill,585,meters,1,0.7205882352941176
4994800,a private home five miles,ARTICLE JJ NN CD NNS,a,private home,five,miles,1,0.8402777777777778
4996663,a long table and two benches,ARTICLE JJ NN CC CD NNS,a,long table and,two,benches,1,0.7549019607843137
5058161,a similar meaning and many uses,ARTICLE JJ NN CC FEW NNS,a,similar meaning and,many,uses,1,0.9105392156862745
5061405,a specially sanctioned 2 months,ARTICLE RB VBN CD NNS,a,specially sanctioned,2,months,1,0.9256535947712419
5061669,a good many enemies,ARTICLE JJ FEW NNS,a,good,many,enemies,1,0.5874183006535948
5089743,a good many units,ARTICLE JJ FEW NNS,a,good,many,units,1,0.6013071895424836
5099435,a half - dozen pains,ARTICLE JJ HYPH FEW NNS,a,half -,dozen,pains,1,0.6919934640522876
5102356,a great many damage suits,ARTICLE JJ FEW NN NNS,a,great,many,damage suits,1,0.6303104575163399
5125925,a scant two weeks,ARTICLE JJ CD NNS,a,scant,two,weeks,1,0.8888888888888888
5135436,a potential seventy thousand patients,ARTICLE JJ CD CD NNS,a,potential,seventy thousand,patients,1,0.8378267973856209
5141093,a large orchestra level and 37 boxes,ARTICLE JJ NN NN CC CD NNS,a,large orchestra level and,37,boxes,1,0.7218137254901961
5167567,a full twenty years,ARTICLE JJ CD NNS,a,full,twenty,years,1,0.5093954248366013
5171835,a half - million leads,ARTICLE JJ HYPH CD NNS,a,half -,million,leads,1,0.696078431372549
5176066,a german police officer and 5 terrorists,ARTICLE JJ NN NN CC CD NNS,A,german police officer and,5,terrorists,1,0.5629084967320261
5188949,a little more lentils,ARTICLE JJ FEW NNS,a,little,more,lentils,1,0.7287581699346405
5190019,a staggering six trillion letters,ARTICLE JJ CD CD NNS,a,staggering,six trillion,letters,1,0.9305555555555556
5197367,a red - hot mass many times,ARTICLE JJ HYPH JJ NN FEW NNS,a,red - hot mass,many,times,1,0.8696895424836601
5204349,a half team one people,ARTICLE JJ NN CD NNS,a,half team,one,people,1,0.6964869281045751
5214040,an impressive 32 meters,ARTICLE JJ CD NNS,an,impressive,32,meters,1,0.7079248366013072
5223522,a good many swedes,ARTICLE JJ FEW NNPS,a,good,many,swedes,1,0.5988562091503268
5245216,a further seven children,ARTICLE JJ CD NNS,a,further,seven,children,1,0.5424836601307189
5249251,a mere 1.5 times,ARTICLE JJ CD NNS,a,mere,1.5,times,1,0.7724673202614379
5261911,a further sixty - eight policemen,ARTICLE JJ CD HYPH CD NNS,a,further,sixty - eight,policemen,1,0.5465686274509803
5263597,a record 13 times,ARTICLE RECORD CD NNS,a,record,13,times,1,0.8521241830065359
5263746,a half - dozen other places,ARTICLE JJ HYPH FEW JJ NNS,a,half -,dozen,other places,1,0.6915849673202614
5283908,a good ninety nine p,ARTICLE JJ CD CD NNS,a,good,ninety nine,p,1,0.6066176470588235
5285443,a light blue skin and four arms,ARTICLE JJ JJ NN CC CD NNS,a,light blue skin and,four,arms,1,0.7267156862745098
5286314,a very large vehicle thirty eight tonnes,ARTICLE RB JJ NN CD CD NNS,a,very large vehicle,thirty eight,tonnes,1,0.9738562091503268
5310550,a moderate 86 beats,ARTICLE JJ CD NNS,a,moderate,86,beats,1,0.7924836601307189
5324770,a record 102 tonnes,ARTICLE RECORD CD NNS,a,record,102,tonnes,1,0.8508986928104575
5340998,a small stick nest several meters,ARTICLE JJ NN NN FEW NNS,a,small stick nest,several,meters,1,0.9183006535947712
5344154,a half dozen people,ARTICLE JJ FEW NNS,A,half,dozen,people,1,0.6838235294117647
5352618,a team - high nine tackles,ARTICLE NN HYPH JJ CD NNS,a,team - high,nine,tackles,1,0.9424019607843137
5354520,a mere 20 cm,ARTICLE JJ CD NNS,a,mere,20,cm,1,0.7757352941176471
5360032,a good many others,ARTICLE JJ FEW NNS,a,good,many,others,1,0.5951797385620915
5375598,a handsome and sedate mansion two squares,ARTICLE JJ CC JJ NN CD NNS,a,handsome and sedate mansion,two,squares,1,0.6968954248366013
5377414,"a trifling vase or two , pictures","ARTICLE JJ NN CC CD , NNS",a,trifling vase or,"two ,",pictures,1,0.9562908496732027
5382827,a light breakfast and two hearty meals,ARTICLE JJ NN CC CD JJ NNS,a,light breakfast and,two,hearty meals,1,0.7271241830065359
5390496,a good sort of maybe ten minutes,ARTICLE JJ RB RB RB CD NNS,a,good sort of maybe,ten,minutes,1,0.6188725490196079
5413096,a further 10 yards,ARTICLE JJ CD NNS,a,further,10,yards,1,0.5159313725490197
5432242,a rare zero - stars,ARTICLE JJ CD HYPH NNS,a,rare,zero -,stars,1,0.8464052287581699
5440553,a mere 8 men,ARTICLE JJ CD NNS,a,mere,8,men,1,0.7790032679738562
5444042,"a large , square house two and a half stories","ARTICLE JJ , JJ NN CD CC ARTICLE NN NNS",a,NA,two and,a half stories,1,1
5463478,an orange circle eight times,ARTICLE JJ NN CD NNS,an,orange circle,eight,times,1,0.8157679738562091
5468389,a further two units,ARTICLE JJ CD NNS,a,further,two,units,1,0.5600490196078431
5470461,a serious gall bladder operation two days,ARTICLE JJ NN NN NN CD NNS,a,serious gall bladder operation,two,days,1,0.9044117647058824
5487343,a scant five yards,ARTICLE JJ CD NNS,A,scant,five,yards,1,0.8860294117647058
5502664,a remote facility 19 km,ARTICLE JJ NN CD NNS,a,remote facility,19,km,1,0.8745915032679739
5513840,a record 106 yards,ARTICLE RECORD CD NNS,a,record,106,yards,1,0.8513071895424836
5523979,a very moving six months,ARTICLE RB JJ CD NNS,a,very moving,six,months,1,0.9746732026143791
5538374,a record eight seasons,ARTICLE RECORD CD NNS,a,record,eight,seasons,1,0.8639705882352942
5541968,a good 60 years,ARTICLE JJ CD NNS,a,good,60,years,1,0.5714869281045751
5561677,a great many currants,ARTICLE JJ FEW NNS,a,great,many,currants,1,0.6299019607843137
5566576,a great many vines,ARTICLE JJ FEW NNS,A,great,many,vines,1,0.6646241830065359
5568468,a great many countries,ARTICLE JJ FEW NNS,A,great,many,countries,1,0.6286764705882353
5570697,a great many plans,ARTICLE JJ FEW NNS,a,great,many,plans,1,0.6560457516339869
5570737,"a short , pointed tail and four flippers","ARTICLE JJ , JJ NN CC CD NNS",a,"short , pointed tail and",four,flippers,1,0.9068627450980392
5597873,a long four women,ARTICLE JJ CD NNS,a,long,four,women,1,0.7487745098039216
5602216,a tropical storm 12 hours,ARTICLE JJ NN CD NNS,a,tropical storm,12,hours,1,0.9566993464052288
5621441,a great many christians,ARTICLE JJ FEW NNPS,a,great,many,christians,1,0.6270424836601307
5641710,a further 30 orders,ARTICLE JJ CD NNS,a,further,30,orders,1,0.5253267973856209
5653722,a loud speaker 30 minutes,ARTICLE JJ NN CD NNS,a,loud speaker,30,minutes,1,0.7565359477124183
5654954,a good many opinions,ARTICLE JJ FEW NNS,A,good,many,opinions,1,0.5935457516339869
5664863,a softer sound and more bars,ARTICLE JJR NN CC FEW NNS,a,softer sound and,more,bars,1,0.9227941176470589
5673577,an unpleasant few minutes,ARTICLE JJ FEW NNS,an,unpleasant,few,minutes,1,0.9652777777777778
5689943,a very touristic city and many tourists,ARTICLE RB JJ NN CC FEW NNS,a,very touristic city and,many,tourists,1,0.9771241830065359
5698509,a great many different sailboats,ARTICLE JJ FEW JJ NNS,a,great,many,different sailboats,1,0.6327614379084967
5718492,a great many works,ARTICLE JJ FEW NNS,a,great,many,works,1,0.6666666666666666
5722368,a further 34 birds,ARTICLE JJ CD NNS,a,further,34,birds,1,0.5269607843137255
5728204,a further three minutes,ARTICLE JJ CD NNS,a,further,three,minutes,1,0.551062091503268
5731143,a paltry two days,ARTICLE JJ CD NNS,a,paltry,two,days,1,0.821078431372549
5750732,a modest forty thousand pounds,ARTICLE JJ CD CD NNS,a,modest,forty thousand,pounds,1,0.7941176470588235
5754953,a spectacular 130 pounds,ARTICLE JJ CD NNS,a,spectacular,130,pounds,1,0.926062091503268
5774920,a good fifty miles,ARTICLE JJ CD NNS,a,good,fifty,miles,1,0.5796568627450981
5779966,a top scorer 7 times,ARTICLE JJ NN CD NNS,a,top scorer,7,times,1,0.9493464052287581
5780863,a full eight feet,ARTICLE JJ CD NNS,a,full,eight,feet,1,0.5032679738562091
5784224,a significant problem 15 to 30 billion dollars,ARTICLE JJ NN CD TO CD CD NNS,a,significant problem,15 to 30 billion,dollars,1,0.9084967320261438
5793818,a large non - tropical low pressure area 1015 miles,ARTICLE JJ JJ JJ JJ JJ NN NN CD NNS,a,large non - tropical low pressure area,1015,miles,1,0.7214052287581699
5822326,an isolated tree 7–30 feet,ARTICLE JJ NN CD NNS,an,isolated tree,7–30,feet,1,0.7169117647058824
5830173,a tiny few people,ARTICLE JJ FEW NNS,a,tiny,few,people,1,0.9481209150326797
5832384,a remote forest site 130 km,ARTICLE JJ NN NN CD NNS,a,remote forest site,130,km,1,0.875
5840838,a whole 3 episodes,ARTICLE JJ CD NNS,A,whole,3,episodes,1,0.983251633986928
5851482,a solid fifteen minutes,ARTICLE JJ CD NNS,a,solid,fifteen,minutes,1,0.9236111111111112
5853698,a little girl and four years,ARTICLE JJ NN CC CD NNS,a,little girl and,four,years,1,0.7406045751633987
5855045,a top speed 420 miles,ARTICLE JJ NN CD NNS,a,top speed,420,miles,1,0.9497549019607843
5861761,a mere fifty seven members,ARTICLE JJ CD CD NNS,a,mere,fifty seven,members,1,0.7818627450980392
5868483,a record twelve times,ARTICLE RECORD CD NNS,a,record,twelve,times,1,0.8684640522875817
5868531,a great five years,ARTICLE JJ CD NNS,a,great,five,years,1,0.6217320261437909
5872773,a great net fifty feet,ARTICLE JJ NN CD NNS,A,great net,fifty,feet,1,0.6764705882352942
5895133,a pretty busy six months,ARTICLE RB JJ CD NNS,a,pretty busy,six,months,1,0.8394607843137255
5898070,a learned behavior and few dogs,ARTICLE VBN NN CC FEW NNS,a,learned behavior and,few,dogs,1,0.7258986928104575
5925426,a good few days,ARTICLE JJ FEW NNS,a,good,few,days,1,0.5731209150326797
5931365,a happy two weeks,ARTICLE JJ CD NNS,a,happy,two,weeks,1,0.6977124183006536
5972885,a little launch tack twenty miles,ARTICLE JJ NN NN CD NNS,a,little launch tack,twenty,miles,1,0.741421568627451
5977674,a little bit more metadata,ARTICLE JJ NN FEW NNS,a,little bit,more,metadata,1,0.7361111111111112
5981859,a young fellow thirty years,ARTICLE JJ NN CD NNS,a,young fellow,thirty,years,1,0.9959150326797386
5986086,"a smug , married couple , lots","ARTICLE JJ , JJ FEW , NNS",a,"smug , married","couple ,",lots,1,0.9223856209150327
6032536,a good many soldiers,ARTICLE JJ FEW NNS,a,good,many,soldiers,1,0.5980392156862745
6039272,a good many score of miles,ARTICLE JJ FEW NN IN NNS,a,good,many,score of miles,1,0.5972222222222222
6044530,a half - dozen or more times,ARTICLE JJ HYPH FEW CC FEW NNS,a,half -,dozen or more,times,1,0.6952614379084967
6058274,a mere seven hundred million dollars,ARTICLE JJ CD CD CD NNS,a,mere,seven hundred million,dollars,1,0.7851307189542484
6074647,a whole lot more boys,ARTICLE JJ NN FEW NNS,a,whole lot,more,boys,1,0.9873366013071896
6075168,a great last couple years,ARTICLE JJ JJ FEW NNS,a,great last,couple,years,1,0.6748366013071896
6101622,a good many dies,ARTICLE JJ FEW NNS,a,good,many,dies,1,0.5866013071895425
6101681,a great many envelopes,ARTICLE JJ FEW NNS,A,great,many,envelopes,1,0.6348039215686274
6136276,a good many girls,ARTICLE JJ FEW NNS,a,good,many,girls,1,0.5898692810457516
6143843,"a little , few little notes","ARTICLE JJ , FEW JJ NNS",a,"little ,",few,little notes,1,0.7308006535947712
6161616,a huge number-- 6 times,ARTICLE JJ NN CD NNS,a,huge number--,6,times,1,0.7030228758169934
6165381,a usual three inches,ARTICLE JJ CD NNS,a,usual,three,inches,1,0.9673202614379085
6193421,a large family one or two children,ARTICLE JJ NN CD CC CD NNS,a,large family,one or two,children,1,0.7197712418300654
6204844,a further one hundred and sixty hectares,ARTICLE JJ CD CD CC CD NNS,a,further,one hundred and sixty,hectares,1,0.5416666666666666
6262381,a whalelike creature seventy feet,ARTICLE JJ NN CD NNS,a,whalelike creature,seventy,feet,1,0.9803921568627451
6312579,a further so many hundred metres,ARTICLE JJ RB FEW CD NNS,a,further so,many hundred,metres,1,0.5612745098039216
6312874,a nice steady fifty five metres,ARTICLE JJ JJ CD CD NNS,a,nice steady,fifty five,metres,1,0.8071895424836601
6313071,a steady three metres,ARTICLE JJ CD NNS,a,steady,three,metres,1,0.9321895424836601
6318059,a great many more people,ARTICLE JJ FEW FEW NNS,a,great,many more,people,1,0.6699346405228758
6321665,a great many bacteria,ARTICLE JJ FEW NNS,A,great,many,bacteria,1,0.6241830065359477
6353833,a little two days,ARTICLE JJ CD NNS,a,little,two,days,1,0.7299836601307189
6387496,a scud eight hundred million people,ARTICLE JJ CD CD CD NNS,a,scud,eight hundred million,people,1,0.8929738562091504
6396331,a further twenty six thousand pounds,ARTICLE JJ CD CD CD NNS,a,further,twenty six thousand,pounds,1,0.5551470588235294
6396355,a further nine thousand pounds,ARTICLE JJ CD CD NNS,a,further,nine thousand,pounds,1,0.5408496732026143
6396782,a redundant five items,ARTICLE JJ CD NNS,a,redundant,five,items,1,0.872140522875817
6413107,a young and charming wife and two pretty children,ARTICLE JJ CC JJ NN CC CD JJ NNS,a,young and charming wife and,two,pretty children,1,0.9955065359477124
6427471,a further fifty five years,ARTICLE JJ CD CD NNS,a,further,fifty five,years,1,0.5375816993464052
6428364,a great many imponderants,ARTICLE JJ FEW NNS,a,great,many,imponderants,1,0.6413398692810458
6436633,a stern chain and two side chains,ARTICLE JJ NN CC CD NN NNS,a,stern chain and,two,side chains,1,0.9334150326797386
6441370,a half - dozen witnesses,ARTICLE JJ HYPH FEW NNS,A,half -,dozen,witnesses,1,0.6948529411764706
6457454,a statesman - like word eleven years,ARTICLE NN HYPH JJ NN CD NNS,a,statesman - like word,eleven,years,1,0.931781045751634
6476464,a good hundred years,ARTICLE JJ CD NNS,a,good,hundred,years,1,0.5825163398692811
6480409,"an underwater ridge 46,000 miles",ARTICLE JJ NN CD NNS,An,underwater ridge,"46,000",miles,1,0.9595588235294118
6508460,a great many organizations,ARTICLE JJ FEW NNS,a,great,many,organizations,1,0.6495098039215687
6511256,a little more tweaks,ARTICLE JJ FEW NNS,a,little,more,tweaks,1,0.7295751633986928
6517102,a mere 18 months,ARTICLE JJ CD NNS,a,mere,18,months,1,0.7749183006535948
6525723,a mere 1 8 months,ARTICLE JJ CD CD NNS,a,mere,1 8,months,1,0.7720588235294118
6531971,a mere ten years,ARTICLE JJ CD NNS,a,mere,ten,years,1,0.7859477124183006
6534918,a new deadline three weeks,ARTICLE JJ NN CD NNS,a,new deadline,three,weeks,1,0.803921568627451
6554682,a good twenty five kilos,ARTICLE JJ CD CD NNS,a,good,twenty five,kilos,1,0.6147875816993464
6579005,a single one two police,ARTICLE JJ CD CD NNS,a,single,one two,police,1,0.9129901960784313
6583033,a sweet 16 years,ARTICLE JJ CD NNS,a,sweet,16,years,1,0.9395424836601307
6583466,a good many clerks,ARTICLE JJ FEW NNS,a,good,many,clerks,1,0.5841503267973857
6583682,a good few weeks,ARTICLE JJ FEW NNS,a,good,few,weeks,1,0.5780228758169934
6585972,a further nine hundred redundancies,ARTICLE JJ CD CD NNS,a,further,nine hundred,redundancies,1,0.5404411764705882
6606800,a good livelihood and reputation and many other blessings,ARTICLE JJ NN CC NN CC FEW JJ NNS,a,good livelihood and reputation and,many,other blessings,1,0.6180555555555556
6608980,a s er two slates,ARTICLE JJ UH CD NNS,a,s er,two,slates,1,0.8831699346405228
6609298,a good twenty to twenty five minutes,ARTICLE JJ CD TO CD CD NNS,a,good,twenty to twenty five,minutes,1,0.6151960784313726
6622732,a lousy ten cents,ARTICLE JJ CD NNS,a,lousy,ten,cents,1,0.758578431372549
6631189,a good thirty pounds,ARTICLE JJ CD NNS,a,good,thirty,pounds,1,0.6102941176470589
6645141,a great many leagues,ARTICLE JJ FEW NNS,a,great,many,leagues,1,0.6433823529411765
6654527,a little too many cards,ARTICLE JJ RB FEW NNS,a,little too,many,cards,1,0.744281045751634
6702939,an illusory four years,ARTICLE JJ CD NNS,an,illusory,four,years,1,0.7058823529411765
6723579,a small wooden car five or six inches,ARTICLE JJ JJ NN CD CC CD NNS,A,small wooden car,five or six,inches,1,0.9211601307189542
6724367,a single or many saints,ARTICLE JJ CC FEW NNS,a,single or,many,saints,1,0.9142156862745098
6732287,a great many more men,ARTICLE JJ FEW FEW NNS,a,great,many more,men,1,0.6691176470588235
6739469,"a little , two or three pounds","ARTICLE JJ , CD CC CD NNS",a,"little ,",two or three,pounds,1,0.7324346405228758
6752954,a little boy three years,ARTICLE JJ NN CD NNS,a,little boy,three,years,1,0.7381535947712419
6765405,a good few minutes,ARTICLE JJ FEW NNS,a,good,few,minutes,1,0.5751633986928104
6784508,a good 3 years,ARTICLE JJ CD NNS,a,good,3,years,1,0.5690359477124183
6806956,a paltry hundred thousand pounds,ARTICLE JJ CD CD NNS,a,paltry,hundred thousand,pounds,1,0.8206699346405228
6828721,a smaller more skilled group of people,ARTICLE JJR FEW JJ NN IN NNS,a,smaller,more,skilled group of people,1,0.9215686274509803
6843748,"a good six , seven diamonds","ARTICLE JJ CD , CD NNS",a,good,"six , seven",diamonds,1,0.6090686274509803
6844530,an official 202 1/4 pounds,ARTICLE JJ CD CD NNS,an,official,202 1/4,pounds,1,0.809640522875817
6844602,an official 238 pounds,ARTICLE JJ CD NNS,an,official,238,pounds,1,0.8100490196078431
6859032,a good many lessons,ARTICLE JJ FEW NNS,a,good,many,lessons,1,0.5915032679738562
6896478,a mental hospital two weeks,ARTICLE JJ NN CD NNS,a,mental hospital,two,weeks,1,0.7712418300653595
6906062,a poisoned dog five minutes,ARTICLE VBN NN CD NNS,a,poisoned dog,five,minutes,1,0.8280228758169934
6909403,an older sister and 2 half -,ARTICLE JJR NN CC CD NN NNS,an,older sister and,2,half -,1,0.8137254901960784
6914657,a great many troubles,ARTICLE JJ FEW NNS,a,great,many,troubles,1,0.6633986928104575
6930235,a paralyzed husband and six children,ARTICLE JJ NN CC CD NNS,a,paralyzed husband and,six,children,1,0.8214869281045751
6935025,"a square , 12,000 kilometres","ARTICLE JJ , CD NNS",a,"square ,","12,000",kilometres,1,0.9268790849673203
6979331,a lucky - few countries,ARTICLE JJ HYPH FEW NNS,a,lucky -,few,countries,1,0.761437908496732
6988794,a good many million dollars,ARTICLE JJ FEW CD NNS,a,good,many million,dollars,1,0.6049836601307189
6992578,a scant few minutes,ARTICLE JJ FEW NNS,a,scant,few,minutes,1,0.8856209150326797
6999552,a wooden steamer 133 feet,ARTICLE JJ NN CD NNS,a,wooden steamer,133,feet,1,0.9946895424836601
6999738,a good 15 minutes,ARTICLE JJ CD NNS,a,good,15,minutes,1,0.5674019607843137
7002999,a worn suit and seven or eight pawn tickets,ARTICLE JJ NN CC CD CC CD NN NNS,a,worn suit and,seven or eight,pawn tickets,1,0.9950980392156863
7004185,a good many passengers,ARTICLE JJ FEW NNS,A,good,many,passengers,1,0.5955882352941176
7009739,a good many hundred miles,ARTICLE JJ FEW CD NNS,a,good,many hundred,miles,1,0.6045751633986928
7033723,a measly five hundred dollars,ARTICLE JJ CD CD NNS,A,measly,five hundred,dollars,1,0.7700163398692811
7055886,a negative 50 degrees,ARTICLE JJ CD NNS,a,negative,50,degrees,1,0.7994281045751634
7070660,a terrific book-- five years,ARTICLE JJ NN CD NNS,a,terrific book--,five,years,1,0.9448529411764706
7118070,a whole two months,ARTICLE JJ CD NNS,a,whole,two,months,1,0.9865196078431373
7136354,a married daughter and two children,ARTICLE JJ NN CC CD NNS,a,married daughter and,two,children,1,0.7647058823529411
7156522,"a whopping 5,000 operations",ARTICLE JJ CD NNS,a,whopping,"5,000",operations,1,0.9901960784313726
7175737,a very thrillingly impressive eight points,ARTICLE RB RB JJ CD NNS,a,very thrillingly impressive,eight,points,1,0.9763071895424836
7181342,a good fifteen minutes,ARTICLE JJ CD NNS,a,good,fifteen,minutes,1,0.579248366013072
7190262,a mandatory five years,ARTICLE JJ CD NNS,a,mandatory,five,years,1,0.7638888888888888
7193757,a measly 534 miles,ARTICLE JJ CD NNS,a,measly,534,miles,1,0.7691993464052288
7230641,a pitiful 28 kgs,ARTICLE JJ CD NNS,a,pitiful,28,kgs,1,0.8259803921568627
7235692,a good idea and eight thousand years,ARTICLE JJ NN CC CD CD NNS,a,good idea and,eight thousand,years,1,0.6176470588235294
7249251,a similar court case 13 years,ARTICLE JJ NN NN CD NNS,a,similar court case,13,years,1,0.9097222222222222
7274813,a great sin 50 pounds,ARTICLE JJ NN CD NNS,a,great sin,50,pounds,1,0.6776960784313726
7278978,a record 20 titles,ARTICLE RECORD CD NNS,a,record,20,titles,1,0.8549836601307189
7282723,a select few and systems,ARTICLE JJ FEW CC NNS,a,select,few and,systems,1,0.9023692810457516
7283304,a little bit more house lights,ARTICLE JJ NN FEW NN NNS,a,little bit,more,house lights,1,0.7352941176470589
7285256,an independent company seven years,ARTICLE JJ NN CD NNS,an,independent company,seven,years,1,0.7095588235294118
7318981,"a little , maybe 30 days","ARTICLE JJ , RB CD NNS",A,"little , maybe",30,days,1,0.7328431372549019
7339328,a good three or four inches,ARTICLE JJ CD CC CD NNS,a,good,three or four,inches,1,0.613562091503268
7352906,a lousy 300 bucks,ARTICLE JJ CD NNS,A,lousy,300,bucks,1,0.7573529411764706
7363203,"a little , seventy years","ARTICLE JJ , CD NNS",a,"little ,",seventy,years,1,0.7316176470588235
7369708,a half - dozen methods,ARTICLE JJ HYPH FEW NNS,a,half -,dozen,methods,1,0.6907679738562091
7401850,a noded two binary trees,ARTICLE VBN CD JJ NNS,a,noded,two,binary trees,1,0.8075980392156863
7423035,"a mere 15,000 year humans",ARTICLE JJ CD NN NNS,a,mere,"15,000",year humans,1,0.7741013071895425
7449405,"a little higher , 70 points","ARTICLE JJ JJR , CD NNS",a,"little higher ,",70,points,1,0.7410130718954249
