idx,construction,corrupted_construction,corrupted_sentence
16787,a mere eight months,eight mere months,The trauma she had suffered through today was arguably worse than the other life that was saved by his hands eight mere months ago .
16788,an impressive two sets,two impressive sets,It was two impressive sets .
16789,an extra two hours,two extra hours,""" Not a problem , "" he said , "" I get to bill two extra hours on this one . """
16790,an extra forty pounds,forty extra pounds,"His ex - wife , though fairly good looking , was a good six inches taller and carried forty extra pounds ."
16791,a full five minutes,five full minutes,It was five full minutes before Miller got up the nerve to ask Harry what the meeting actually accomplished .
16792,a good hundred yards,hundred good yards,"He could not tell because it was dark , and she was hundred good yards away ."
16793,a good ten years,ten good years,He looked ten good years older than his 43 years .
16794,an extra seventy pounds,seventy extra pounds,"She had an inch on him , but he had seventy extra pounds to use ."
16795,a solid 30 miles,30 solid miles,Startled onlookers watched as the car drove off at 30 solid miles an hour .
16796,a quick 35 cents,35 quick cents,"Then , he realized that Jade was still in the thick of things and spent a few minutes to drop 35 quick cents to tell her to get out of dodge for a while ."
16797,an agonizing thirty minutes,thirty agonizing minutes,It proved to be thirty agonizing minutes waiting for the district attorney to show up .
16798,a full eight months,eight full months,"To her , I was just a spotty , snotty - nosed little boy just into long trousers , and , though I was eight full months older than her , I often acted as if I was just eight years old ."
16799,a full six months,six full months,It was six full months after the cancer was confirmed that it became too much for both of us to cope with and my wife was admitted to the hospice .
16800,a few hundred pounds,hundred few pounds,To him it was just another way of making hundred few pounds .
16801,a good three seconds,three good seconds,It was three good seconds before he heard the pail splash on the water below .
16802,a few hundred kilometers,hundred few kilometers,"Fluctuator is within hundred few kilometers CEP , within the zone of effect for the collapser . """
16803,a few thousand views,thousand few views,"Father Bower said , ' Normally one of my posts might get thousand few views , but nothing like this ."
16804,a mere two nights,two mere nights,Their first case came in two mere nights after the official and formal formation of the Undead Unit .
16805,a few hundred years,hundred few years,Any Immortal hundred few years old would have the necessary knowledge .
16806,a further exhausting three hours,three further exhausting hours,"After three further exhausting hours of relentless questioning Duarte left the office to join Pierze and Manuel , who was greedily devouring a mountainous breakfast ."
16807,a steady five kilometres,five steady kilometres,Its huge caterpillar treads allowed five steady kilometres per hour .
16808,a full five years,five full years,"Although this was in the plan , it meant that a sub - selection process had to occur , in order to begin this exodus now , five full years prior to the fireworks ."
16809,a mere fifteen years,fifteen mere years,"He was accompanied by his own son , Itzan , who although fifteen mere years of age , realised what a dangerous world they had been forced to inhabit ."
16810,a mere fifteen minutes,fifteen mere minutes,I 'd sent the article fifteen mere minutes ago .
16811,a full 24 hours,24 full hours,"Stopping to refuel the plane made the whole trip , from beginning to end , 24 full hours ."
16812,a good fifteen feet,fifteen good feet,"The boat had edged fifteen good feet away . """
16813,a few hundred years,hundred few years,""" Funnily enough , it 's fifteenth of December , if I remember rightly , though I ca n't say I 've celebrated it for hundred few years actually . """
16814,a few hundred employees,hundred few employees,"Motorola Government Division had only hundred few employees and designed communications systems , bomb fuses , and radar systems ."
16815,a full five drips,five full drips,"For five full drips of the clock , Kai stared at him ."
16816,a few hundred years,hundred few years,"When you 've been training for hundred few years , like those two . """
16817,a solid three centuries,three solid centuries,The memory of his love in bed with his brother still burned through his blood after three solid centuries .
16818,a blistering three kilometers,three blistering kilometers,"We 're chewing through this rock like it was butter ... three blistering kilometers an hour . """
16819,a few hundred dollars,hundred few dollars,"Not with a case of beer , but with three cases and an abundance of food , plus a few kiwis in cash back , Logan was off the hook for just hundred few dollars ."
16820,a few thousand dollars,thousand few dollars,"Keith tossed in that it will be fun and should bring in thousand few dollars . """
16821,a few thousand shares,thousand few shares,"Scanning markets in the morning , checking past performance , buying thousand few shares and selling them by late afternoon ."
16822,a solid ten seconds,ten solid seconds,The insanity continues for ten solid seconds before Serena starts coughing and gasping for air .
16823,a few hundred years,hundred few years,""" He loved them so , that he named you after one of them he met hundred few years ago ."
16824,a few hundred feet,hundred few feet,"The chances of survival if a bomb is dropped with hundred few feet of the enemy is slender as the burning liquid ignites and sweeps forward from the point of impact , washing flame over everything in its path ."
16825,a very respectable 2 hours,2 very respectable hours,"It took some dogged determination on his part , but eventually we hit the half marathon in 2 very respectable hours 8 minutes ."
16826,a full seven minutes,seven full minutes,"Elated , I crossed the line in 1 hour 33 minutes and 12 seconds , seven full minutes quicker than my previous best in training ."
16827,a further six weeks,six further weeks,"Internally I was hopping from one foot to the other waiting for the moment when I could release all my pent up energy , but it took six further weeks from the decision to do nothing before I could finally start to think about making a comeback ."
16828,a princely four pounds,four princely pounds,"The fee for attending the session was modest , saving me four princely pounds on what I was used to paying for my martial arts , and I was eager see what this new experience had to offer ."
16829,a mere three stops,three mere stops,On the Friday it started I took the train to Tring ( three mere stops away from Apsley ) and hopped on board one of the shuttle buses laid on by the organisers .
16830,a few hundred yards,hundred few yards,The previous week had seen some pretty horrid weather and within hundred few yards there was a slippery ascent to negotiate .
16831,a further 34 seconds,34 further seconds,"As it turned out I knocked 34 further seconds off my time there , and then I allowed my eyes to turned to Milton Keynes and the almost certainty of a PB at full distance ."
16832,a good two thirds,two good thirds,His task to recruit probably two good thirds of the staff that he needed for this new office was no small thing .
16833,a comfortable eighty degrees,eighty comfortable degrees,It was late afternoon and the sun was low and bright ; the temperature was eighty comfortable degrees .
16834,a lousy ten cents,ten lousy cents,"So we learn that people fear a high inflation , a stock market collapse , and a housing market collapse in which , all will make the great US dollar become ten lousy cents , causing the gold price to climb higher . """
16835,a few hundred feet,hundred few feet,"Three terrain vehicles moved and halted in a column about hundred few feet from the horses and vomited out a row of dark shadows . """
16836,a single twelve feet,twelve single feet,"That 's six plus six plus six plus six equals the number twenty four , making the final total of upright standing bodies , staying inside twelve single feet wide by twelve feet long bedroom , totally full . """
16837,"a possible 2,600 minus 300 guards","2,600 minus 300 possible guards",""" There are 2,002 out of 2,600 minus 300 possible guards and 200 non - direct congress staff . """
16838,"an empty 1,000 feet","1,000 empty feet","He easily caught and passed the last group of wheelchairs , pacing down through 1,000 empty feet tunnel ."
16839,a short two miles,two short miles,"We change our clothes into a blue shirt and load back into the government vehicle , traveling two short miles and park in the rear of the single cabin that holds Mr. President ."
16840,an average two kids,two average kids,An average American with two average kids in an average home neighbor did not want to police the rest of the world .
16841,a second 220 feet,220 second feet,"There is 220 second feet for sale to an eager billionaire 's pocketbook at five million dollars , built in 1998 and is helicopter - capable . """
16842,an additional 45 pounds,45 additional pounds,"Take - off weight of 11,900 plus 45 additional pounds ."
16843,"an average 30,000 tons","30,000 average tons","Now , the admiral said that one aircraft carrier can only sail with loaded cargo , weighing 30,000 average tons ."
16844,"a steady 2,500 feet","2,500 steady feet","The pilot will fly at 2,500 steady feet ."
16845,an additional ten steps,ten additional steps,"Gloria had gained ten additional steps and ran toward an exit door forty feet away , still shouting and knocking anything within her reach onto the floor ."
16846,a cool million dollars,million cool dollars,"My brother and sisters and I guess it was probably million cool dollars . """
16847,a mere thirty minutes,thirty mere minutes,"His assailant , his date , his lover , the girl thirty mere minutes earlier he thought was the possible love of his life , was making her getaway — in his underwear and tank top and nothing else ."
16848,a full six inches,six full inches,"Seeing Susan 's yellow silk pajamas with blue flower patterns lying on the bed , she threw them on and rolled up the pant legs and the sleeves as Susan was six full inches taller ."
16849,a few thousand miles,thousand few miles,Kallysten 's most exciting accomplishment to date was to cross thousand few miles and an ocean to pursue the love of her life .
16850,a full thirty minutes,thirty full minutes,"Vivian showered for thirty full minutes , attempting to cleanse the lingering feeling of contamination resultant of the old woman 's nearness ."
16851,a full five minutes,five full minutes,Vivian sat motionless for five full minutes as her mind desperately explored explanation after explanation in an attempt to bring these events into a rational sphere of conjecture .
16852,a full three minutes,three full minutes,She stood motionless for three full minutes as her mind and emotions battled .
16853,a full two minutes,two full minutes,He was silent for two full minutes as he listened to the party on the other end of the conversation .
16854,a few hundred quid,hundred few quid,"GAIL Well , suppose you saw an advertisement that offered a useful income for hundred few quid invested and a little easy work , would n't you be suspicious ?"
16855,a fairly clear ten days,ten fairly clear days,"I 'm pretty well booked up next week , but after that I 've ten fairly clear days - so far ."
16856,a whole thirty minutes,thirty whole minutes,Except that ' friend ' had known her about thirty whole minutes .
16857,a few thousand miles,thousand few miles,It has to be my luck that I finally have the love of my life but he just happened to be thousand few miles away .
16858,an extra two hours,two extra hours,I spent two extra hours at the gym after the game running .
16859,a few thousand miles,thousand few miles,I ca n't be a proper son from thousand few miles away .
16860,a good six hours,six good hours,"I sat back on the chair and thought to myself that I only had six good hours , between Joon 's game and the fact that our son is only five years old and really could n't be expected to keep a secret , to try to make sense of this newfound information before I have to fess up ."
16861,a few hundred yards,hundred few yards,"The lake is only hundred few yards from the house , but by the time we get there , my nose is already bitten with cold ."
16862,a good eighteen inches,eighteen good inches,"He dug eighteen good inches into the soil , afraid that some other hungry animal might smell the rotting carcass and dig the bird up , then laid the body in the hole ."
16863,a few hundred yards,hundred few yards,The narrow stone path rises from the far end of the field and runs hundred few yards before petering out into a dusty footpath .
16864,a few hundred yards,hundred few yards,"The path east led to the base of the mountain hundred few yards away , to the town 's lower avenues now bathed in Ginllats 's ghostly green light ."
16865,a few hundred feet,hundred few feet,"The day 's harvest hovered hundred few feet above , packed into a large freight car suspended by thick haulage vines ."
16866,a good seven feet,seven good feet,The one we chose for our camp was seven good feet high with a tapered rim that protruded three to four feet .
16867,a few hundred feet,hundred few feet,"He moved in for a closer look , hundred few feet out , altering their perspective to become level with the phenomenon ."
16868,a few hundred feet,hundred few feet,"The vast cityscape blocked their view of the destructive flow past hundred few feet below the hole but their collective imagination shuddered at the damage it would cause once it reached the city , if it had not already ."
16869,a few hundred feet,hundred few feet,"They soared toward the wounded Trunk and within a few minutes were hovering but hundred few feet above the tallest buildings , at which point Steffor began to deflect the Source off to propel them forward ."
16870,a few hundred yards,hundred few yards,"Now only hundred few yards above , they assessed the scene below with trained eyes and heavy hearts ."
16871,a few thousand feet,thousand few feet,"Perched on the rogue stem jutting downward from the main canopy , he placated his apathetic mind on the dreadful lesion torn into the Provider 's body thousand few feet below ."
16872,a few hundred yards,hundred few yards,"Their view shifted left to right with militant purpose , scanning the length of pristine lawn seen in every viewable direction framed by a row of trees hundred few yards away ."
16873,a good two years,two good years,"Whispering gently to the horse as he got on "" good girl belle , you gon na take it easy on me "" and started heading out alongside Mr. R. "" It 's been two good years since I rode sir ."
16874,a good five minutes,five good minutes,"I laugh for five good minutes , sheathing the sword and shaking my head and even getting a couple of more friendly waves from the soup line participants ."
16875,a long two days,two long days,It was going to be two long days .
16876,a few hundred yards,hundred few yards,One remaining gunboat which had followed us into the harbor dropped anchor hundred few yards away .
16877,a few hundred yards,hundred few yards,"Our men would row some empty five - gallon buckets ashore in an eight - foot dinghy , carry the buckets up an icy , narrow dock to the car , drive to the local service station , fill up with water , drive back to the shipyard , park , haul the full buckets back hundred few yards up the dock to put them into the dinghy , row back to the ship and pass the heavy buckets hand - to - hand up an old , decaying rope ladder that we used to come aboard ."
16878,a short ninety days,ninety short days,"After ninety short days , the program had grown to the point that we were distributing enough supplemental food to provide sixty thousand meals a week and more — every week ."
16879,a few hundred yards,hundred few yards,"The only berth they had available was Berth 60 in San Pedro , the very one we requested , only hundred few yards from our warehouse ."
16880,a good ten minutes,ten good minutes,We had been smelling it for ten good minutes before seeing it .
16881,a blistering twenty miles,twenty blistering miles,"We were creeping down the road at twenty blistering miles an hour and all of us were positive we were topping fifty . """
16882,a good three or four parties,three or four good parties,"Gene and I had friends that spanned all the sub - groups , which left us with three or four good parties to make an appearance at ."
16883,a good ten minutes,ten good minutes,It took me ten good minutes before he came to the door .
16884,a few hundred yards,hundred few yards,""" I wonder what brilliant bureaucrat came up with this idea to use million dollar shuttle vehicles to move people hundred few yards , "" a businessman said next to him . """
16885,a measly twenty miles,twenty measly miles,You still got fifty minutes to drive twenty measly miles .
16886,a mere five miles,five mere miles,"When I pulled out of the rest stop I soared with the eagles , but by the time I passed the sign telling strangers Jonesboro lay five mere miles ahead , I sank back into the unresolved Buford mess ."
16887,an additional two weeks,two additional weeks,"She held off changing colors for two additional weeks just to make sure , and now that she was , color number two hundred and twenty - two had to go ."
16888,a good three acres,three good acres,"Although their properties abutted , there was three good acres between Nick 's cabin and Jed 's house ."
16889,an extra six trips,six extra trips,"Whenever I 'm working on a project , it always takes me six extra trips to the hardware store to get everything I need ."
16890,a few hundred villagers,hundred few villagers,There was a small outbreak in Liberia that killed hundred few villagers and did n't make the news here in the states .
16891,a few million dollars,million few dollars,"Even with million few dollars in hand , could he escape the clutches of the police ?"
16892,a few thousand dollars,thousand few dollars,He could be hired by a handshake at a bar and collect thousand few dollars .
16893,a few thousand years,thousand few years,"Tashi was already the elected leader of the mining council - no small achievement considering she was one of the younger children during that time , being only thousand few years of age ."
16894,a full two minutes,two full minutes,"I would then say , "" Start , "" and wait patiently , without myself stirring or saying anything for two full minutes ."
16895,a full thirty minutes,thirty full minutes,"Eventually , your aim should be to run for thirty full minutes without stopping ."
16896,a free five minutes,five free minutes,"If you carry a small bottle of lotion in your pocket or your handbag , you can give yourself a quick hand massage whenever you have five free minutes ."
16897,a few thousand dollars,thousand few dollars,""" So you 're telling me you have thousand few dollars you can afford to part with just to keep me around ?"
16898,a full five minutes,five full minutes,"When he was back at the bottom , he rested for five full minutes and held back the tears that threatened to burst out ."
16899,a few hundred yards,hundred few yards,The officers exited the patrol car and followed the tracks on foot away from the gravel road past a number of old foundations and up along the forest hundred few yards away .
16900,a full six weeks,six full weeks,"After all , Nic thinks , six full weeks stretch out ahead for Jason to work on our project"
16901,a few hundred meters,hundred few meters,Angie returns next morning to pick it up while we go down to explore the beach hundred few meters away from our hotel .
16902,a scant 6 years,6 scant years,At one large garden the owners have pictures of what the buildings and land were like 6 scant years before .
16903,a few thousand years towns,thousand few years towns,"Once long ago this used to be a sea port , but over thousand few years towns in Turkey have a habit of shifting inland ."
16904,an additional 6 days,6 additional days,"I began to get her attention when I informed her if I had to remain 6 additional days after the professional staff had put in writing I was ready to be released , I would consider it to be involuntary incarceration and a misuse of medicare funds ."
16905,a few thousand years,thousand few years,The seas rule the coast the rest of the time with waves crashing into the cliffs as they continue the slow erosion which will eventually take the coast back to the foot of Mount Taranaki in thousand few years .
16906,a few hundred watts,hundred few watts,You start to feel quite brave standing behind hundred few watts of amplified power and ca n't fail to make a complete tit of yourself .
16907,a very long three minutes,three very long minutes,After what seemed like three very long minutes we stopped going round but the room did n't .
16908,a few hundred times,hundred few times,for similar reasons to _ Where do you go to_ .... you start out thinking a record 's not bad but by the time you 've heard it hundred few times on the radio you want to scream whenever you hear it ..... that 's what happened with Mary Hopkin .
16909,a few hundred years,hundred few years,' They used to hang sodomites hundred few years back .
16910,a full six summers,six full summers,I was six full summers old and perfectly capable of looking after myself .
16911,a further four folders,four further folders,"Once compromised , the case revealed four further folders , each carefully labelled ."
16912,a mere two flights,two mere flights,"I am ashamed of the things I have done to survive two mere flights above hell . """
16913,a good ten feet,ten good feet,"He put his nose up against hers , and although I was ten good feet away , I could smell his stale cigarette breath as he delivered a message ."
16914,a short two months,two short months,It had been two short months before he sold the house and they left for Florida .
16915,a further 5000 policies,5000 further policies,Mo from IT told us that she had identified 5000 further policies that were affected .
16916,a rough three years,three rough years,"Strasser was happy to be with Davidoff and the others and even though he had three rough years , doing the good work of the Allied Command was his salvation ."
16917,an additional hundred dollars,hundred additional dollars,Even when he was shooting dry dust into her pussy she was tacking on hundred additional dollars .
16918,a good hundred pounds,hundred good pounds,"About six foot five , and had hundred good pounds on Zack ."
16919,a good two minutes,two good minutes,They kissed passionately for two good minutes before Mike 's mouth grew tired .
16920,a few thousand years,thousand few years,"Since becoming nanofied we have n't had a true death of our kind in thousand few years . """
16921,a few thousand years,thousand few years,"We 've decided that this planet has just enough resources for us to live thousand few years . """
16922,an additional six cars,six additional cars,"The Marshalls and Baby were not the first to arrive ; three other cars were hunched together in the front turnaround , but there was plenty of room for six additional cars , at least ."
16923,a full five seconds,five full seconds,"Mary Rose took five full seconds to swallow her disappointment . """
16924,a few hundred yards,hundred few yards,"It 's not far to the north shore from there , only hundred few yards ."
16925,a few hundred kilometers,hundred few kilometers,There were over a hundred small lakes within hundred few kilometers .
16926,a few hundred kilometers,hundred few kilometers,Just because the space ships had moved hundred few kilometers ?
16927,a few hundred kilometers,hundred few kilometers,"Then moved hundred few kilometers to nearby lakes and now , the Pacific Ocean ."
16928,a few hundred feet,hundred few feet,"We 're just hundred few feet above the ground . """
16929,a few hundred meters,hundred few meters,"Tomorrow , it will rise and move east , perhaps hundred few meters ."
16930,a few hundred meters,hundred few meters,We could n't have been more than hundred few meters above the ocean and I could clearly see the Aquadome .
16931,a half million people,million half people,"Although the Aquadome was built to house million half people , "" he said , "" limits on life expectancy prevented the attainment of that maximum population . """
16932,a few hundred meters,hundred few meters,"Our Godship seemed to be just hundred few meters above the river , but I did n't recognize anything ."
16933,a few hundred meters,hundred few meters,# # # Susan pointed to a point hundred few meters from the shore .
16934,a good twenty minutes,twenty good minutes,They talked twenty good minutes .
16935,a good 40 yards,40 good yards,"Kelly kept his voice low , even though the truck was 40 good yards away ."
16936,a full ten minutes,ten full minutes,"He waited ten full minutes , which seemed an eternity to his grieved and stricken heart , and then followed those terrible men , or whatever they were , out into the darkness , thankful that there was now no sign of anyone or anything , save the miserable drops of rain that were all that remained of the once violent storm ."
16937,a full five minutes,five full minutes,"The Princess stared at the boy in concern , his eyes had taken on a strange glazed look , and he had not spoken for five full minutes ."
16938,a full three days,three full days,She had strayed up into the hills after her father 's missing sheep and none had seen her for three full days .
16939,a few hundred miles,hundred few miles,"The launch had been programmed to place Discovery in the same orbit as Essie , trailing by hundred few miles ."
16940,a few billion years,billion few years,"Just recently , no more than billion few years ago , we did make an attempt to prevent the annihilation that we realized we were bringing upon ourselves ."
16941,a few hundred feet,hundred few feet,""" He 's alive , Danny , "" said Joe , "" Five survivors from the battle are being held hundred few feet down the hall in a barred cell ."
16942,a good three inches,three good inches,"Her suit had been modified with angry - looking high heel stiletto boots , which added three good inches to her frame ."
16943,a full ten seconds,ten full seconds,"After letting him hang for ten full seconds , the General returned the salute , "" Sit down Sergeant ."
16944,a few hundred yards,hundred few yards,"On and on it went , right to the northern limits of the city , just short of the line of defenses – just hundred few yards from the soldiers of the Army of the South , many of whom ran in terror as the immense wave of destruction unfolded before them ."
16945,a good three or four feet,three or four good feet,"Wherever he probed with the stick , the water was three or four good feet deep , but as he stepped forward , the water still only came up to his ankles ."
16946,a measly two bitcreds,two measly bitcreds,"I 'd neglected to bring my authentic "" Jack Parsec Disintegrator Ray Gun "" with me that anyone could purchase for two measly bitcreds and four box tops of Jack Parsec breakfast cereal back when Out to the Void was popular ."
16947,an agonizingly slow twenty minutes,twenty agonizingly slow minutes,A ' bot delivered it to our apartment twenty agonizingly slow minutes later .
16948,a full thirty days,thirty full days,"Not just by thirty minutes or so , but by thirty full days ."
16949,a paltry 20 shekels,20 paltry shekels,The antique was sold to the mayor 's daughter for 20 paltry shekels .
16950,a good five feet,five good feet,"The major settled a wooden chair five good feet from the bars of his cell – too far for the prisoner 's grasp should he mean her harm and too far for Jack 's skillful fingers should he wish to caress her . """
16951,a good twenty feet,twenty good feet,"It was n't until I made it to the end of the hallway , twenty good feet away , that I heard the sound of him running at full speed in the opposite direction ."
16952,a few hundred years,hundred few years,Could just be that the guy is a time traveler from hundred few years ago .
16953,a few hundred years,hundred few years,""" Could just be that the guy is a time traveler from hundred few years ago ."
16954,a mere six feet,six mere feet,"He was on the short side , six mere feet , but his body was the same as the other Wolfe men ."
16955,an interesting two years,two interesting years,"So , yeah , it 's been two interesting years ."
16956,a mandatory five years,five mandatory years,""" She told me that , if she dies , make sure George waits five mandatory years before meeting someone else , and if he remarries , I 'm to give them a twenty - four - by - thirty - six - inch oil canvas of her that must be hung over the mantel , above her ashes , so his new wife will have to look at me every time she walks out the front door . """
16957,a good 10 years,10 good years,He felt 10 good years younger as his blood was already pumping and he yearned to get out there and take this terrible tyrant down .
16958,a goalless 90 minutes,90 goalless minutes,"For the central bank to be impartial , it is necessary that it remains a referee who does not "" rescue "" a football game by giving a nonexistent penalty to avoid 90 goalless minutes ."
16959,a few hundred steps,hundred few steps,"Along the river on both sides , there were peach trees spreading as long as hundred few steps ."
16960,a few billion years,billion few years,"I guess that , maybe in billion few years , this planet would be a pleasant place to live ."
16961,a few thousand years,thousand few years,"The rain seemed even heavier than normal , like this world was trying to compress its ocean filling by thousand few years ."
16962,a good fifteen feet,fifteen good feet,"Murdam drew back the slide on Chuck 's pistol and made a wide circle to the back of the car , standing fifteen good feet away from the trunk ."
16963,a few thousand generations,thousand few generations,"Despite what some of them say , there is n't a one of them that would n't dump their populations into their suns to gain the technological edge of thousand few generations over the rest . """
16964,a hard three years,three hard years,""" It was three hard years , "" Pang chipped in . """
16965,a few hundred metres,hundred few metres,"It nosed out , clearing the Station hundred few metres , then its thrusters winked and it fell swiftly astern ."
16966,a few thousand metres,thousand few metres,"After only thousand few metres she was exhausted , but she soldiered on ."
16967,a good ten minutes,ten good minutes,"The scouts drew back , all silent pouts and dark glances , and ten good minutes passed before my gifts of cigarettes and betel nuts finally coaxed them to speak ."
16968,a very threatening five feet,five very threatening feet,"Luckily I was five very threatening feet three inches , or he might have been intimidating ."
16969,a full two blocks,two full blocks,I made it two full blocks without any problems .
16970,a few thousand years,thousand few years,"It took thousand few years , but , eventually , the invention of radio , TV , and the internet handed us global power ."
16971,a mere two minutes,two mere minutes,"He could see where such a rule might work to aid in discipline , but why would a father want his daughter to roam the streets at night rather than being safe at home , especially if that daughter was two mere minutes late ?"
16972,a few million years,million few years,"According to science , the basic form of life and even the evolution of apes to human life evolved million few years ago ."
16973,an extra ten minutes,ten extra minutes,"If I 'm not back by lights out , you can stay up ten extra minutes , but that 's it ."
16974,a couple hundred bucks,hundred couple bucks,No need to let them know he 'd made hundred couple bucks over the school year playing with the seniors after school .
16975,a few hundred yards,hundred few yards,"After hundred few yards he swung west into an area of scrubby bushes , driving two or three miles an hour to avoid making loud noises ."
16976,a few hundred soldiers,hundred few soldiers,"Just like our ships , their vessels ca n't carry enough bombs to win a war and have a capacity of just hundred few soldiers ."
16977,an extra five dollars,five extra dollars,"He paid for their purchases in cash , and added , "" Here 's five extra dollars for your help with the mustache . """
16978,a comfortable seventy degrees,seventy comfortable degrees,"He took a deep breath of air that was cooling from the hour , seventy comfortable degrees , give or take ."
16979,a full ten bucks,ten full bucks,"Ca n't spring for ten full bucks of gas , huh ?"
16980,an extra thousand years,thousand extra years,"I 'd be dismantled for something like that , or I 'd have to work thousand extra years to pay off the fine ."
16981,a few thousand years,thousand few years,"Once that happened on a project planet , the Corporation may as well close shop because within thousand few years the worker species would be building internal combustion engines , nuclear reactors , and unreliable cell phones ."
16982,a few thousand years,thousand few years,"That makes them of little interest to the Corporation , of course , so I would n't expect another probe to be sent there for thousand few years at least . """
16983,a few thousand years,thousand few years,""" No , not really , but if you 're right about these humans , we may be seeing more of them in thousand few years ."
16984,a few hundred men,hundred few men,"The camp was in chaos and many men had fled ; some out the southern gate in the palisade , others towards the castle , yet others tearing down parts of the south western wall to escape ; but Aedgar had rallied hundred few men at the northern end and now they pushed forward in a disciplined wall of lances , usually used from horseback , but here giving the unmounted men a formidable front , bristling with almost impassable points ."
16985,a few thousand men,thousand few men,"In all you must have thousand few men here . """
16986,an additional two models,two additional models,"There were two additional models that responded to the combination of PARPi plus ATRi , and one of these also responded to the WEE1i / PARPi combination ."
16987,a dismal 14 months,14 dismal months,Post - diagnosis survival of grade IV glioblastoma ( GB ) is 14 dismal months in patients receiving standard of care therapy .
16988,a subsequent 22 days,22 subsequent days,GBM tumors had a 97 % volume loss and maximal loss of GBM cell viability during 22 subsequent days off - treatment period ( p < 0.001 ) .
16989,a constant 37 degrees,37 constant degrees,"However , we have preliminary data that plating cells at 37 constant degrees C dramatically reduces edge effect ."
16990,a dismal 8 months,8 dismal months,"For the latter patient population , median survival is 8 dismal months ."
16991,a total 2108 genes,2108 total genes,"At transcriptome levels , 2108 total genes were significantly associated with response to GDC-0623 ( intersection of Spearman and Limma tests , adjusted p values < 0.05 ) ."
16992,an additional 40 individuals,40 additional individuals,"In the discovery set , we predict that 40 additional individuals ( 95 % CI : [ 30 , 50 ] ) are DNM carriers , which increases the total number of DNM carriers to 82 ."
16993,"an additional 5,602 cases","5,602 additional cases","To these existing samples , we added summary statistics from 300 cases and 151,991 controls provided by deCODE combined with imputed genotypes from 5,602 additional cases and 5,006 controls assembled from 15 TECAC centers , almost all ( 97 % ) of which were centrally genotyped using the Illumina Human Core array ."
16994,a final two days,two final days,We flew home after two final days in Paris .
16995,a good two months,two good months,It was going to be two good months .
16996,a few hundred years,hundred few years,"After the vast , lovely and awe - inspiring underground city was completed , the original military base on Thera continued to keep the name Pronto , which is Earth Standard for nothing in particular as far as I know , though Doug Fortner claims it meant "" right now "" hundred few years ago ."
16997,a full twelve years,twelve full years,It took the Galaxy twelve full years Earth time to reach Thera and it will take the Starfarer slightly less than that .
16998,a whole five minutes,five whole minutes,"I still had daily contact with Jonathan 's dad because of my choosing , he showed up on Christmas day to see Jonathan for five whole minutes ... I am not joking ... his girlfriend was in the car ."
16999,a good 10 inches,10 good inches,"And the two men headed again down the main corridor , Michael Regal towering over Zell 10 good inches . """
17000,a full five minutes,five full minutes,"Fisting his hands so hard they popped , Seifer glared at Squall for five full minutes before swearing and slamming his fist onto his desktop . """
17001,a good ten inches,ten good inches,"I feel for the branch at my back , it 's about six inches thick , and it protrudes from my chest ten good inches at the front ."
17002,a good six feet,six good feet,"Growing my nails and hardening them I latch onto the stone lower wall of the tavern , climbing up the side of the building six good feet to reach its wooden upper floor ."
17003,a good ten feet,ten good feet,"My dual blows lift him up clear off his feet to land ten good feet away , tossed like a rag doll ."
17004,an extra eight men,eight extra men,""" Oh , I forgot to say , there 'll be eight extra men in there too . """
17005,a few thousand years,thousand few years,"Very soon , likely within thousand few years , God will show Himself to us directly and we will be with Him forever ."
17006,a further three months,three further months,"Now , three further months on , she was on her way , four glorious weeks in Australia : first the reef , then Sydney , and lastly the outback ."
17007,a few hundred yards,hundred few yards,"After hundred few yards all sign of water was gone , returned to sky or its underground source , and there was only desert again ."
17008,a couple hundred metres,hundred couple metres,"As they drove between two large sand dunes , in the mid - afternoon , Mark sighted a big bullock trotting east towards the ridge of sand hundred couple metres away ."
17009,a good 300 metres,300 good metres,"The bullock had stopped in a patch of scrub , at the foot of a big dune , now 300 good metres away ."
17010,a good four hours,four good hours,"I 'm lucky to be looking forward to four good hours kip at the wharf before the boat loading starts in the morning . """
17011,a few hundred yards,hundred few yards,"Both pilots , the head stockman and Mark engaged in a brief conversation and the riders were given instructions : two were to ride out hundred few yards to a place where the valley narrowed and there was an open grassy area ."
17012,a few hundred yards,hundred few yards,"Mark turned to Susan and pointed towards some buildings hundred few yards away . """
17013,a few hundred yards,hundred few yards,"As they circled for landing , Susan saw a boat with two men , along a tributary hundred few yards from the river mouth ."
17014,a bare five metres,five bare metres,"Fifty metres , then twenty , then it came past five bare metres from their boat ."
17015,a few hundred yards,hundred few yards,"But , instead of proceeding across , he drove off - road and went up the riverbank hundred few yards ."
17016,a few hundred yards,hundred few yards,"She almost felt relief when , hundred few yards later , it ended in another gate ."
17017,a good ten minutes,ten good minutes,"She luxuriated in the hot water and steam for ten good minutes ; she was determined to wash every trace of the outback from her body , washing it out of her soul might not be so easy , but she would try ."
17018,a long five minutes,five long minutes,"When he came close to the water 's edge he sat down , real still , for five long minutes , looking for any sign that a big lizard was lurking ."
17019,a good ten metres,ten good metres,It seemed to take an age until it was ten good metres back from the edge and the struggle abated .
17020,a few hundred yards,hundred few yards,They walked hundred few yards until they were well out of sight of the others .
17021,a bare 20 metres,20 bare metres,Now it was 20 bare metres from where they stood and it was still powering towards them .
