,idx,source,sentence,construction,pattern,DT,ADJ,NUMERAL,NOUN
9578,9579,mahowald,I experienced five charming a shows.,five charming a shows,DT JJ CD NNS,a,charming,five,shows
9579,9580,mahowald,I experienced five charming an operas.,five charming an operas,DT JJ CD NNS,a,charming,five,operas
9580,9581,mahowald,I experienced twenty charming a movies.,twenty charming a movies,DT JJ CD NNS,a,charming,twenty,movies
9581,9582,mahowald,I experienced twenty charming a paintings.,twenty charming a paintings,DT JJ CD NNS,a,charming,twenty,paintings
9582,9583,mahowald,I experienced twenty charming a books.,twenty charming a books,DT JJ CD NNS,a,charming,twenty,books
9583,9584,mahowald,I experienced twenty charming a shows.,twenty charming a shows,DT JJ CD NNS,a,charming,twenty,shows
9584,9585,mahowald,I experienced twenty charming an operas.,twenty charming an operas,DT JJ CD NNS,a,charming,twenty,operas
9585,9586,mahowald,I experienced three disgusting a movies.,three disgusting a movies,DT JJ CD NNS,a,disgusting,three,movies
9586,9587,mahowald,I experienced three disgusting a paintings.,three disgusting a paintings,DT JJ CD NNS,a,disgusting,three,paintings
9587,9588,mahowald,I experienced three disgusting a books.,three disgusting a books,DT JJ CD NNS,a,disgusting,three,books
9588,9589,mahowald,I experienced three disgusting a shows.,three disgusting a shows,DT JJ CD NNS,a,disgusting,three,shows
9589,9590,mahowald,I experienced three disgusting an operas.,three disgusting an operas,DT JJ CD NNS,a,disgusting,three,operas
9590,9591,mahowald,I experienced five disgusting a movies.,five disgusting a movies,DT JJ CD NNS,a,disgusting,five,movies
9591,9592,mahowald,I experienced five disgusting a paintings.,five disgusting a paintings,DT JJ CD NNS,a,disgusting,five,paintings
9592,9593,mahowald,I experienced five disgusting a books.,five disgusting a books,DT JJ CD NNS,a,disgusting,five,books
9593,9594,mahowald,I experienced five disgusting a shows.,five disgusting a shows,DT JJ CD NNS,a,disgusting,five,shows
9594,9595,mahowald,I experienced five disgusting an operas.,five disgusting an operas,DT JJ CD NNS,a,disgusting,five,operas
9595,9596,mahowald,I experienced twenty disgusting a movies.,twenty disgusting a movies,DT JJ CD NNS,a,disgusting,twenty,movies
9596,9597,mahowald,I experienced twenty disgusting a paintings.,twenty disgusting a paintings,DT JJ CD NNS,a,disgusting,twenty,paintings
9597,9598,mahowald,I experienced twenty disgusting a books.,twenty disgusting a books,DT JJ CD NNS,a,disgusting,twenty,books
9598,9599,mahowald,I experienced twenty disgusting a shows.,twenty disgusting a shows,DT JJ CD NNS,a,disgusting,twenty,shows
9599,9600,mahowald,I experienced twenty disgusting an operas.,twenty disgusting an operas,DT JJ CD NNS,a,disgusting,twenty,operas
9600,9601,mahowald,I experienced three uninviting a movies.,three uninviting a movies,DT JJ CD NNS,an,uninviting,three,movies
9601,9602,mahowald,I experienced three uninviting a paintings.,three uninviting a paintings,DT JJ CD NNS,an,uninviting,three,paintings
9602,9603,mahowald,I experienced three uninviting a books.,three uninviting a books,DT JJ CD NNS,an,uninviting,three,books
9603,9604,mahowald,I experienced three uninviting a shows.,three uninviting a shows,DT JJ CD NNS,an,uninviting,three,shows
9604,9605,mahowald,I experienced three uninviting an operas.,three uninviting an operas,DT JJ CD NNS,an,uninviting,three,operas
9605,9606,mahowald,I experienced five uninviting a movies.,five uninviting a movies,DT JJ CD NNS,an,uninviting,five,movies
9606,9607,mahowald,I experienced five uninviting a paintings.,five uninviting a paintings,DT JJ CD NNS,an,uninviting,five,paintings
9607,9608,mahowald,I experienced five uninviting a books.,five uninviting a books,DT JJ CD NNS,an,uninviting,five,books
9608,9609,mahowald,I experienced five uninviting a shows.,five uninviting a shows,DT JJ CD NNS,an,uninviting,five,shows
9609,9610,mahowald,I experienced five uninviting an operas.,five uninviting an operas,DT JJ CD NNS,an,uninviting,five,operas
9610,9611,mahowald,I experienced twenty uninviting a movies.,twenty uninviting a movies,DT JJ CD NNS,an,uninviting,twenty,movies
9611,9612,mahowald,I experienced twenty uninviting a paintings.,twenty uninviting a paintings,DT JJ CD NNS,an,uninviting,twenty,paintings
9612,9613,mahowald,I experienced twenty uninviting a books.,twenty uninviting a books,DT JJ CD NNS,an,uninviting,twenty,books
9613,9614,mahowald,I experienced twenty uninviting a shows.,twenty uninviting a shows,DT JJ CD NNS,an,uninviting,twenty,shows
9614,9615,mahowald,I experienced twenty uninviting an operas.,twenty uninviting an operas,DT JJ CD NNS,an,uninviting,twenty,operas
9615,9616,mahowald,I experienced three haunting a movies.,three haunting a movies,DT JJ CD NNS,a,haunting,three,movies
9616,9617,mahowald,I experienced three haunting a paintings.,three haunting a paintings,DT JJ CD NNS,a,haunting,three,paintings
9617,9618,mahowald,I experienced three haunting a books.,three haunting a books,DT JJ CD NNS,a,haunting,three,books
9618,9619,mahowald,I experienced three haunting a shows.,three haunting a shows,DT JJ CD NNS,a,haunting,three,shows
9619,9620,mahowald,I experienced three haunting an operas.,three haunting an operas,DT JJ CD NNS,a,haunting,three,operas
9620,9621,mahowald,I experienced five haunting a movies.,five haunting a movies,DT JJ CD NNS,a,haunting,five,movies
9621,9622,mahowald,I experienced five haunting a paintings.,five haunting a paintings,DT JJ CD NNS,a,haunting,five,paintings
9622,9623,mahowald,I experienced five haunting a books.,five haunting a books,DT JJ CD NNS,a,haunting,five,books
9623,9624,mahowald,I experienced five haunting a shows.,five haunting a shows,DT JJ CD NNS,a,haunting,five,shows
9624,9625,mahowald,I experienced five haunting an operas.,five haunting an operas,DT JJ CD NNS,a,haunting,five,operas
9625,9626,mahowald,I experienced twenty haunting a movies.,twenty haunting a movies,DT JJ CD NNS,a,haunting,twenty,movies
9626,9627,mahowald,I experienced twenty haunting a paintings.,twenty haunting a paintings,DT JJ CD NNS,a,haunting,twenty,paintings
9627,9628,mahowald,I experienced twenty haunting a books.,twenty haunting a books,DT JJ CD NNS,a,haunting,twenty,books
9628,9629,mahowald,I experienced twenty haunting a shows.,twenty haunting a shows,DT JJ CD NNS,a,haunting,twenty,shows
9629,9630,mahowald,I experienced twenty haunting an operas.,twenty haunting an operas,DT JJ CD NNS,a,haunting,twenty,operas
9630,9631,mahowald,I experienced three hideous a movies.,three hideous a movies,DT JJ CD NNS,a,hideous,three,movies
9631,9632,mahowald,I experienced three hideous a paintings.,three hideous a paintings,DT JJ CD NNS,a,hideous,three,paintings
9632,9633,mahowald,I experienced three hideous a books.,three hideous a books,DT JJ CD NNS,a,hideous,three,books
9633,9634,mahowald,I experienced three hideous a shows.,three hideous a shows,DT JJ CD NNS,a,hideous,three,shows
9634,9635,mahowald,I experienced three hideous an operas.,three hideous an operas,DT JJ CD NNS,a,hideous,three,operas
9635,9636,mahowald,I experienced five hideous a movies.,five hideous a movies,DT JJ CD NNS,a,hideous,five,movies
9636,9637,mahowald,I experienced five hideous a paintings.,five hideous a paintings,DT JJ CD NNS,a,hideous,five,paintings
9637,9638,mahowald,I experienced five hideous a books.,five hideous a books,DT JJ CD NNS,a,hideous,five,books
9638,9639,mahowald,I experienced five hideous a shows.,five hideous a shows,DT JJ CD NNS,a,hideous,five,shows
9639,9640,mahowald,I experienced five hideous an operas.,five hideous an operas,DT JJ CD NNS,a,hideous,five,operas
9640,9641,mahowald,I experienced twenty hideous a movies.,twenty hideous a movies,DT JJ CD NNS,a,hideous,twenty,movies
9641,9642,mahowald,I experienced twenty hideous a paintings.,twenty hideous a paintings,DT JJ CD NNS,a,hideous,twenty,paintings
9642,9643,mahowald,I experienced twenty hideous a books.,twenty hideous a books,DT JJ CD NNS,a,hideous,twenty,books
9643,9644,mahowald,I experienced twenty hideous a shows.,twenty hideous a shows,DT JJ CD NNS,a,hideous,twenty,shows
9644,9645,mahowald,I experienced twenty hideous an operas.,twenty hideous an operas,DT JJ CD NNS,a,hideous,twenty,operas
9645,9646,mahowald,I experienced three ugly a movies.,three ugly a movies,DT JJ CD NNS,an,ugly,three,movies
9646,9647,mahowald,I experienced three ugly a paintings.,three ugly a paintings,DT JJ CD NNS,an,ugly,three,paintings
9647,9648,mahowald,I experienced three ugly a books.,three ugly a books,DT JJ CD NNS,an,ugly,three,books
9648,9649,mahowald,I experienced three ugly a shows.,three ugly a shows,DT JJ CD NNS,an,ugly,three,shows
9649,9650,mahowald,I experienced three ugly an operas.,three ugly an operas,DT JJ CD NNS,an,ugly,three,operas
9650,9651,mahowald,I experienced five ugly a movies.,five ugly a movies,DT JJ CD NNS,an,ugly,five,movies
9651,9652,mahowald,I experienced five ugly a paintings.,five ugly a paintings,DT JJ CD NNS,an,ugly,five,paintings
9652,9653,mahowald,I experienced five ugly a books.,five ugly a books,DT JJ CD NNS,an,ugly,five,books
9653,9654,mahowald,I experienced five ugly a shows.,five ugly a shows,DT JJ CD NNS,an,ugly,five,shows
9654,9655,mahowald,I experienced five ugly an operas.,five ugly an operas,DT JJ CD NNS,an,ugly,five,operas
9655,9656,mahowald,I experienced twenty ugly a movies.,twenty ugly a movies,DT JJ CD NNS,an,ugly,twenty,movies
9656,9657,mahowald,I experienced twenty ugly a paintings.,twenty ugly a paintings,DT JJ CD NNS,an,ugly,twenty,paintings
9657,9658,mahowald,I experienced twenty ugly a books.,twenty ugly a books,DT JJ CD NNS,an,ugly,twenty,books
9658,9659,mahowald,I experienced twenty ugly a shows.,twenty ugly a shows,DT JJ CD NNS,an,ugly,twenty,shows
9659,9660,mahowald,I experienced twenty ugly an operas.,twenty ugly an operas,DT JJ CD NNS,an,ugly,twenty,operas
9660,9661,mahowald,I experienced three mere a movies.,three mere a movies,DT JJ CD NNS,a,mere,three,movies
9661,9662,mahowald,I experienced three mere a paintings.,three mere a paintings,DT JJ CD NNS,a,mere,three,paintings
9662,9663,mahowald,I experienced three mere a books.,three mere a books,DT JJ CD NNS,a,mere,three,books
9663,9664,mahowald,I experienced three mere a shows.,three mere a shows,DT JJ CD NNS,a,mere,three,shows
9664,9665,mahowald,I experienced three mere an operas.,three mere an operas,DT JJ CD NNS,a,mere,three,operas
9665,9666,mahowald,I experienced five mere a movies.,five mere a movies,DT JJ CD NNS,a,mere,five,movies
9666,9667,mahowald,I experienced five mere a paintings.,five mere a paintings,DT JJ CD NNS,a,mere,five,paintings
9667,9668,mahowald,I experienced five mere a books.,five mere a books,DT JJ CD NNS,a,mere,five,books
9668,9669,mahowald,I experienced five mere a shows.,five mere a shows,DT JJ CD NNS,a,mere,five,shows
9669,9670,mahowald,I experienced five mere an operas.,five mere an operas,DT JJ CD NNS,a,mere,five,operas
9670,9671,mahowald,I experienced twenty mere a movies.,twenty mere a movies,DT JJ CD NNS,a,mere,twenty,movies
9671,9672,mahowald,I experienced twenty mere a paintings.,twenty mere a paintings,DT JJ CD NNS,a,mere,twenty,paintings
9672,9673,mahowald,I experienced twenty mere a books.,twenty mere a books,DT JJ CD NNS,a,mere,twenty,books
9673,9674,mahowald,I experienced twenty mere a shows.,twenty mere a shows,DT JJ CD NNS,a,mere,twenty,shows
9674,9675,mahowald,I experienced twenty mere an operas.,twenty mere an operas,DT JJ CD NNS,a,mere,twenty,operas
9675,9676,mahowald,I experienced three staggering a movies.,three staggering a movies,DT JJ CD NNS,a,staggering,three,movies
9676,9677,mahowald,I experienced three staggering a paintings.,three staggering a paintings,DT JJ CD NNS,a,staggering,three,paintings
9677,9678,mahowald,I experienced three staggering a books.,three staggering a books,DT JJ CD NNS,a,staggering,three,books
9678,9679,mahowald,I experienced three staggering a shows.,three staggering a shows,DT JJ CD NNS,a,staggering,three,shows
9679,9680,mahowald,I experienced three staggering an operas.,three staggering an operas,DT JJ CD NNS,a,staggering,three,operas
9680,9681,mahowald,I experienced five staggering a movies.,five staggering a movies,DT JJ CD NNS,a,staggering,five,movies
9681,9682,mahowald,I experienced five staggering a paintings.,five staggering a paintings,DT JJ CD NNS,a,staggering,five,paintings
9682,9683,mahowald,I experienced five staggering a books.,five staggering a books,DT JJ CD NNS,a,staggering,five,books
9683,9684,mahowald,I experienced five staggering a shows.,five staggering a shows,DT JJ CD NNS,a,staggering,five,shows
9684,9685,mahowald,I experienced five staggering an operas.,five staggering an operas,DT JJ CD NNS,a,staggering,five,operas
9685,9686,mahowald,I experienced twenty staggering a movies.,twenty staggering a movies,DT JJ CD NNS,a,staggering,twenty,movies
9686,9687,mahowald,I experienced twenty staggering a paintings.,twenty staggering a paintings,DT JJ CD NNS,a,staggering,twenty,paintings
9687,9688,mahowald,I experienced twenty staggering a books.,twenty staggering a books,DT JJ CD NNS,a,staggering,twenty,books
9688,9689,mahowald,I experienced twenty staggering a shows.,twenty staggering a shows,DT JJ CD NNS,a,staggering,twenty,shows
9689,9690,mahowald,I experienced twenty staggering an operas.,twenty staggering an operas,DT JJ CD NNS,a,staggering,twenty,operas
9690,9691,mahowald,I experienced three whopping a movies.,three whopping a movies,DT JJ CD NNS,a,whopping,three,movies
9691,9692,mahowald,I experienced three whopping a paintings.,three whopping a paintings,DT JJ CD NNS,a,whopping,three,paintings
9692,9693,mahowald,I experienced three whopping a books.,three whopping a books,DT JJ CD NNS,a,whopping,three,books
9693,9694,mahowald,I experienced three whopping a shows.,three whopping a shows,DT JJ CD NNS,a,whopping,three,shows
9694,9695,mahowald,I experienced three whopping an operas.,three whopping an operas,DT JJ CD NNS,a,whopping,three,operas
9695,9696,mahowald,I experienced five whopping a movies.,five whopping a movies,DT JJ CD NNS,a,whopping,five,movies
9696,9697,mahowald,I experienced five whopping a paintings.,five whopping a paintings,DT JJ CD NNS,a,whopping,five,paintings
9697,9698,mahowald,I experienced five whopping a books.,five whopping a books,DT JJ CD NNS,a,whopping,five,books
9698,9699,mahowald,I experienced five whopping a shows.,five whopping a shows,DT JJ CD NNS,a,whopping,five,shows
9699,9700,mahowald,I experienced five whopping an operas.,five whopping an operas,DT JJ CD NNS,a,whopping,five,operas
9700,9701,mahowald,I experienced twenty whopping a movies.,twenty whopping a movies,DT JJ CD NNS,a,whopping,twenty,movies
9701,9702,mahowald,I experienced twenty whopping a paintings.,twenty whopping a paintings,DT JJ CD NNS,a,whopping,twenty,paintings
9702,9703,mahowald,I experienced twenty whopping a books.,twenty whopping a books,DT JJ CD NNS,a,whopping,twenty,books
9703,9704,mahowald,I experienced twenty whopping a shows.,twenty whopping a shows,DT JJ CD NNS,a,whopping,twenty,shows
9704,9705,mahowald,I experienced twenty whopping an operas.,twenty whopping an operas,DT JJ CD NNS,a,whopping,twenty,operas
9705,9706,mahowald,I experienced three hefty a movies.,three hefty a movies,DT JJ CD NNS,a,hefty,three,movies
9706,9707,mahowald,I experienced three hefty a paintings.,three hefty a paintings,DT JJ CD NNS,a,hefty,three,paintings
9707,9708,mahowald,I experienced three hefty a books.,three hefty a books,DT JJ CD NNS,a,hefty,three,books
9708,9709,mahowald,I experienced three hefty a shows.,three hefty a shows,DT JJ CD NNS,a,hefty,three,shows
9709,9710,mahowald,I experienced three hefty an operas.,three hefty an operas,DT JJ CD NNS,a,hefty,three,operas
9710,9711,mahowald,I experienced five hefty a movies.,five hefty a movies,DT JJ CD NNS,a,hefty,five,movies
9711,9712,mahowald,I experienced five hefty a paintings.,five hefty a paintings,DT JJ CD NNS,a,hefty,five,paintings
9712,9713,mahowald,I experienced five hefty a books.,five hefty a books,DT JJ CD NNS,a,hefty,five,books
9713,9714,mahowald,I experienced five hefty a shows.,five hefty a shows,DT JJ CD NNS,a,hefty,five,shows
9714,9715,mahowald,I experienced five hefty an operas.,five hefty an operas,DT JJ CD NNS,a,hefty,five,operas
9715,9716,mahowald,I experienced twenty hefty a movies.,twenty hefty a movies,DT JJ CD NNS,a,hefty,twenty,movies
9716,9717,mahowald,I experienced twenty hefty a paintings.,twenty hefty a paintings,DT JJ CD NNS,a,hefty,twenty,paintings
9717,9718,mahowald,I experienced twenty hefty a books.,twenty hefty a books,DT JJ CD NNS,a,hefty,twenty,books
9718,9719,mahowald,I experienced twenty hefty a shows.,twenty hefty a shows,DT JJ CD NNS,a,hefty,twenty,shows
9719,9720,mahowald,I experienced twenty hefty an operas.,twenty hefty an operas,DT JJ CD NNS,a,hefty,twenty,operas
9720,9721,mahowald,I experienced three paltry a movies.,three paltry a movies,DT JJ CD NNS,a,paltry,three,movies
9721,9722,mahowald,I experienced three paltry a paintings.,three paltry a paintings,DT JJ CD NNS,a,paltry,three,paintings
9722,9723,mahowald,I experienced three paltry a books.,three paltry a books,DT JJ CD NNS,a,paltry,three,books
9723,9724,mahowald,I experienced three paltry a shows.,three paltry a shows,DT JJ CD NNS,a,paltry,three,shows
9724,9725,mahowald,I experienced three paltry an operas.,three paltry an operas,DT JJ CD NNS,a,paltry,three,operas
9725,9726,mahowald,I experienced five paltry a movies.,five paltry a movies,DT JJ CD NNS,a,paltry,five,movies
9726,9727,mahowald,I experienced five paltry a paintings.,five paltry a paintings,DT JJ CD NNS,a,paltry,five,paintings
9727,9728,mahowald,I experienced five paltry a books.,five paltry a books,DT JJ CD NNS,a,paltry,five,books
9728,9729,mahowald,I experienced five paltry a shows.,five paltry a shows,DT JJ CD NNS,a,paltry,five,shows
9729,9730,mahowald,I experienced five paltry an operas.,five paltry an operas,DT JJ CD NNS,a,paltry,five,operas
9730,9731,mahowald,I experienced twenty paltry a movies.,twenty paltry a movies,DT JJ CD NNS,a,paltry,twenty,movies
9731,9732,mahowald,I experienced twenty paltry a paintings.,twenty paltry a paintings,DT JJ CD NNS,a,paltry,twenty,paintings
9732,9733,mahowald,I experienced twenty paltry a books.,twenty paltry a books,DT JJ CD NNS,a,paltry,twenty,books
9733,9734,mahowald,I experienced twenty paltry a shows.,twenty paltry a shows,DT JJ CD NNS,a,paltry,twenty,shows
9734,9735,mahowald,I experienced twenty paltry an operas.,twenty paltry an operas,DT JJ CD NNS,a,paltry,twenty,operas
9735,9736,mahowald,I experienced three meager a movies.,three meager a movies,DT JJ CD NNS,a,meager,three,movies
9736,9737,mahowald,I experienced three meager a paintings.,three meager a paintings,DT JJ CD NNS,a,meager,three,paintings
9737,9738,mahowald,I experienced three meager a books.,three meager a books,DT JJ CD NNS,a,meager,three,books
9738,9739,mahowald,I experienced three meager a shows.,three meager a shows,DT JJ CD NNS,a,meager,three,shows
9739,9740,mahowald,I experienced three meager an operas.,three meager an operas,DT JJ CD NNS,a,meager,three,operas
9740,9741,mahowald,I experienced five meager a movies.,five meager a movies,DT JJ CD NNS,a,meager,five,movies
9741,9742,mahowald,I experienced five meager a paintings.,five meager a paintings,DT JJ CD NNS,a,meager,five,paintings
9742,9743,mahowald,I experienced five meager a books.,five meager a books,DT JJ CD NNS,a,meager,five,books
9743,9744,mahowald,I experienced five meager a shows.,five meager a shows,DT JJ CD NNS,a,meager,five,shows
9744,9745,mahowald,I experienced five meager an operas.,five meager an operas,DT JJ CD NNS,a,meager,five,operas
9745,9746,mahowald,I experienced twenty meager a movies.,twenty meager a movies,DT JJ CD NNS,a,meager,twenty,movies
9746,9747,mahowald,I experienced twenty meager a paintings.,twenty meager a paintings,DT JJ CD NNS,a,meager,twenty,paintings
9747,9748,mahowald,I experienced twenty meager a books.,twenty meager a books,DT JJ CD NNS,a,meager,twenty,books
9748,9749,mahowald,I experienced twenty meager a shows.,twenty meager a shows,DT JJ CD NNS,a,meager,twenty,shows
9749,9750,mahowald,I experienced twenty meager an operas.,twenty meager an operas,DT JJ CD NNS,a,meager,twenty,operas
9750,9751,mahowald,I experienced three extra a movies.,three extra a movies,DT JJ CD NNS,an,extra,three,movies
9751,9752,mahowald,I experienced three extra a paintings.,three extra a paintings,DT JJ CD NNS,an,extra,three,paintings
9752,9753,mahowald,I experienced three extra a books.,three extra a books,DT JJ CD NNS,an,extra,three,books
9753,9754,mahowald,I experienced three extra a shows.,three extra a shows,DT JJ CD NNS,an,extra,three,shows
9754,9755,mahowald,I experienced three extra an operas.,three extra an operas,DT JJ CD NNS,an,extra,three,operas
9755,9756,mahowald,I experienced five extra a movies.,five extra a movies,DT JJ CD NNS,an,extra,five,movies
9756,9757,mahowald,I experienced five extra a paintings.,five extra a paintings,DT JJ CD NNS,an,extra,five,paintings
9757,9758,mahowald,I experienced five extra a books.,five extra a books,DT JJ CD NNS,an,extra,five,books
9758,9759,mahowald,I experienced five extra a shows.,five extra a shows,DT JJ CD NNS,an,extra,five,shows
9759,9760,mahowald,I experienced five extra an operas.,five extra an operas,DT JJ CD NNS,an,extra,five,operas
9760,9761,mahowald,I experienced twenty extra a movies.,twenty extra a movies,DT JJ CD NNS,an,extra,twenty,movies
9761,9762,mahowald,I experienced twenty extra a paintings.,twenty extra a paintings,DT JJ CD NNS,an,extra,twenty,paintings
9762,9763,mahowald,I experienced twenty extra a books.,twenty extra a books,DT JJ CD NNS,an,extra,twenty,books
9763,9764,mahowald,I experienced twenty extra a shows.,twenty extra a shows,DT JJ CD NNS,an,extra,twenty,shows
9764,9765,mahowald,I experienced twenty extra an operas.,twenty extra an operas,DT JJ CD NNS,an,extra,twenty,operas
9765,9766,mahowald,I experienced three measly a movies.,three measly a movies,DT JJ CD NNS,a,measly,three,movies
9766,9767,mahowald,I experienced three measly a paintings.,three measly a paintings,DT JJ CD NNS,a,measly,three,paintings
9767,9768,mahowald,I experienced three measly a books.,three measly a books,DT JJ CD NNS,a,measly,three,books
9768,9769,mahowald,I experienced three measly a shows.,three measly a shows,DT JJ CD NNS,a,measly,three,shows
9769,9770,mahowald,I experienced three measly an operas.,three measly an operas,DT JJ CD NNS,a,measly,three,operas
9770,9771,mahowald,I experienced five measly a movies.,five measly a movies,DT JJ CD NNS,a,measly,five,movies
9771,9772,mahowald,I experienced five measly a paintings.,five measly a paintings,DT JJ CD NNS,a,measly,five,paintings
9772,9773,mahowald,I experienced five measly a books.,five measly a books,DT JJ CD NNS,a,measly,five,books
9773,9774,mahowald,I experienced five measly a shows.,five measly a shows,DT JJ CD NNS,a,measly,five,shows
9774,9775,mahowald,I experienced five measly an operas.,five measly an operas,DT JJ CD NNS,a,measly,five,operas
9775,9776,mahowald,I experienced twenty measly a movies.,twenty measly a movies,DT JJ CD NNS,a,measly,twenty,movies
9776,9777,mahowald,I experienced twenty measly a paintings.,twenty measly a paintings,DT JJ CD NNS,a,measly,twenty,paintings
9777,9778,mahowald,I experienced twenty measly a books.,twenty measly a books,DT JJ CD NNS,a,measly,twenty,books
9778,9779,mahowald,I experienced twenty measly a shows.,twenty measly a shows,DT JJ CD NNS,a,measly,twenty,shows
9779,9780,mahowald,I experienced twenty measly an operas.,twenty measly an operas,DT JJ CD NNS,a,measly,twenty,operas
9780,9781,mahowald,I experienced three substantial a movies.,three substantial a movies,DT JJ CD NNS,a,substantial,three,movies
9781,9782,mahowald,I experienced three substantial a paintings.,three substantial a paintings,DT JJ CD NNS,a,substantial,three,paintings
9782,9783,mahowald,I experienced three substantial a books.,three substantial a books,DT JJ CD NNS,a,substantial,three,books
9783,9784,mahowald,I experienced three substantial a shows.,three substantial a shows,DT JJ CD NNS,a,substantial,three,shows
9784,9785,mahowald,I experienced three substantial an operas.,three substantial an operas,DT JJ CD NNS,a,substantial,three,operas
9785,9786,mahowald,I experienced five substantial a movies.,five substantial a movies,DT JJ CD NNS,a,substantial,five,movies
9786,9787,mahowald,I experienced five substantial a paintings.,five substantial a paintings,DT JJ CD NNS,a,substantial,five,paintings
9787,9788,mahowald,I experienced five substantial a books.,five substantial a books,DT JJ CD NNS,a,substantial,five,books
9788,9789,mahowald,I experienced five substantial a shows.,five substantial a shows,DT JJ CD NNS,a,substantial,five,shows
9789,9790,mahowald,I experienced five substantial an operas.,five substantial an operas,DT JJ CD NNS,a,substantial,five,operas
9790,9791,mahowald,I experienced twenty substantial a movies.,twenty substantial a movies,DT JJ CD NNS,a,substantial,twenty,movies
9791,9792,mahowald,I experienced twenty substantial a paintings.,twenty substantial a paintings,DT JJ CD NNS,a,substantial,twenty,paintings
9792,9793,mahowald,I experienced twenty substantial a books.,twenty substantial a books,DT JJ CD NNS,a,substantial,twenty,books
9793,9794,mahowald,I experienced twenty substantial a shows.,twenty substantial a shows,DT JJ CD NNS,a,substantial,twenty,shows
9794,9795,mahowald,I experienced twenty substantial an operas.,twenty substantial an operas,DT JJ CD NNS,a,substantial,twenty,operas
9795,9796,mahowald,I experienced three record-setting a movies.,three record-setting a movies,DT JJ CD NNS,a,record-setting,three,movies
9796,9797,mahowald,I experienced three record-setting a paintings.,three record-setting a paintings,DT JJ CD NNS,a,record-setting,three,paintings
9797,9798,mahowald,I experienced three record-setting a books.,three record-setting a books,DT JJ CD NNS,a,record-setting,three,books
9798,9799,mahowald,I experienced three record-setting a shows.,three record-setting a shows,DT JJ CD NNS,a,record-setting,three,shows
9799,9800,mahowald,I experienced three record-setting an operas.,three record-setting an operas,DT JJ CD NNS,a,record-setting,three,operas
9800,9801,mahowald,I experienced five record-setting a movies.,five record-setting a movies,DT JJ CD NNS,a,record-setting,five,movies
9801,9802,mahowald,I experienced five record-setting a paintings.,five record-setting a paintings,DT JJ CD NNS,a,record-setting,five,paintings
9802,9803,mahowald,I experienced five record-setting a books.,five record-setting a books,DT JJ CD NNS,a,record-setting,five,books
9803,9804,mahowald,I experienced five record-setting a shows.,five record-setting a shows,DT JJ CD NNS,a,record-setting,five,shows
9804,9805,mahowald,I experienced five record-setting an operas.,five record-setting an operas,DT JJ CD NNS,a,record-setting,five,operas
9805,9806,mahowald,I experienced twenty record-setting a movies.,twenty record-setting a movies,DT JJ CD NNS,a,record-setting,twenty,movies
9806,9807,mahowald,I experienced twenty record-setting a paintings.,twenty record-setting a paintings,DT JJ CD NNS,a,record-setting,twenty,paintings
9807,9808,mahowald,I experienced twenty record-setting a books.,twenty record-setting a books,DT JJ CD NNS,a,record-setting,twenty,books
9808,9809,mahowald,I experienced twenty record-setting a shows.,twenty record-setting a shows,DT JJ CD NNS,a,record-setting,twenty,shows
9809,9810,mahowald,I experienced twenty record-setting an operas.,twenty record-setting an operas,DT JJ CD NNS,a,record-setting,twenty,operas
9810,9811,mahowald,Please enjoy three astonishing a movies.,three astonishing a movies,DT JJ CD NNS,an,astonishing,three,movies
9811,9812,mahowald,Please enjoy three astonishing a paintings.,three astonishing a paintings,DT JJ CD NNS,an,astonishing,three,paintings
9812,9813,mahowald,Please enjoy three astonishing a books.,three astonishing a books,DT JJ CD NNS,an,astonishing,three,books
9813,9814,mahowald,Please enjoy three astonishing a shows.,three astonishing a shows,DT JJ CD NNS,an,astonishing,three,shows
9814,9815,mahowald,Please enjoy three astonishing an operas.,three astonishing an operas,DT JJ CD NNS,an,astonishing,three,operas
9815,9816,mahowald,Please enjoy five astonishing a movies.,five astonishing a movies,DT JJ CD NNS,an,astonishing,five,movies
9816,9817,mahowald,Please enjoy five astonishing a paintings.,five astonishing a paintings,DT JJ CD NNS,an,astonishing,five,paintings
9817,9818,mahowald,Please enjoy five astonishing a books.,five astonishing a books,DT JJ CD NNS,an,astonishing,five,books
9818,9819,mahowald,Please enjoy five astonishing a shows.,five astonishing a shows,DT JJ CD NNS,an,astonishing,five,shows
9819,9820,mahowald,Please enjoy five astonishing an operas.,five astonishing an operas,DT JJ CD NNS,an,astonishing,five,operas
9820,9821,mahowald,Please enjoy twenty astonishing a movies.,twenty astonishing a movies,DT JJ CD NNS,an,astonishing,twenty,movies
9821,9822,mahowald,Please enjoy twenty astonishing a paintings.,twenty astonishing a paintings,DT JJ CD NNS,an,astonishing,twenty,paintings
9822,9823,mahowald,Please enjoy twenty astonishing a books.,twenty astonishing a books,DT JJ CD NNS,an,astonishing,twenty,books
9823,9824,mahowald,Please enjoy twenty astonishing a shows.,twenty astonishing a shows,DT JJ CD NNS,an,astonishing,twenty,shows
9824,9825,mahowald,Please enjoy twenty astonishing an operas.,twenty astonishing an operas,DT JJ CD NNS,an,astonishing,twenty,operas
9825,9826,mahowald,Please enjoy three incredible a movies.,three incredible a movies,DT JJ CD NNS,an,incredible,three,movies
