sentence_idx,noun,noun_idx,article,article_dep,dep_depth,article_idx
6482213,°,7,a,det,2,1
6482242,minutes,12,a,det,0,10
6482404,minutes,3,a,quantmod,1,1
6482491,times,4,a,det,0,2
6482494,months,5,a,det,0,3
6482663,people,8,a,quantmod,1,6
6482759,sites,13,a,quantmod,1,11
6482888,minutes,9,a,quantmod,1,7
6482889,roses,2,a,det,0,1
6482902,roses,4,a,det,0,3
6483000,hours,20,a,quantmod,1,18
6483055,months,13,a,quantmod,2,11
6483099,thingies,13,a,quantmod,1,9
6483101,years,2,a,det,0,0
6483150,things,6,a,quantmod,1,4
6483269,people,9,a,quantmod,2,6
6483450,millimeters,7,a,quantmod,1,5
6483450,strikes,11,a,det,0,9
6483560,data,20,a,det,0,16
6483688,years,9,a,det,0,7
6484039,ships,9,a,quantmod,1,7
6484462,weeks,3,a,det,0,1
6484492,cards,2,a,det,0,0
6484492,eggs,17,a,det,2,13
6485205,people,10,a,det,2,3
6485258,people,9,a,det,0,7
6485370,people,12,a,det,0,10
6485405,details,17,a,quantmod,1,15
6485407,visitors,8,a,quantmod,1,6
6485525,mummies,10,a,quantmod,1,8
6485547,people,7,a,det,0,6
6485593,people,4,a,det,0,2
6485679,responses,7,a,det,0,3
6485726,ounces,10,a,det,0,7
6485835,clogs,4,a,det,0,2
6485857,studies,14,an,det,0,12
6485884,surprises,6,a,quantmod,1,4
6485898,pennies,6,a,det,0,4
6485901,pennies,9,a,det,0,7
6485951,years,6,another,det,0,4
6485989,yards,12,a,quantmod,1,10
6486000,things,6,a,quantmod,1,4
6486042,dresses,17,an,det,4,7
6486079,mummies,24,a,quantmod,3,20
6486123,mummies,6,a,quantmod,1,2
6486167,people,16,a,det,0,14
6486207,ones,5,a,det,0,2
6486217,people,19,a,det,0,18
6486265,months,10,a,quantmod,2,8
6487060,years,3,a,det,0,1
6487064,years,11,a,quantmod,1,9
6487272,texts,21,a,det,0,19
6487275,fields,11,a,det,0,9
6487382,processes,17,a,det,0,15
6487576,feet,35,a,quantmod,2,31
6487599,people,8,a,quantmod,1,6
6487620,houses,4,a,quantmod,1,1
6487648,species,11,an,det,0,8
6487660,years,10,a,quantmod,1,8
6487660,cattle,12,a,quantmod,3,8
6487695,weeks,6,a,det,0,4
6487729,years,6,another,det,0,4
6487779,years,5,a,quantmod,1,3
6487779,miles,13,a,quantmod,1,11
6487806,years,23,a,quantmod,2,20
6487833,years,22,a,quantmod,2,19
6487860,associations,6,a,quantmod,1,3
6487892,years,12,a,quantmod,2,9
6487895,years,15,a,quantmod,2,12
6488004,graphics,19,a,det,0,13
6488025,years,8,a,quantmod,1,6
6488028,species,13,another,det,0,9
6488088,months,34,a,det,0,32
6488111,years,19,a,quantmod,1,14
6488134,pops,7,a,det,0,4
6488588,yards,8,a,quantmod,1,6
6489233,spikes,5,a,det,0,3
6489516,things,9,a,quantmod,1,7
6489829,clothes,8,a,det,0,7
6490210,flowers,7,a,det,0,5
6490343,combinations,21,a,quantmod,1,17
6490871,weeks,8,a,det,2,6
6491083,years,10,a,det,0,8
6491100,specimen,5,an,det,0,2
6491845,years,8,a,det,0,6
6492103,tears,5,a,quantmod,1,3
6492513,minutes,9,a,quantmod,1,7
6492624,minutes,4,a,quantmod,2,2
6492849,milligrams,3,a,quantmod,1,1
6492890,channels,7,a,quantmod,1,5
6493272,minutes,13,a,quantmod,2,11
6493285,minutes,9,a,quantmod,2,7
6493305,minutes,9,a,quantmod,2,7
6493380,minutes,4,a,quantmod,2,2
6493390,minutes,8,a,quantmod,2,6
6494115,bucks,5,a,quantmod,1,3
6494252,minutes,9,a,det,0,7
6495385,feet,11,a,det,2,1
6495434,transepts,7,a,det,0,4
6495584,specimen,4,a,det,0,2
6496164,confusing.&amp;lt;VERlFY&amp;gt,9,a,det,0,7
6496290,stages,25,a,det,1,11
6496453,things,27,a,det,0,24
6496513,brothers,5,a,det,2,1
6496559,days,4,a,det,0,1
6496720,words,6,a,quantmod,2,3
6496756,times,5,a,quantmod,1,3
6496882,moments,9,a,det,0,7
6497068,things,7,a,quantmod,1,5
6497290,games,9,a,det,0,5
6497508,years,4,a,quantmod,1,2
6497605,hours,10,a,quantmod,1,7
6497646,ways,4,a,det,0,2
6497649,ways,7,a,det,0,5
6498713,parts,6,a,det,0,4
6498879,traces,10,a,det,0,8
6499035,days,9,a,det,1,7
6499123,traces,7,a,quantmod,1,5
6499644,guys,2,a,compound,0,1
6499644,guys,7,a,det,0,6
6500078,HEADACHE,3,a,det,0,2
6500486,interviews,13,a,det,1,11
6500583,things,11,a,quantmod,1,9
6501103,heats,7,a,nmod,0,4
6502458,aisles,10,a,det,1,4
6502693,stares,8,a,det,0,6
6502697,stares,26,a,det,0,24
6502714,weeks,33,a,det,0,31
6502864,specimen,7,a,det,0,5
6502892,alias,3,an,det,0,2
6503110,leggings,11,a,det,0,8
6503505,times,8,a,quantmod,1,6
6504126,days,4,a,quantmod,2,1
6504221,races,16,a,nmod,0,12
6504285,people,17,a,det,0,15
6504320,days,4,a,quantmod,2,1
6504350,ages,14,an,det,1,12
6504350,months,18,a,det,0,16
6505044,sessions,7,a,nmod,0,4
6505171,laps,8,a,det,0,6
6505843,issues,5,a,det,0,2
6506273,times,5,a,det,0,3
6507134,Quarters,4,a,det,1,1
6507267,platitudes,8,a,det,1,5
6507435,moments,3,a,det,0,1
6507444,seconds,3,a,quantmod,1,1
6507794,Theories,8,a,det,0,5
6507915,times,6,a,quantmod,1,4
6508103,moments,11,a,quantmod,1,9
6508460,organizations,50,a,det,0,47
6508851,legends,23,an,det,2,3
6508880,months,33,a,det,0,31
6508984,distinctions,28,a,quantmod,1,26
6509017,weeks,5,a,det,0,3
6509018,grants,82,a,quantmod,1,80
6509178,pictures,2,a,quantmod,1,0
6510021,bumps,2,a,det,0,0
6510120,babes,11,a,det,0,9
6510375,names,17,a,det,1,14
6511039,minutes,5,a,quantmod,1,3
6511256,tweaks,7,a,det,2,4
6511256,aerodynamics,14,a,det,2,11
6511494,champions,29,a,det,1,1
6513170,words,14,a,det,0,12
6513975,years,8,a,quantmod,1,6
6514704,degrees,25,a,det,1,13
6514785,words,9,a,det,0,7
6514913,days,3,a,det,0,1
6515058,congrats,5,a,det,0,2
6515347,situations,19,a,det,0,17
6515392,times,9,a,quantmod,1,7
6515982,pounds,10,a,quantmod,1,7
6516314,miles,35,a,det,0,32
6516377,merits,10,an,det,0,8
6517014,coi/,10,a,det,0,8
6517102,months,6,a,det,0,3
6517262,spoons,4,a,quantmod,1,2
6517694,men,2,a,quantmod,1,0
6518244,moments,6,a,quantmod,1,4
6518251,corporations,2,a,det,0,0
6518297,weeks,5,a,det,0,3
6518451,dollars,9,a,det,2,6
6519033,seconds,13,a,quantmod,1,11
6519033,minutes,21,a,quantmod,3,11
6519159,bumps,2,a,det,0,0
6519440,wounds,8,a,det,0,5
6520023,minutes,5,a,quantmod,1,3
6520183,species,30,another,det,0,29
6520450,yards,9,a,det,0,7
6520502,years,5,a,quantmod,1,3
6520546,years,4,a,quantmod,1,2
6520885,nucleotides,8,a,det,1,3
6521102,aches,4,a,quantmod,1,2
6521211,discharges,8,a,quantmod,1,6
6521235,breaks,2,a,det,0,0
6521577,kids,18,a,det,0,16
6521611,minutes,10,a,det,0,8
6522050,hypotheses,16,a,det,0,15
6522050,outputs,18,a,det,1,15
6522084,hypotheses,25,a,det,0,24
6522150,hypotheses,11,a,det,0,10
6522392,hypotheses,6,a,det,0,5
6522670,things,4,a,quantmod,1,2
6523139,weeks,24,another,det,0,20
6523300,feet,4,a,quantmod,1,2
6523377,assumptions,13,a,det,0,11
6523646,degrees,20,a,quantmod,2,18
6523683,relationships,1,another,det,0,0
6523845,couples,19,a,det,3,15
6524134,times,9,a,quantmod,1,7
6524305,buses,7,a,det,0,3
6524430,gorillas,2,another,det,0,0
6524699,pounds,10,a,quantmod,1,7
6524737,gorillas,9,a,quantmod,1,4
6524857,possibilities,8,a,det,0,6
6525014,miles,36,a,det,0,33
6525066,hairdressers,10,a,det,0,9
6525214,eastwards,5,a,det,0,2
6525255,minutes,3,a,quantmod,1,1
6525329,loss--,12,a,det,0,11
6525366,miles,4,a,quantmod,1,2
6525564,students,19,a,quantmod,1,17
6525656,losses,24,a,det,0,21
6525723,months,7,a,det,0,3
6525903,days,27,a,det,1,25
6525943,devices,33,a,quantmod,1,30
6525955,nights,8,a,det,1,6
6526441,nozzles,12,a,det,1,8
6526611,years,6,a,quantmod,2,4
6526656,individuals,134,a,quantmod,1,130
6526830,years,14,a,quantmod,2,12
6526938,resources,69,a,det,6,52
6527021,studies,119,a,det,2,116
6527230,minutes,3,a,quantmod,1,1
6527303,women,9,a,det,0,8
6527421,questions,9,a,quantmod,1,7
6527438,dinars,10,a,quantmod,1,8
6527455,girls,22,a,quantmod,1,18
6527619,weeks,4,a,quantmod,2,2
6527656,dollars,2,a,quantmod,1,0
6527680,dollars,4,a,quantmod,1,0
6527694,women,18,a,det,5,7
6527694,lots,19,a,det,6,7
6527704,dollars,7,a,quantmod,1,3
6527717,yards,6,a,det,2,3
6527813,feet,11,a,quantmod,1,9
6528015,things,9,a,det,0,7
6528040,shots,7,a,det,2,3
6528061,differs,6,a,quantmod,1,4
6528165,minutes,7,a,quantmod,1,5
6528209,paroxysm,4,a,det,0,2
6528447,lips,13,a,det,1,10
6528624,pounds,7,a,quantmod,1,5
6528665,alarms,5,a,advmod,0,0
6528687,days,6,a,quantmod,1,4
6528695,alarms,17,a,det,0,11
6529126,witnesses,6,a,quantmod,1,4
6529738,hippo,2,a,quantmod,1,0
6529963,wives,7,a,quantmod,1,5
6530005,eggs,8,a,quantmod,1,5
6530011,years,9,another,det,0,6
6530249,men,12,a,quantmod,1,10
6530356,surfaces,32,a,det,0,31
6530368,pounds,27,a,quantmod,1,23
6530517,mustelids,15,a,det,2,2
6530523,inches,102,a,quantmod,2,100
6531010,stores,9,a,quantmod,1,7
6531137,croppers,2,a,det,0,1
6531237,yards,7,a,quantmod,1,5
6531478,things,23,a,det,0,21
6531478,cases,61,a,det,0,59
6531693,recorders,11,a,det,0,9
6531879,scouts,9,a,det,0,6
6531946,hands,42,a,det,0,39
6531964,years,9,a,det,0,6
6531971,years,29,a,det,0,26
6532038,gents,48,a,det,0,47
6532038,outfitters,49,a,det,1,47
6532052,milliners,13,a,det,0,12
6532052,drapers,43,a,det,0,42
6532323,bakers,3,a,det,0,2
6533033,years,18,a,det,0,16
6533043,years,9,a,quantmod,1,7
6533055,folks,24,a,quantmod,1,22
6533062,dances,10,a,det,0,7
6533080,yards,11,a,quantmod,1,9
6533103,hours,7,a,det,0,5
6533220,hours,20,a,det,0,18
6533249,hours,5,a,det,0,3
6533249,loses,30,a,det,3,3
6533263,days,39,a,quantmod,2,37
6533275,apes,7,a,quantmod,1,5
6533285,days,6,a,quantmod,2,4
6533296,years,97,a,det,0,95
6533431,constitutions,23,a,quantmod,1,17
6533471,days,18,a,det,0,16
6533611,minutes,21,a,det,1,16
6533681,miles,7,a,quantmod,1,2
6533746,tablets,6,a,det,0,2
6534103,aneurysm,8,a,det,0,6
6534141,teeth,9,a,det,1,6
6534243,people,3,a,quantmod,1,1
6534571,stars,18,a,quantmod,1,16
6534577,stars,7,a,quantmod,1,5
6534728,boxes,4,a,quantmod,1,2
6534835,minutes,11,a,quantmod,1,9
6534913,hours,7,a,det,0,5
6535403,melts,15,a,det,0,12
6535496,months,13,a,det,0,11
6536104,strikes,3,a,det,0,0
6536121,hours,5,a,quantmod,2,3
6536322,things,8,a,det,0,6
6536339,things,11,a,det,0,9
6536584,questions,6,a,quantmod,1,4
6536680,gorillas,15,a,det,1,12
6536919,people,15,a,quantmod,1,13
6537108,whales,11,a,det,0,8
6537621,minutes,5,a,quantmod,2,2
6537693,rebels,7,a,det,0,3
6538092,times,4,a,quantmod,1,2
6538232,months,9,a,det,0,7
6538501,minutes,9,a,det,0,7
6538596,promises,8,a,det,3,6
6538821,o'tattletales,8,a,det,0,6
6539033,minutes,3,a,det,0,1
6539466,hours,5,a,det,0,3
6539615,minutes,12,a,det,0,10
6540001,lovers,7,a,det,0,5
6540013,moments,5,a,det,0,3
6540114,hours,12,a,det,0,10
6540152,pounds,41,a,quantmod,1,39
6540237,pounds,46,a,quantmod,1,42
6540804,pounds,11,a,quantmod,1,9
6540835,people,14,a,quantmod,1,12
6540847,pounds,10,a,det,0,8
6541149,hours,12,a,det,0,10
6541172,gorillas,13,a,quantmod,1,10
6541273,species,3,a,det,0,2
6541422,hours,13,a,quantmod,1,11
6541460,weeks,2,another,det,0,0
6541730,students,17,a,quantmod,1,15
6542390,moves,14,a,det,0,11
6542749,metres,18,a,quantmod,1,14
6542822,data,17,a,det,0,15
6543172,metres,9,a,quantmod,1,4
6543254,metres,11,a,quantmod,1,7
6543494,omen,3,an,det,0,2
6543739,months,2,another,det,0,0
6544063,metres,17,a,quantmod,1,15
6544144,metres,3,a,quantmod,1,1
6544173,things,11,a,quantmod,1,9
6544228,metres,5,a,quantmod,1,3
6544316,STUYVESANT,8,a,det,1,5
6544342,degrees,11,a,quantmod,1,7
6544413,times,4,a,quantmod,1,2
6544584,lines,27,a,det,0,25
6544692,MALL,7,a,det,0,6
6544744,metres,9,a,quantmod,1,7
6544989,minutes,11,a,det,0,9
6545493,days,2,a,det,0,0
6545661,days,33,a,det,0,31
6545885,minutes,16,a,quantmod,1,14
6545907,WASHER,3,a,det,0,1
6546359,years,8,a,det,0,6
6546844,ruins,6,a,det,0,3
6546874,miles,4,a,quantmod,2,2
6547354,people,3,a,det,0,1
6547599,seconds,30,a,quantmod,1,28
6547973,stitches,5,a,quantmod,1,3
6548238,bits,25,a,quantmod,1,23
6548320,things,3,a,quantmod,2,0
6548353,miles,9,a,quantmod,1,7
6548419,trials,14,a,quantmod,1,12
6548601,minutes,32,another,det,0,30
6548740,times,16,a,det,0,13
6548768,Colles,6,a,det,2,3
6548860,visitors,13,a,det,0,11
6548898,throughs,15,a,det,0,11
6549123,clusters,3,a,quantmod,2,0
6549166,seconds,3,a,det,0,1
6549230,cars,8,a,det,0,3
6549621,media,5,another,det,0,3
6550193,darts,12,another,det,0,11
6550358,servers,6,a,det,0,4
6550861,moments,5,a,quantmod,1,3
6551139,degrees,7,a,quantmod,1,3
6551198,issues,6,a,det,0,4
6551327,errands,7,a,quantmod,1,5
6551636,strokes,9,a,det,0,7
6552180,stitches,6,a,quantmod,1,4
6552319,pieces,6,a,quantmod,1,3
6552711,brushes,4,a,det,0,1
6552900,trees,7,a,det,0,3
6552915,calls,8,a,quantmod,1,4
6553068,tickets,8,a,quantmod,2,4
6553234,dollars,7,a,quantmod,1,2
6553521,hours,3,a,det,0,1
6554564,newspapers,16,a,quantmod,1,14
6554566,beans,10,a,quantmod,1,4
6554596,beans,13,a,quantmod,1,7
6554682,kilos,6,a,det,0,2
6554861,dollars,5,a,quantmod,1,0
6555023,days,27,a,det,0,25
6555547,dollars,9,a,quantmod,1,4
6555694,Maps,8,a,det,0,6
6556178,dollars,5,a,quantmod,1,3
6556291,times,5,a,quantmod,1,3
6556298,times,5,a,quantmod,1,3
6556307,times,5,a,quantmod,1,3
6556319,days,3,a,det,0,1
6556344,times,5,a,quantmod,1,3
6556351,times,5,a,quantmod,1,3
6556391,years,10,a,det,1,8
6556396,times,5,a,quantmod,1,3
6556399,times,5,a,quantmod,1,3
6557206,days,3,a,det,0,1
6557430,paroxysm,2,a,det,0,1
6557450,chips,9,a,det,0,7
6557459,eggs,6,a,quantmod,2,3
6557802,dollars,7,a,quantmod,1,4
6558545,shillings,10,another,det,0,8
6558658,minutes,10,a,det,0,8
6559536,seasons,35,a,quantmod,2,32
6559847,omen,6,a,det,0,4
6560526,months,7,a,det,1,5
6560595,troubles,13,a,det,2,10
6560668,dollars,18,a,quantmod,1,13
6561207,years,7,a,quantmod,1,5
6561402,pairs,5,a,det,0,2
6561642,days,3,a,det,0,1
6562517,feelings,9,a,det,1,6
6562749,dimes,12,a,quantmod,1,10
6562901,shears,6,a,det,0,2
6564012,omen,6,a,det,0,4
6564388,crispies,8,a,det,0,5
6564693,eggs,8,a,det,0,5
6564773,days,4,a,det,0,2
6564781,troubles,13,a,det,2,10
6565994,years,9,a,quantmod,1,3
6566128,brushes,4,a,det,0,1
6567028,years,6,a,quantmod,1,4
6567517,parents,18,a,det,1,14
6567595,shapes,16,a,quantmod,1,13
6567754,weeks,5,a,det,0,3
6567794,massages,8,a,det,0,5
6568096,minutes,6,a,det,0,4
6568367,lessons,5,a,quantmod,1,3
6568407,thoughts,7,a,quantmod,1,4
6568424,ones,5,a,quantmod,1,2
6568439,vegetables,6,a,quantmod,1,4
6568806,levels,15,a,det,0,14
6568840,levels,9,a,compound,0,8
6568844,humans,7,a,det,0,3
6569194,species,14,a,det,0,11
6570282,scrub--,3,a,det,1,0
6570456,people,10,a,det,0,9
6570594,points,6,a,det,0,4
6570643,times,59,a,det,0,58
6570762,splashes,14,a,pobj,1,1
6570810,magistrates,3,a,det,0,2
6570897,seconds,8,another,det,0,6
6570973,people,8,a,det,0,7
6570994,powers,84,a,det,0,81
6571044,things,4,a,quantmod,1,2
6571140,equations,15,a,det,0,13
6571332,minutes,4,a,quantmod,1,2
6571435,times,7,a,compound,0,6
6571690,waves,6,a,det,0,3
6571748,years,5,a,det,0,3
6571851,minutes,8,another,det,0,6
6572346,examples,9,a,det,0,7
6572518,species,32,a,det,0,30
6572612,years,2,a,quantmod,1,0
6572655,weeks,6,a,det,0,4
6573003,children,5,an,det,0,3
6573113,attacks,9,a,quantmod,1,4
6573135,minutes,9,a,det,0,7
6573200,steps,5,a,det,0,3
6573561,sheets,5,a,quantmod,1,3
6574002,hours,12,a,quantmod,1,10
6574131,days,15,a,det,0,13
6574963,seconds,10,a,det,0,8
6575039,sk,8,a,det,0,4
6575196,conspirators,3,a,quantmod,1,1
6575222,minutes,10,a,quantmod,1,8
6576647,mistakes,31,a,det,0,29
6576682,stories,9,a,det,2,6
6576887,minutes,34,a,quantmod,1,32
6577154,vessels,4,a,quantmod,1,1
6577541,minutes,6,a,quantmod,1,4
6577643,words,15,a,quantmod,1,13
6577723,pounds,29,a,quantmod,2,26
6577780,remarks,32,a,det,0,30
6577845,companies,90,a,quantmod,1,88
6577967,words,9,a,det,0,7
6578234,products,102,a,det,0,100
6578744,shares,46,a,quantmod,4,41
6578756,shares,26,a,quantmod,4,21
6579005,police,26,a,det,0,22
6579192,females,18,a,det,2,15
6579532,men,31,a,quantmod,1,29
6579927,months,4,a,quantmod,1,2
6580762,weeks,28,a,det,0,26
6581773,remarks,2,a,det,0,0
6581819,thereabouts,5,a,det,0,2
6581894,cases,7,a,quantmod,1,4
6582068,proxies,6,an,det,0,3
6582471,times,5,a,det,0,3
6582715,benches,13,a,det,0,10
6582877,problems,6,a,quantmod,1,4
6582892,data,25,a,det,0,24
6582941,years,10,a,det,0,8
6583033,years,6,a,det,0,3
6583076,companies,5,a,det,0,2
6583128,proposals,4,a,quantmod,1,2
6583182,others,4,a,det,0,1
6583443,things,5,a,det,0,3
6583466,clerks,46,a,det,0,43
6583466,hours,156,a,det,0,153
6583503,keys,88,a,quantmod,1,86
6583503,keys,133,a,quantmod,1,131
6583573,works,4,a,det,0,3
6583573,works,12,a,det,0,11
6583633,years,7,another,det,0,3
6583682,weeks,62,a,det,0,59
6583687,pounds,12,a,quantmod,2,10
6583814,inches,53,a,quantmod,1,51
6583989,bellows,78,a,det,0,77
6584028,guys,9,a,det,0,7
6584124,months,8,another,det,0,6
6584443,homes,17,a,quantmod,2,14
6584788,minutes,23,a,det,0,21
6585023,years,17,a,quantmod,1,15
6585031,things,30,a,quantmod,1,28
6585356,weeks,12,a,det,0,11
6585362,tons,33,a,quantmod,1,31
6585972,redundancies,29,a,det,0,25
6586023,years,8,a,det,0,6
6586503,lay-,62,a,det,0,60
6586582,actors,17,a,quantmod,1,15
6586736,people,19,a,nmod,0,12
6586768,organizations,12,a,nmod,0,7
6586814,people,25,a,quantmod,3,22
6586903,representatives,19,a,det,0,14
6586931,people,8,a,quantmod,1,4
6587029,words,7,a,det,0,5
6587075,millennia,21,a,quantmod,2,19
6587238,times,15,a,quantmod,1,13
6587249,workers,18,a,quantmod,1,15
6587369,minutes,7,a,det,0,5
6587679,concerns,8,a,quantmod,1,5
6587879,weeks,4,a,det,0,3
6587889,days,9,a,det,0,8
6587993,slides,14,a,quantmod,2,11
6588122,specimen,2,a,det,0,0
6588210,groups,3,a,det,0,2
6588336,data,41,a,det,0,40
6588452,values,33,a,quantmod,1,31
6588685,formulas,7,a,det,1,5
6589028,quid,42,a,quantmod,1,38
6589127,observations,6,a,det,0,4
6589436,favours,13,a,quantmod,1,11
6589454,values,26,a,det,0,22
6589664,exams,11,an,det,0,10
6589688,supervisors,18,a,det,0,17
6589804,measures,3,a,quantmod,1,1
6589963,measures,2,a,det,0,0
6590151,observations,10,another,det,0,8
6590261,values,35,a,quantmod,1,33
6590423,boundaries,21,a,det,0,19
6590794,hours,21,a,quantmod,1,19
6590872,words,16,a,det,0,14
6591275,graphs,4,a,quantmod,2,1
6591569,months,10,a,det,0,8
6591606,houses,15,a,quantmod,1,13
6591774,points,7,a,quantmod,2,5
6591800,points,16,a,quantmod,2,14
6591808,points,21,a,quantmod,2,19
6592079,examples,5,a,quantmod,1,2
6592135,pounds,17,a,quantmod,1,14
6592182,possesses,57,a,det,1,54
6592302,cases,8,a,quantmod,1,6
6592337,years,52,a,det,0,50
6592524,shares,2,a,quantmod,1,0
6592727,communities,5,a,det,0,3
6592789,teachers,4,a,quantmod,1,0
6592795,pounds,7,a,quantmod,1,5
6592826,pages,5,a,quantmod,2,2
6592931,examples,5,a,det,1,3
6592972,data,1,a,det,0,0
6593044,'s,5,an,det,0,4
6593049,pounds,67,a,quantmod,1,64
6593065,weeks,15,a,quantmod,1,13
6593074,pounds,26,a,quantmod,1,23
6593080,pounds,17,a,quantmod,1,14
6593098,pounds,9,a,quantmod,1,6
6593178,years,119,a,det,0,116
6593376,lots,6,a,det,2,1
6593478,items,36,a,det,0,33
6593537,words,17,a,det,0,15
6593547,days,8,a,det,0,6
6593582,figures,53,a,compound,0,52
6593935,pounds,17,a,quantmod,1,14
6593986,hours,5,a,quantmod,1,3
6594820,weeks,18,a,det,0,14
6594943,days,27,a,det,0,25
6594943,days,32,a,det,0,30
6595002,tons,21,a,quantmod,1,18
6595115,reasons,17,a,quantmod,2,14
6595205,feet,16,a,quantmod,1,14
6595313,people,68,another,det,0,67
6595383,years,6,a,det,0,4
6595627,payments,24,a,det,0,22
6596024,times,12,a,quantmod,2,10
6596449,finals,16,a,det,0,14
6596511,remarks,13,a,det,0,11
6596529,years,11,a,det,0,9
6596593,pounds,42,another,det,0,40
6596994,pence,25,a,det,0,22
6597838,years,8,a,det,0,5
6597859,minutes,7,a,quantmod,1,5
6598350,miles,11,another,det,0,8
6598768,pounds,8,a,quantmod,1,6
6598791,tickets,7,a,quantmod,1,5
6599302,minutes,5,a,det,1,3
6599415,tickets,16,a,det,0,14
6599423,bills,35,a,quantmod,1,33
6600198,years,18,a,det,0,15
6600267,women,14,a,det,0,13
6600756,dollars,7,a,quantmod,1,3
6600865,years,2,a,det,0,0
6601381,tickets,8,a,det,0,5
6601857,minutes,7,a,det,0,5
6602054,blocks,4,a,quantmod,2,1
6602372,parentheses,3,a,det,0,2
6603157,trans,23,a,det,0,20
6603474,places,49,a,det,0,45
6603651,lines,4,a,det,0,2
6603683,levels,9,a,det,0,8
6603869,levels,8,a,det,0,7
6604067,changes,8,a,quantmod,1,6
6604267,miles,15,a,quantmod,1,13
6604531,weeks,8,a,quantmod,1,6
6604878,moments,6,a,quantmod,1,4
6604982,shells,13,a,det,0,11
6605205,years,3,a,det,0,1
6605274,ships,4,a,det,0,2
6605721,starts,31,an,det,1,18
6605978,shillings,13,a,quantmod,1,11
6606407,wars,13,a,det,0,10
6607396,organizations,23,a,quantmod,1,20
6607430,voices,7,a,det,1,5
6607776,PIECES,7,a,det,1,5
6608301,counters,8,a,quantmod,1,6
6608529,warheads,19,a,det,1,12
6608548,people,9,a,det,0,7
6608980,slates,9,a,det,0,5
6609132,teachers,14,a,det,0,13
6609298,minutes,20,a,det,0,14
6609425,people,7,a,det,0,6
6609486,expenses,31,an,det,0,29
6609495,minutes,8,a,quantmod,2,6
6609585,dollars,17,a,quantmod,1,12
6609678,Models,4,a,det,0,2
6610285,expenses,6,an,det,0,4
6610288,Troubles,4,a,det,0,2
6610355,dollars,10,a,quantmod,1,8
6610478,pictures,7,a,det,0,5
6610547,Volts,7,a,quantmod,1,4
6610900,summons,3,a,det,0,2
6611082,pounds,53,another,det,0,51
6611136,relationships,67,a,det,0,65
6611692,minutes,19,another,det,0,17
6611760,days,31,a,quantmod,1,29
6611803,scissors,4,a,det,0,3
6612116,scissors,8,a,det,0,7
6612270,weeks,5,a,quantmod,1,3
6612608,sausages,8,a,quantmod,2,5
6613198,dollars,5,a,quantmod,1,3
6613252,minutes,13,a,quantmod,1,11
6613264,dollars,10,a,quantmod,1,8
6613283,miles,2,a,quantmod,1,0
6613508,chairs,17,a,quantmod,1,15
6613664,people,79,a,det,0,78
6613875,minutes,6,a,det,0,4
6613888,sheets,18,a,quantmod,1,16
6614229,shapers,6,a,quantmod,1,4
6614235,problems,22,a,quantmod,1,20
6614289,lights,17,a,det,0,15
6614558,people,13,a,det,0,10
6615183,summons,3,a,det,0,2
6615894,houses,13,a,quantmod,1,11
6616044,Masters,3,a,det,0,2
6616128,years,2,a,det,0,0
6616414,words,6,a,quantmod,1,3
6616638,curves,5,a,quantmod,1,2
6616850,days,2,a,det,0,0
6616959,pinchers,4,a,det,0,2
6617003,examples,29,a,quantmod,1,27
6617049,minutes,5,a,det,0,3
6617243,flies,6,a,det,0,5
6617474,snakes,5,a,det,1,3
6617561,pounds,5,a,quantmod,1,3
6617578,sepoys,13,a,quantmod,1,11
6617603,videos,13,a,det,0,11
6617912,months,6,a,det,0,4
6618206,species,48,a,det,0,46
6618421,moments,11,a,quantmod,1,9
6618479,days,3,a,quantmod,1,0
6618632,hours,3,a,quantmod,1,1
6618717,tries,8,a,det,0,6
6618721,pints,7,a,det,0,3
6618975,crossroads,22,a,det,0,20
6619074,children,9,a,quantmod,1,7
6619466,bushes,6,a,quantmod,1,3
6619634,seconds,3,a,quantmod,1,1
6619832,times,5,a,quantmod,1,3
6620194,years,8,another,det,0,4
6620284,minutes,15,a,quantmod,1,13
6620315,potatos,9,a,quantmod,1,6
6620352,minutes,6,a,det,0,4
6620506,trees,2,a,det,0,0
6620913,cars,13,a,quantmod,1,9
6621086,chapters,13,a,quantmod,1,9
6621244,minutes,15,a,det,0,13
6621400,shoulders,16,a,det,1,13
6621432,years,8,a,quantmod,1,6
6621519,documents,5,a,det,0,0
6621563,days,2,a,det,0,0
6621578,infantrymen,5,a,det,0,3
6621602,courts,7,a,det,0,5
6621784,days,5,a,quantmod,1,1
6621992,moments,31,a,quantmod,1,29
6622086,yards,7,a,quantmod,1,4
6622422,dates,11,a,quantmod,1,8
6622732,cents,3,a,det,0,0
6623113,things,3,a,det,0,0
6623189,answers,13,a,det,1,10
6623741,tomatoes,5,an,det,0,0
6623815,ones,8,a,quantmod,1,6
6624081,chestnuts,6,a,det,1,3
6624149,weeks,7,a,quantmod,1,5
6624173,minutes,4,a,det,0,2
6624560,girls,4,a,det,1,2
6624582,bulbs,22,a,det,0,18
6624708,guns,9,a,quantmod,1,7
6624882,years,11,a,quantmod,1,7
6624986,examples,10,a,quantmod,1,7
6625241,minutes,5,a,det,0,3
6625529,sheep,12,a,det,0,10
6625567,days,5,a,det,2,1
6625654,months,2,another,det,0,0
6626582,measures,22,a,det,0,20
