sentence_idx,sentence
4443,My elizabeth called yesterday?
4444,Whose is all that?
4445,What did she say?
4446,Dunno
4447,"Oh, man."
4448,Who's been playing ping-pong with your face?
4449,They must've seen me on tv.
4450,The sky fell in on me.
4451,What did she say?
4452,A cloud caught me across the cheek.
4453,"Spencer, i gotta go."
4454,"So, why did you come to London?"
4455,It was fun being you.
4456,I come to run in the Marathon
4457,Take it easy.
4458,"Will you give me a straight answer, please?"
4459,What did she say?
4460,"Well, I 'ad to get out of Manchester"
4461,Wait a minute!
4462,'cos I was gonna get a beatin'
4463,What did she say?
4464,"And I come down 'ere, and I get a beatin'"
4465,Excuse me.
4466,Were you asking for it?
4467,Excuse me.
4468,No.
4469,Excuse me.
4470,I wasn't.
4471,Wait!
4472,They just came out of nowhere.
4473,Wait a minute!
4474,Honest?
4475,Wait!
4476,Yeah.
4477,Uhh!
4478,So what are you gonna do?
4479,Aah!
4480,What are you gonna do?
4481,Uhh!
4482,What are you gonna do?
4483,What's happening?
4484,Dunno.
4485,Why are we doing this?
4486,Might go 'ome for the weekend.
4487,The cops!
4488,"Well, there's no place like it."
4489,They must've seen me on tv.
4490,Might not come back.
4491,When were you on tv?
4492,Are you goin' back?
4493,When i made that catch you missed.
4494,Is that nice?
4495,"Th-Th-The cops w-Wouldn't shoot us,"
4496,Yeah.
4497,Would they?
4498,I'm puttin' the fun back in 'fundament'.
4499,"No, i don't think so."
4500,Are yer?
4501,You don't think so?
4502,"Well, I'll 'ave to go back sometime, won't I?"
4503,"Jimmy, what did elizabeth say?"
4504,And what about us?
4505,"Oh, i'm missing the game!"
4506,What about us?
4507,"What did she say, jimmy?"
4508,Do you hate me?
4509,What?
4510,Fuck off!
4511,What?
4512,My mam was seven years younger than you when she had me.
4513,What?
4514,- Don't.
4515,What are you following' me for?
4516,- What?
4517,"We get busted, man, you're gonna get"
4518,Just...
4519,In trouble.
4520,"Well, she was!"
4521,Get out of here!
4522,"I'm full o' shit, aren't I?"
4523,"Well, i can't get arrested"
4524,Sometimes
4525,"Running with an escaped con, can i?"
4526,"Yeah, well, it's all right, I've had it all kicked out of me now"
4527,Maybe.
4528,Oh?
4529,Maybe?
4530,Good
4531,!
4532,What if God just put us 'ere for his own entertainment?
4533,He's not down there.
4534,That's all we are.
4535,He's probably up the ramp.
4536,Just somethin' for 'im to 'ave a bit of a laugh at.
4537,Jimmy.
4538,"Could be, couln'n't it?"
4539,Did elizabeth say to tell me anything?
4540,If you think about it.
4541,Where did--Where did she call from?
4542,Give us your right 'and.
4543,"Oh, i don't know, man."
4544,Other way up.
4545,I didn't talk to her.
4546,What's that?
4547,You didn't talk to her?
4548,That's funny to me
4549,No.
4550,"You're daft, you"
4551,Well--
4552,It's toilet humor
4553,"No, don't pitch to him!"
4554,"Will you give me a cuddle,"
4555,Walk him!
4556,Johnny?
4557,"Damn it, he got a hit."
4558,Yeah.
4559,The angels are gonna score.
4560,"If no one tells me what's going on, then how am I supposed -"
4561,"Well, who talked to her?"
4562,"I don't understand, Johnny!"
4563,"Uh, jewel talked to her."
4564,- 'Ow was Zambia?
4565,Walter's jewel?
4566,- It was Zimbabwe!
4567,"Yeah, walter's jewel."
4568,"I went to Zimbabwe with my wanker boyfriend, my ex..."
4569,"Hey, she's one hot lady, you know that?"
4570,What did I do wrong?
4571,Last night we did it.
4572,Did you see any big animals?
4573,Come on.
4574,Yes!
4575,Wh--Wait!
4576,We saw elephants and rhinos and zebras and lions and vultures...
4577,"You mean,"
4578,Did you see any monkeys?
4579,I slept with walter's daughter?
4580,We saw many monkeys.
4581,Yeah.
4582,And were they cheeky?
4583,"Well, how was i?"
4584,"Oh, it is not good for me, is it, all this, in my condition?"
4585,You were great!
4586,"Well, yes, no, yes..."
4587,I knew i could be great in bed.
4588,It's not good for me.
4589,Ha ha!
4590,It's not good for you.
4591,Ha!
4592,"It's not good for any of us, it's utterly..."
4593,Hey!
4594,"Oh, excuse me for living!"
4595,That's him!
4596,"Is, is this it, Johnny?"
4597,"Come on, let's get out of here."
4598,- Is it?
4599,"Hey, guys, stop!"
4600,- Is what it?
4601,"Come back, damn it!"
4602,"Oh, I can't bear it!"
4603,"Hey, you got a credit card?"
4604,Right!
4605,Yeah.
4606,I'm off!
4607,Give it to me.
4608,Off your trolley.
4609,"Ah, sweet."
4610,"Oh, don't fuckin' take a piss out of me you bastard!"
4611,!
4612,Ahh!
4613,You don't know!
4614,Damn it!
4615,All I want...
4616,I can't--I can't believe it.
4617,Nobody has any...
4618,"I can escape out of jail,"
4619,Can you just please try...
4620,But i can't escape out of a damn ball park.
4621,I've 'ad enough.
4622,"Oh, i guess i'll just go back to jail."
4623,This is a nightmare!
4624,That's all.
4625,"Sophie, if you just try and pull yourself together"
4626,I'll just go back.
4627,- Where are you going?
4628,"...number 19, right fielder, dante bichette."
4629,- I don't know
4630,"Man, we know you in there."
4631,Why don't you come in and have a lie-down?
4632,"Come on, man!"
4633,I don't care!
4634,Unlock the door.
4635,Sophie!
4636,Come up here and hold onto me
4637,"- Here's the key - Well, I don't wan' 'em!"
4638,Before i change my mind.
4639,Well I don't fuckin' want them!
4640,"Go ahead, change your mind,"
4641,I'm not a social worker!
4642,Change your mind.
4643,"Look, Sophie."
4644,Come on!
4645,Don't be fuckin' stupid!
4646,"Come on, come on!"
4647,"What's the point, Louise?"
4648,I'm coming!
4649,Sophie!
4650,"I always got as in gym,"
4651,I'm sorry
4652,But this could be ridiculous.
4653,Johnny
4654,It is ridiculous!
4655,You all right?
4656,This is a mistake!
4657,I'm goin'
4658,Aah!
4659,Where?
4660,"Yes, it is!"
4661,Work.
4662,Ooh!
4663,To 'and my notice in.
4664,Uhh!
4665,"Then I'm comin' back 'ere, I'm packing me bags, and I'm goin' 'ome."
4666,Yeah!
4667,D'you wanna come?
4668,"That was different, spencer."
4669,- Today?
4670,Ho!
4671,- Yeah.
4672,Ho!
4673,- Are you serious?
4674,Ha ha ha!
4675,- Yeah.
4676,"Hey, you all right?"
4677,- 'Ow?
4678,Yeah.
4679,- Bus.
4680,That was-- That was batman!
4681,"- Well, 'ave you got enough dough?"
4682,Yeah.
4683,- Yeah.
4684,"Hey, we can still hear the game"
4685,- 'Cos I've not got nothin' - I know.
4686,On the radio.
4687,D'you think you can make it?
4688,"Come on, man, let's get in the car."
4689,Don't know.
4690,And it's strike 3!
4691,"Well, if you dpn't, we can stay 'ere until tomorrow."
4692,And the cubs have won it!
4693,See you later.
4694,The 1990 world champions are the...
4695,Can you leave us a few fags for cancer research?
4696,They did it!
4697,Here are your...
4698,They won!
4699,I was actually hoping that the air could...
4700,All i can say is
4701,What are we gonna do about all this...
4702,"Holy cow, joe, holy cow."
4703,"I dunno, Sandra."
4704,"I mean, you're witnessing history."
4705,"Look, I'll see you in a couple of hours."
4706,The first time since 1908
4707,Fine.
4708,The cubs have won the world series.
4709,You will come back?
4710,"I repeat, the cubs have won the world--"
4711,"Yeah, of course I will"
4712,Why are you turning it off?
4713,Because I need...
4714,They won.
4715,"You'll be all right, won't you?"
4716,It's over.
4717,"Will I be all right, love?"
4718,The weekend's over.
4719,I'm going to get the bath cleaned.
4720,...new world champions!
4721,"You all know what it does to you and yet you still insist on doing it, so... do it."
4722,Was it so bad being me?
4723,Smoke yourself to...
4724,"God, no."
4725,"Well, birds do it, bees do it."
4726,..high heaven.
4727,"No, i liked it."
4728,"Can you tell me something, love?"
4729,Everybody listened to me.
4730,Is it true that some babies are born covered in fur?
4731,They took me seriously.
4732,Up.
4733,"Jewel, too."
4734,Thank you.
4735,She took me seriously.
4736,And you know at birth when they cut the umbilical cord?
4737,I like her.
4738,"What would happen if, well, if it was never cut?"
4739,She was nice.
4740,I don't need this.
4741,"Yeah, i dug her."
4742,I just...
4743,I just wonder if she'll like me as jimmy dworski.
4744,"Well it would be embarrassin', wouldn't it?"
4745,"Oh, yeah."
4746,Specially at my age.
4747,Yeah?
4748,Why do you feel the need to take the piss?
4749,"Well, you know, if the cubs can win the world series,"
4750,I'm not takin' a piss.
4751,"Anything's possible, right?"
4752,"It's nice, that -"
4753,"Yeah, that's right."
4754,Where it is from?
4755,All right.
4756,"I don't know, it's something my dad..."
4757,Now i just gotta think
4758,"Now you see,"
4759,How to break back into prison.
4760,"Sophie just turned that to the wall, she's got this kind of an irritating proclivity for negation -"
4761,Break back into prison?
4762,"I suppose she thinks it's progressive, or somethin'."
4763,Why would you wanna do that?
4764,What is your problem?
4765,I got to.
4766,Nothing.
4767,"I escaped,"
4768,What is your problem?
4769,Now i gotta break back in so i can be released.
4770,All these silly questions and...
4771,I found it!
4772,"Well, look, I've never met a nurse before, and"
4773,It was in my filofax.
4774,"I'm just interested in, well, in life."
4775,Let's try them.
4776,"I mean, d'you think it's worth savin'?"
4777,They should be in their car by now.
4778,Of course I do.
4779,Let me ask you something.
4780,How the hell are you gonna
4781,"But there is a time and a place, and actually this isn't the time or..."
4782,Get back into that prison
4783,The place?
4784,With all the photographers
4785,No.
4786,And reporters there?
4787,And this is where I...
4788,I can't believe i never thought of that.
4789,Live?
4790,Why didn't i think of that?
4791,"Yes,"
4792,Hello?
4793,- and I'm not feeling very...
4794,"All right, spencer."
4795,- Sexy?
4796,Jewel and i want to know
4797,"Comfortable, actually."
4798,What the hell is going on.
4799,I'm not feeling very comfortable.
4800,Elizabeth!
4801,"Well make yourself comfortable, love."
4802,Where are you?
4803,Or slip into something more... comfortable
4804,I'm at walter's.
4805,My bath!
4806,Where?
4807,Answer me.
4808,"Hot toast... hot milk.. hot-water bottle bed, sleep."
4809,What is going on?
4810,D'you like me?
4811,"Elizabeth, i lost my filofax."
4812,"I don't know you, so..."
4813,You what?
4814,D'you find me attractive?
4815,And i quit my job.
4816,"Well, listen, love, it's like this - I find you attractive."
4817,"Spencer, are you serious?"
4818,Very attractive.
4819,What?
4820,Enough.
4821,Elizabeth...
4822,I've had enough.
4823,I miss you so much.
4824,It comes at me from all angles.
4825,I-I-I have so many things to tell you.
4826,You... all of you just... it's the tin lid...
4827,"But mo--The most important thing is,"
4828,When... how will the world ever...
4829,I love you.
4830,End.
4831,I love you.
4832,Yes!
4833,I--
4834,Best watched using Open Subtitles MKV Player
4835,"Spen--I love you, too."
4836,"For highly regulated industries like finance, healthcare, and pharmaceuticals, social media can pose unique challenges as companies must abide by strict rules that govern what they can communicate to the public, clients, and stakeholders."
4837,Would you ask my spencer
4838,The HootSuite dashboard can play a key role in keeping your company's social media compliant with industry regulations.
4839,If we're still on for tomorrow?
4840,"The first step towards compliance is initiating a company-wide social media policy for interacting with the public via social media, so your employees can understand what they need to do to stay compliant."
4841,"Spencer, jewel wants to know"
4842,"The second step is ensuring that you have the right technology available, including the ability to approve messages before they are sent to the public, and archive your messages according to regulations that require you to keep copies of communications for years."
4843,If she and the spencer who caught the ball
4844,"HootSuite understands this challenge, and has partnered with Global Relay, a leading enterprise archiving provider to make you social media compliant."
4845,Are still on for tomorrow.
4846,"With HootSuite Enterprise, you can create customized workflows to support your internal policies, such as pre-approving messages for maximum security."
4847,Are you and jewel on for tomorrow?
4848,"Using Limited Permissions, team members can share searches and draft messages, but not publish."
4849,"Oh, jeez."
4850,"A best practice is to have a small qualified group responsible for the approval of messages, to make sure that all published messages are in line with your policy."
4851,I don't know.
4852,"Together with Global Relay, every message that you send through the HootSuite compose box is archived, regardless of what device you're using."
4853,I don't know.
4854,This means that messages from all of your connected social networks are easily reviewable by your company's compliance team and by industry regulators.
4855,"Spencer, how am i gonna break back into prison?"
4856,It's important to note that messages published in stream are not archived as they are not sent through the main compose box.
4857,Wait a minute.
4858,"To activate Global Relay, contact your account manager, who will turn it on for the first super admin of your organization."
4859,Wait a minute.
4860,A HootSuite Organization using this integration must be setup to own all the social networks that teams will be posting to in order to successfully archive messages.
4861,"Oh, my god."
4862,"Once you are set up, any team member that posts using HootSuite will automatically have their messages archived into the Global Relay system, providing outbound solutions for your social media."
4863,Yes!
4864,"To set up inbound solutions for messages on Twitter and Linkedln profiles, you will need access to the Global Relay portal, which your account manager can go over with you."
4865,Yes!
4866,"If you need to find a social media message,  you can access it through your Global Relay dashboard, and you can easily search for messages by subject, sender, time frame, and more."
4867,They are on for tomorrow.
4868,The HootSuite and Global Relay partnership gives you a 360 degree view for your social media messages and easily integrates your social media archive with existing email and chat archives.
4869,Yes.
4870,Justinguitar.com Completely FREE onli ne guitar lessons
4871,"Yes, you're on."
4872,Lesson ID:
4873,You're on.
4874,ST-515 Three Little Birds
4875,We are?
4876,Hi!
4877,"Oh, great!"
4878,How are you doing?
4879,Ah!
4880,Justin here!
4881,Yes!
4882,In this lesson today we're  going to be checking out the song
4883,How about you and me going to hawaii?
4884,"""Three Little Birds"" by Bob Marley"
4885,"Oh, if we leave tonight."
4886,We're going to doing a super super easy guitar version
4887,We will.
4888,"This song only uses the chords A, D and E"
4889,"Why, for the first time,"
4890,"- which if you're doing my beginners course, which I imagine some of you are"
4891,Do i really believe you?
4892,- you'll find that they're the first three chords you learn
4893,"Because, like my pal here says,"
4894,It's also really easy to strum
4895,I got a lot of free time.
4896,You can kinda jazz up the strumming a little bit if you want
4897,My calendar is blank.
4898,- or you can strum it really simply and it sounds really nice.
4899,"In fact, i don't even have a calendar."
4900,Mainly because the melody is so good
4901,We leave tonight.
4902,I'm gonna go through not just the chords
4903,"But first, there's something i have to do."
4904,- but some little tips on how to change  between them as well
4905,Yeah.
4906,The sort of things you should be  checking out
4907,Debbie?
4908,I'm just going to play it  for you to start off
4909,I'm sorry.
4910,Starting off with an A chord
4911,Spencer!
4912,- we're just going to be doing four down-strums per bar for now
4913,"Oh, spencer!"
4914,And then I'll show you how you can get the strumming a bit cooler later on
4915,"Oh, hi, there."
4916,So if we have this
4917,Oh.
4918,Hello everyone how are you?
4919,Oh.
4920,I hope you are doing fine.
4921,Thank you.
4922,Today in our intermediate class number two we are going to be talking about the past.
4923,The warden's expecting us.
4924,"To be more specific, we are going to be talking about how to describe somethings we did or happened in the past."
4925,Just pull over there in front of that guard.
4926,Very often the verbs in the past end in ED.
4927,I'll call the warden.
4928,These are called regular verbs because they always end the same way ED.
4929,here are some examples in the present:
4930,Father barnes.
4931,In the past:
4932,That's quite a car.
4933,Very good.
4934,It was a very kind donation to the parish.
4935,Let's see some more examples using the regular verbs:
4936,A red lotus.
4937,"The mind wants to help you, Yeah?"
4938,"Do you pray, my son?"
4939,And mind wants to help you.
4940,"Not as much as i should, father."
4941,'Listen I help you.
4942,I can see it in your face.
4943,"You have to go behind, eh?'"
4944,What is your given name?
4945,And then you cant get under.
4946,"Oh, captain toolman."
4947,Stuck.
4948,I hope you can help us.
4949,No Excuse
4950,"Well, i'm not alone."
4951,Satsang with Mooji New York Oct 2008
4952,"No, i-I understand."
4953,There is no behind.
4954,"No, i mean i brought someone with me."
4955,You are already behind here.
4956,Jimmy dworski's mother.
4957,Everything is taking place in your presence.
4958,Ehh!
4959,Otherwise you have nothing to see.
4960,Ehh!
4961,Even the struggles are in front of you.
4962,Oh.
4963,"Even that which says 'I must go behind', is also in front of you."
4964,"Mrs. Dworski, captain toolman."
4965,"Don't imagine yourself, you know, on a sort of..., I don't know, an obstacle course or something."
4966,"Oh, sir."
4967,Don't imagine anything about yourself.
4968,I hope you can help me.
4969,"Whatever you're talking about, is just taking...,"
4970,I'm so worried about my poor jimmy.
4971,I wonder if you get this.
4972,What are you gonna do?
4973,This has got to be...
4974,"Well, uh, we'll send for somebody."
4975,This is the best thing I can share with you.
4976,Ohh.
4977,"If you have to throw everything else I've said out of the window,"
4978,Where in the hell is jimmy at?
4979,let this stay with you just for a moment.
4980,We can't keep this up all night.
4981,Let it keep whispering to you until you wake up to it.
4982,"Warden, over bullhorn:"
4983,"You are that in whose presence even the highest achievement, hmm?"
4984,appears in front of you and might blow away into infinity and nothing touches you.
4985,"all right, gentlemen,"
4986,There is nothing for you to do.
4987,Listen up.
4988,But the seeing of this must digest itself.
4989,"Now, this is the warden."
4990,It cannot just slashing about in your... head.
4991,"Now, we have a professional mediator here"
4992,"You have to be one with this seeing, eh?"
4993,Who'd like to talk to you.
4994,"I'm saying this- which you are already, but somehow I want to focus on this."
4995,A mediator?
4996,Are you getting it?- what I am speaking.
4997,He's with jimmy's mother.
4998,Maybe you think I'm talking about an action that needs to be taken.
4999,Jimmy's mother?
5000,But I am not talking about an action that needs to be taken.
5001,Bad news.
5002,"All right, father."
5003,Imagine the highest action you can take!
5004,"The most noble, the most refined, hmm?"
5005,She's all yours.
5006,"Even a prophet's action, eh?"
5007,"Spencer, over bullhorn:"
5008,Will it not occur in the presence of that deeper seeing which already is?
5009,"hello, prisoners."
5010,What position must the infinite get into to see?
5011,This is father barnes.
5012,Could it be this?
5013,"I'm here with jimmy's mother,"
5014,Could it be this simple?
5015,Mrs. Dworski.
5016,"'Surely it cant be this simple, what are you talking?'"
5017,This must end!
5018,Could it be this simple?
5019,We want to come in and talk to you.
5020,"We are already so much identified with the journey-er, the journey-er who has been practicing and doing things."
5021,"J.B., Over bullhorn:"
5022,This is also valid within the dream!
5023,no way.
5024,Within the dream this is valid.
5025,We're not lettin' anyone in.
5026,"Every step, every mile, every inch is valid, progress, in the dream."
5027,That's right!
5028,"I am not calling you to dream more,"
5029,Especially a mother!
5030,I'm calling you in your awakefulness.
5031,"If you let us in,"
5032,"What you are paying attention to, hmm?"
5033,"the highest striving itself, hmm?, belongs to the dream of existence."
5034,Is it too big for you to take it?
5035,The warden will promise complete forgiveness.
5036,"This understanding made its home in this little body, hmm?, maybe to demonstrate:"
5037,No punishment.
5038,'Look!
5039,What?
5040,"This guy is nothing special', eh?"
5041,Better food.
5042,"'Just like you, he is drinking Coca Cola and looking around'"
5043,Better food.
5044,Ah?
5045,Better what?
5046,"'No long attention span, look at him!'"
5047,What?
5048,"'He got it, he saw it'."
5049,What does--
5050,"So, you have no excuse!"
5051,"""Cast ye loaves across the water"
5052,The infinite is saying:
5053,"And they will return to the shore."""
5054,"'Look, you know, even in this body I'm showing you the obvious'"
5055,And i promise you better food.
5056,What is your excuse?
5057,"Yeah, all right."
5058,You are That.
5059,What--What the hell.
5060,You are beyond and behind all appearances as the still imageless Seer
5061,Maybe we should let 'em in.
5062,You are that in whose presence even the highest achievement appears in front of you and might blow away into infinity.
5063,Hey!
5064,And nothing touches you.
5065,What about jimmy?
5066,"The Universidad Politécnica de Valencia is part of the European project ""SUPORT"" and it's right here the project's first meeting is being held."
5067,"No, no, we can't give up."
5068,The project has just started and it has two years to go.
5069,Jimmy's a homey.
5070,"The Universidad Politécnica de Valencia is hosting the first meeting of the European project ""SUPORT""."
5071,"Yeah, yeah."
5072,"An initiative that expects to bring closer together SMEs and universities, and vice-versa."
5073,Forget it!
5074,The objective is that the results of university research reach businesses for their development.
5075,"Y'all try to come in here,"
5076,"""What we're trying to do is to break down the barriers that exist nowadays regarding SMEs who cannot easily get access to the results of universities' research."
5077,We'll kill him dead!
5078,"Then, in the university we do a lot of research, a lot of results could be very interesting for SMEs, but, one way or another, they don't make it to the SMEs."
5079,Help me!
5080,"So, they end up staying in the university, they get pretty dusty, and they remain stuck there... ... we want these results to get into the hands of the SMEs."""
5081,I don't wanna die!
5082,The project will initially consists of the analysis of the current problems of communication between companies and universities and based on the results of the analysis a plan will be laid out to bring them closer together.
5083,"Help me, man!"
5084,"The project is coordinated by Ireland and has partners in Germany, England, France and Poland in addition to the Universidad Politécnica de Valencia."
5085,"I'm scared, man!"
5086,The big will stop to rule when the small will stop to crawl.
5087,Help!
5088,(Schiller)
5089,I say we use the tear gas
5090,"The financial market supervisory authority has been informed that the ""GEA Savings Association"" has accepted money from customers and has paid or is paying them interest in return."
5091,And flush 'em out of there.
5092,"Moreover, the financial market supervisory authority has been informed that in order to finance a solar power station customer money has been accepted."
5093,No!
5094,If somebody conducts banking business without the required licence he will be fined up to EUR 50.000.
5095,What was that?
5096,The story behind this is as follows.
5097,They say they have a color tv
5098,In 1999 I was summoned by the Upper Austrian Savings Bank.
5099,For lebradford brown.
5100,"And the director of this bank, Herr Heiter, wanted to reduce my credit line from 12 million Schilling to 7 Million Schilling."
5101,Is that part of the strategy?
5102,I was sure that if I go there and tell him how extremely well our business is going he will revise this decision.
5103,Home shopping club.
5104,Our business was going so well because back then we started with those GEA catalogues.
5105,I used your credit card.
5106,And that was received so well that our sales increased by 40%.
5107,"Yes, yes."
5108,In 1999 we made 5 million Schilling profit.
5109,We did.
5110,It was in October 1999 that I was summoned by that bank manager.
5111,We ordered that.
5112,And he thought it was fun to tell me that owes me no explanation whatsoever when he reduces my credit line.
5113,Captain.
5114,"He can reduce my credit line if he wants, and that's the end of it."
5115,What?
5116,For a while I did not want to believe that my attempt to convince him had been in vain.
5117,What now?
5118,"But then I drove off, really angry."
5119,The governor's mediators are here.
5120,And I resolved that the number one priority in my company was now to become independent from banks.
5121,H-How many mediators
5122,"And becoming independent from banks, back then, meant for me to become free from debt."
5123,Do they think we need?
5124,2003 we cleared off all our debt.
5125,Shit.
5126,And I saw that the business was running well; all balance sheets were positive.
5127,You have no idea...
5128,All warehouses and buildings were paid off.
5129,How much i understand...
5130,I saw this as a sign of highest creditworthiness.
5131,What you're going through.
5132,And then I started to ask friends and relatives whether they wanted to invest part of their savings with my company.
5133,"Oh, look at her, man."
5134,I was willing to pay them the same interest I would have to pay to the bank.
5135,She look like the missing link.
5136,That's 4% interest which we pay every December.
5137,I think she's kinda cute.
5138,"And step by step, the money increased."
5139,"Yeah, you would."
5140,"And with those deposits from our customers, we were able to develop our company really well."
5141,Forget it!
5142,To tell you the result:
5143,No one's coming in!
5144,Between 2003 to today we created 100 jobs in the Waldviertel crisis region.
5145,"Warden toolman,"
5146,"Without these deposits, this would not have been possible."
5147,We're from the governor's office.
5148,"Because due to Basel Il, it has become increasingly difficult for small companies to get money from banks."
5149,"How do you do, gentlemen?"
5150,You can't get money anymore for stock of merchandise.
5151,Agent jackson.
5152,I asked the Raiffeisen banker in Schrems:
5153,"Pay attention, boys..."
5154,Does anybody else want a biscuit?
5155,"""What do you think I should do if we we don't get credit for our expensive stock of merchandise anymore?"""
5156,"Captain, we were"
5157,Why can't you give us credit for that anymore?
5158,Specifically instructed
5159,And he said:
5160,Not to make any promises
5161,"""Well, you could inflate the true value of your stock."""
5162,To the inmates.
5163,Yes please.
5164,We've been told to interrupt the proceedings
5165,And I answered:
5166,might as well.
5167,"""Well, of course I could."
5168,And take over the situation.
5169,But don't you relalize that you are insulting me right now?
5170,"Let me in, goddamn it."
5171,You know that for 20 years I have not manipulated the value of my stock.
5172,What the hell is she doing?
5173,"Just because you now have to follow new regulations, that does not mean you have the right to insult me."""
5174,She's signaling.
5175,But it's like this:
5176,"Well, how she know our signals?"
5177,The bank employees have to follow the regulations.
5178,She ain't no homey.
5179,He can't give me credit for my stock of merchandise anymore.
5180,Steal home?
5181,That meant that the customer deposits become more and more vital to us.
5182,Intentional walk?
5183,"Thanks to these deposits, we could develop the business in ways that would not have been possible with banks."
5184,Go home?
5185,"So over the years, the volume of deposits rose to about a Million EUR."
5186,Let me in.
5187,"In Fall 2008, Lehman Brothers went bankrupt."
5188,That ain't no missing link.
5189,Shortly afterwards
5190,That's jimmy!
5191,"Ergee, a company that used to produce socks and stockings in the Waldviertel region, went bankrupt."
5192,Jimmy!
5193,"And fromt their bankruptcy assets, we wanted to to buy a large warehouse."
5194,Yeah!
5195,"In our magazine,"
5196,It is jimmy!
5197,"I wrote a short notice that we wanted to buy this warehouse, and that there is ""GEA Savings Association""."
5198,"Father, what is she doing?"
5199,"""GEA Savings Association"" is our nickname for the account where our customers make their deposits."
5200,She is doing a special prayer
5201,So I wrote:
5202,That i taught her.
5203,"""If you are interested in financing this warehouse please contact us."
5204,Excuse me.
5205,There is this 'savings association' where you can deposit your money.
5206,We're going to go in.
5207,"Anyway can we after, they, they wanted a few predictions."
5208,"No, look."
5209,"We pay you about the same interest as we would pay to the banks."""
5210,What was the next thing they also want?
5211,Ok.
5212,Many of our investors think that we are the friendlier place for putting their money.
5213,"Uh, they can come in."
5214,Many think we are a save haven.
5215,But only the mother and the father.
5216,So I wrote:
5217,"Jimmy, woman's voice:"
5218,"""I thank you for your trust."
5219,close it.
5220,"Welcome to join us."""
5221,Close it!
5222,"And in no time, we got EUR 500.000."
5223,"Oh, where's my jimmy?"
5224,"With this money, we bought the warehouse and started to renovate it."
5225,Where's my jimmy?
5226,But there were more people who wanted to invest with us.
5227,"Right this way, mrs."
5228,To one of them I replied:
5229,Dworski.
5230,"""Thanks, but we don't need your money right now."""
5231,Ohh... did you see that catch i made?
5232,He answered me:
5233,"Oh, these heels are killin' me."
5234,They want  a spread of expenditure for the contract works  So what we agreed with them is that we will forthwith start sending them client reports  and  I've asked them if they will report back to us whether the client reports are in the form they want them.
5235,"James, what took you so long?"
5236,"Because we feel that the client repor Some within the management team feel that the client reports, as we are proposing to issue them are heavy."
5237,"Oh, i was at the hairdresser"
5238,"""My bank has never said that to me."""
5239,In other words there's too much information in them.
5240,So I asked him:
5241,"So they've agreed to cooperate with us in er putting together a client report or, or, or, or devising client reports which have a minimum of information but the information that they require."
5242,Or i'd been here earlier.
5243,Not the information that we think they require.
5244,Hey!
5245,An and I'd like that team briefing as well.
5246,No hair jokes.
5247,"Cos it's quite disappointing that we actually er agreed that we'd start issuing client reports about two months, and as far as I'm aware nobody started issuing them."
5248,"Oh, this is for you, heavy g."
5249,Leeds North Wes
5250,"God, get me out of these clothes!"
5251,gonna have to wait for the erm
5252,It's so hard to be a woman.
5253,No.
5254,"All right, shut up."
5255,That's done.
5256,Shut up.
5257,That's all done?
5258,I'm gonna keep the nails.
5259,"A a apart from Chris and Bill, I've sat down with all the M S fours an and been through the changes to the appointment contract, and how they now erm form the basis of the er interim client report."
5260,Yeah!
5261,"Th the, the, the interim client report is ready I mean you could use it today."
5262,Yeah!
5263,Erm if that's what people .
5264,Should i keep the nails?
5265,"Er if you like when I go through it with Chris and Bill, I'll you know invite you in and we'll we'll, we'll, we'll ."
5266,Yeah!
5267,you say.
5268,They're you.
5269,Well so in other words you haven't done the bridge office?
5270,"Hey, spencer!"
5271,That's right.
5272,Come here.
5273,Yeah.
5274,"Hey, guys, this is"
5275,Because they weren't available when
5276,"Spencer barnes, my friend."
5277,Yeah.
5278,"Hey, man."
5279,"when I did everybody else and erm I, I"
5280,Good work.
5281,Oh yeah.
5282,You got us in.
5283,I'd like to be in on that.
5284,"You know,"
5285,Yeah.
5286,That debbie's a talented girl.
5287,"Er but  but the report, er the database has now been rationalized in accordance with the paper I've put to you."
5288,"Yeah, she is."
5289,Yeah.
5290,"Oh, she gave me her number."
5291,The appointment contracts and variations have been changed in accordance with the paper I've put to you.
5292,She wanted to make sure you had it.
5293,The sort of Toytown Railway example is now up and running.
5294,Here.
5295,"The interim client report which I showed as, again as an example which I provided you a copy with, is now available."
5296,"Yeah, she--She's a nice lady."
5297,So effectively you've had that information all you've actually got to do is to make sure that the text within the general notes of the
5298,"Yeah, she's good, isn't she?"
5299,Mm.
5300,"Well, you take care of yourself"
5301,database is relevant and then on all open projects your clerks can produce these reports for your project coordinators to sign off.
5302,And try to stay out of trouble.
5303,"The only problem is that the first time you do it for each project if it's a ne if it's a an old project, then we are going to have to put something in  the field which summarizes the total remit for the whole of the group to date."
5304,"Oh, really, man."
5305,Er a and that's a one off exercise
5306,And thanks.
5307,"I, I think we should let old projects run the, run the course frankly."
5308,Look me up when you get out.
5309,Well  you can't do that with bridge projects Jim.
5310,Ok.
5311,Y you can in
5312,I get out in about 20 minutes.
5313,Well no.
5314,"In that case, forget it."
5315,No.
5316,Forget it!
5317,your office but you can't do it
5318,I don't want to see him.
5319,We'll put in large ones but I mean I've got a you know
5320,"Good luck, jimmy."
5321,All right.
5322,"""Please, can we write down your address?"
