dep,idx,noun,verb
compound,10023786,kg,event
compound,10025340,years,term
compound,10026171,meters,length
compound,10026359,envelopes,problem
compound,10026581,minutes,version
compound,10030621,months,detention
compound,10030639,hours,broadcast
compound,10034159,supplements,program
compound,10034553,times,Nielsen
compound,10034637,months,laste
compound,10034974,thirds,majority
compound,10036000,times,Minister
compound,10036687,years,service
compound,10037292,years,agitation
compound,10038288,ships,totaling
compound,10039288,euros,turnover
compound,10040332,years,service
compound,10040728,Cents,TV
compound,10041550,metres,record
compound,10042774,metres,relay
compound,10042775,metres,relay
compound,10044067,times,team
compound,10044145,feet,elevation
compound,10044325,meters,length
compound,10044532,hours,drive
compound,10044860,months,time
compound,10045234,cm,diameter
compound,10045260,years,term
compound,10045297,bhp,engine
compound,10046071,points,decision
compound,10046083,odds,deficit
compound,10046247,Nations,Championship
compound,10047331,years,experience
compound,10049035,intersects,SR
compound,10049647,Seasons,Care
compound,10049649,Seasons,Care
compound,10049703,feet,level
compound,10049719,kg,son
compound,10050239,kg,division
compound,10051122,years,training
compound,10051419,opponents,UCLA
compound,10051577,Stooges,movie
compound,10052006,darts,game
compound,10052511,Albums,chart
compound,10053405,yards,pool
compound,10053672,acres,site
compound,10053813,weeks,jail
compound,10053900,pieces,Azure
compound,10054424,blues,album
compound,10054460,months,imprisonment
compound,10054470,years,imprisonment
compound,10054479,years,imprisonment
compound,10054607,MHz,frequency
compound,10055840,years,principal
compound,10055908,years,agreement
compound,10056846,Cannes,Festival
compound,10057246,months,time
compound,10057905,years,imprisonment
compound,10058648,Flowers,Festival
compound,10058872,times,winner
compound,10059645,kilometers,east
compound,10059852,km,west
compound,10060543,Escadrilles,PS.125
compound,10061646,degrees,latitude
compound,10062170,days,opening
compound,10062753,arms,interlocked
compound,10062758,arms,interlocked
compound,10063214,metres,progression
compound,10063280,months,service
compound,10063397,metres,event
compound,10063814,DJs,list
compound,10063820,metres,event
compound,10064451,metres,event
compound,10064606,views,formula_157
compound,10064795,kg,category
compound,10065191,sidings,branch
compound,10065458,years,BP
compound,10066145,years,history
compound,10066241,thirds,majority
compound,10067241,children,family
compound,10067739,Cents,Worth
compound,10068470,Nations,Championship
compound,10069474,Steelers,camp
compound,10070115,lb,center
compound,10071133,years,probation
compound,10071545,years,absence
compound,10072588,Cannes,Festival
compound,10074211,components,balance
compound,10074338,miles,zone
compound,10075001,Constituencies,Referendum
compound,10075504,men,understrength
compound,10075521,years,imprisonment
compound,10076915,watts,daytime
compound,10077003,choirs,festival
compound,10077503,times,champion
compound,10078554,m2,surface
compound,10079818,hours,day
compound,10080046,Lies,Bush
compound,10080593,Oldies,format
compound,10080790,kilometres,southwest
compound,10081162,thirds,majority
compound,10081167,thirds,majority
compound,10082253,Faces,East
compound,10082560,Under–18,Week
compound,10083729,watts,nighttime
compound,10084664,hours,chart
compound,10085241,degrees,latitude
compound,10085750,years,jail
compound,10086144,MB,MicroDrive
compound,10087676,Nations,Tournament
compound,10087677,Nations,Tournament
compound,10087701,Nations,Tournament
compound,10088221,Olympics,bid
compound,10088242,months,preparation
compound,10089279,games,series
compound,10089670,Nations,Championship
compound,10089674,Nations,Championship
compound,10089753,pupils,9th
compound,10090362,mechanics,Dennis
compound,10090603,species,longipterygius
compound,10090677,weeks,notice
compound,10090685,Bees,EPL
compound,10090923,parts,water
compound,10091728,thirds,majority
compound,10092798,kg,competition
compound,10093799,cheerleaders,hostage
compound,10094184,cm,oil
compound,10094292,cm,oil
compound,10094429,inches,telescope
compound,10095159,districts,jails
compound,10095270,members,firm
compound,10095724,quarters,view
compound,10096029,years,partner
compound,10096754,pence,net
compound,10097425,Cannes,Festival
compound,10097923,days,imprisonment
compound,10098053,Players,game
compound,10098385,hours,series
compound,10098885,kg,category
compound,10098886,kg,category
compound,10099443,metres,event
compound,10099821,brothers,Fayik
compound,10100669,years,experience
compound,10100973,Principales,chart
compound,10101672,MHz,ARM7500FE
compound,10101999,singles,record
compound,10102216,Links,Course
compound,10103320,simplexes,=
compound,10104497,metres,steeplechase
compound,10104681,days,period
compound,10107060,Lovers,performance
compound,10107063,Lovers,Single
compound,10107407,mathematics,size
compound,10107553,Needs,Brochure
compound,10107612,days,beard
compound,10107850,months,deal
compound,10108066,degrees,F
compound,10109647,men,detachment
compound,10109951,years,Programme
compound,10110128,months,drought
compound,10111755,kilometers,northeastward
compound,10111798,points,advantage
compound,10112617,Games,ceremony
compound,10112755,blocks,east
compound,10114194,months,residence
compound,10114975,months,notice
compound,10115377,statues,rest
compound,10115391,years,imprison
compound,10115868,miles,Claudy
compound,10115911,points,haul
compound,10116551,mm,bore
compound,10117086,years,contract
compound,10117872,elements,water
compound,10117933,episodes,series
compound,10118997,Filmproduktions,HG
compound,10119033,metres,B2
compound,10119074,tons,burden
compound,10119413,tons,displacement
compound,10119562,cm,searchlight
compound,10119564,cm,searchlight
compound,10119573,cm,searchlight
compound,10119933,Spectaculars,restoration
compound,10119990,meters,elevation
compound,10120932,months,probation
compound,10121738,ballots,cast
compound,10122107,thirds,majority
compound,10122773,cm,diameter
compound,10124426,Hours,Campaign
compound,10124856,times,platinum
compound,10124992,times,platinum
compound,10125007,times,platinum
compound,10128710,ratings,share
compound,10128796,days,journey
compound,10128888,years,term
compound,10128915,minutes,time
compound,10129076,Companies,Humanity
compound,10129200,districts,Pauli
compound,10130027,Points,Festival
compound,10130884,schools,arrive
compound,10131179,lanterns,date
compound,10131481,times,Champion
compound,10132942,years,imprisonment
compound,10134058,quarters,majority
compound,10136155,minutes,ride
compound,10137428,metres,steeplechase
compound,10137429,metres,steeplechase
compound,10137498,Nations,Championship
compound,10137567,metres,relay
compound,10137568,metres,relay
compound,10137653,metres,relay
compound,10137654,metres,relay
compound,10137702,degrees,latitude
compound,10137808,metres,team
compound,10137809,metres,team
compound,10137957,runners,up
compound,10138906,things,trouble
compound,10138954,pence,stamp
compound,10138956,pence,stamp
compound,10138962,pence,grey
compound,10138969,pence,black
compound,10140016,months,imprisonment
compound,10140018,years,time
compound,10140042,cousins,Jake
compound,10140067,years,imprisonment
compound,10140105,months,imprisonment
compound,10140438,metres,race
compound,10140439,metres,medal
compound,10141094,meters,elevation
compound,10142080,Olympics,boycott
compound,10142468,police,Medal
compound,10142535,times,up
compound,10143983,Generations,Management
compound,10144788,Companies,Public
compound,10145465,mm,bore
compound,10145500,ekors,land
compound,10146121,Olympics,tournament
compound,10146122,Olympics,tournament
compound,10147382,dollars,loss
compound,10147490,demicubes,"h{4,3,3,3,3,3"
compound,10147785,demicubes,"h{4,3,3,3,3,3,3"
compound,10148736,months,imprisonment
compound,10149376,professors,Lyon
compound,10149728,metres,relay
compound,10149731,thirds,majority
compound,10151471,months,time
compound,10152765,millenniums,BC
compound,10153323,Weeks,Vacation
compound,10153324,Weeks,Vacation
compound,10153498,applications,manipulate
compound,10153532,brothers,rebellion
compound,10154020,years,editor
compound,10154356,Counties,Championship
compound,10154505,days,production
compound,10154893,children,Gertrudis
compound,10155424,minutes,film
compound,10155982,Longines,Show
compound,10156033,daughters,Lakshmi
compound,10156275,Olympics,phase
compound,10156745,degrees,Celsius
compound,10157285,months,loan
compound,10158679,kg,tournament
compound,10159565,Directors,Award
compound,10160048,metres,event
compound,10160148,metres,track
compound,10160149,metres,title
compound,10160150,metres,track
compound,10162238,months,work
compound,10162256,hours,notice
compound,10162367,wins,percentage
compound,10162476,basketballs,season
compound,10163480,projects,celebration
compound,10163830,years,experience
compound,10163839,copies,hand
compound,10163899,men,City
compound,10164390,Lives,Tour
compound,10164488,days,festival
compound,10166398,meters,technology
compound,10166855,Nations,Championship
compound,10166911,feet,altitude
compound,10167239,buildings,purpose
compound,10167895,kilometers,east
compound,10168116,runners,up
compound,10168226,WAFF,Championship
compound,10169955,tracks,platform
compound,10170094,cv-02356,RMG
compound,10170125,Hours,Bill
compound,10170155,days,time
compound,10170465,minutes,duration
compound,10170467,minutes,duration
compound,10171132,kilograms,event
compound,10171170,kilograms,event
compound,10171217,meters,slope
compound,10171277,kilograms,event
compound,10171335,kilograms,event
compound,10171500,degrees,Celsius
compound,10171900,hours,service
compound,10172895,°,clockwise
compound,10173007,sources,Siatum
compound,10173049,Tales,=
compound,10173220,degrees,Celsius
compound,10173784,Signatures,campaign
compound,10173976,meters,height
compound,10174596,years,duration
compound,10174621,years,study
compound,10174625,years,duration
compound,10174638,years,study
compound,10174666,years,length
compound,10175450,years,Army
compound,10175548,Years,Old
pobj,188200,times,this
pobj,1223804,miles,p
pobj,1256686,millions,w
pobj,5684996,POUNDS,AT
pobj,5685068,POUNDS,AT
pobj,5693955,YEARS,AT
pobj,7973371,years,inr
pobj,8922624,tribes,tribe--
pobj,9089223,"now,&amp;lt;/i&amp;gt",amp;lt;i&amp;gt;With
nmod,253936,owls,percy
nmod,284515,inches,base
nmod,621111,parents,cat
nmod,696941,monks,lok
nmod,814232,words,saga
nmod,820488,pounds,percent
nmod,821150,pounds,premium
nmod,890988,verses,innit
nmod,907571,years,work
nmod,936667,inches,seam
nmod,990751,months,treatment
nmod,1011384,committees,committee
nmod,1016597,pounds,income
nmod,1023654,years,inspector
nmod,1038501,pounds,slant
nmod,1060813,Romans,verse
nmod,1088442,elements,footage
nmod,1090118,feet,foot
nmod,1203617,counties,service
nmod,1240876,Locklees,round
nmod,1246985,X,X
nmod,1267738,clubs,football
nmod,1284320,months,salary
nmod,1354288,days,erm
nmod,1354602,pounds,figure
nmod,1363117,Hills,redevelopment
nmod,1375676,pounds,cash
nmod,1395799,reasons,iron
nmod,1410101,dips,mayonnaise
nmod,1438695,pallets,lifting
nmod,1489742,pounds,hand
nmod,1532117,years,dredging
nmod,1656059,years,partner
nmod,1675100,years,child
nmod,1746168,months,beauty
nmod,1823988,Hands,wind
nmod,1877929,days,feast
nmod,1883775,hours,time
nmod,1915270,years,story
nmod,1916011,years,captivity
nmod,1931303,years,child
nmod,1951131,Stamps,Powder
nmod,1994721,pounds,lent
nmod,1995739,days,hunt
nmod,2111916,degrees,polarization
nmod,2111924,degrees,polarization
nmod,2136970,hours,_
nmod,2138295,inches,board
nmod,2181261,-Calvo,§
nmod,2221318,miles,descent
nmod,2266013,minutes,trudge
nmod,2271404,thirds,size
nmod,2291227,men,o
nmod,2314975,years,widow
nmod,2315113,months,baby
nmod,2324408,weeks,tour
nmod,2332216,hours,intermission
nmod,2334871,days,steaming
nmod,2336517,States,intermarriage
nmod,2339124,thirds,vote
nmod,2395877,tons,buoyancy
nmod,2400453,dollars,profit
nmod,2402682,lire,salary
nmod,2451511,minutes,flush
nmod,2451769,weeks,camping
nmod,2510961,years,age
nmod,2585448,weeks,trip
nmod,2594788,souls,delight
nmod,2633449,Stations,S
nmod,2657619,cents,rate
nmod,2672253,ees,man
nmod,2687869,hours,cu.m
nmod,2734901,times,Plantagenet
nmod,2750743,hours,preparation
nmod,2799418,hours,service
nmod,2807247,weeks,trip
nmod,2966356,months,labor
nmod,3017050,dogs,rule
nmod,3135945,fields,way
nmod,3285952,knots,speed
nmod,3333966,degrees,pitch
nmod,3459380,numbers,car
nmod,3586777,km,h
nmod,4099857,THEY'RE,UBER-
nmod,4190649,thirds,fiesta
nmod,4294822,centimeters,piece
nmod,4294896,forints,bill
nmod,4402276,P01n7,W1p3
nmod,4406617,sheets,bikini
nmod,4413800,°,C
nmod,4416152,months,service
nmod,4416155,months,service
nmod,4514942,days,boss
nmod,4576494,minutes,rhythm
nmod,4588227,Victims,Fund
nmod,4723309,days,service
nmod,4947137,cents,plan
nmod,4958698,pounds,hair
nmod,5109592,miles,security
nmod,5110238,miles,security
nmod,5241780,cents,money
nmod,5572678,Questions,is--
nmod,5629949,months,transplant
nmod,6113667,Rs,silver
nmod,6322209,acres,head
nmod,6323916,kg,meat
nmod,6331866,men,acting
nmod,6521108,universities,formula
nmod,6586538,bucks,money
nmod,6893027,hours,sleep
nmod,6964038,crates,club
nmod,7006063,by-12,foot
nmod,7119082,Aces,house
nmod,7150923,months,fetus
nmod,7316794,minutes,duration
nmod,7636720,weeks,boom
nmod,7642271,°,'Â
nmod,7711405,miles,wind
nmod,7719981,cents,joint
nmod,7779730,bucks,mate
nmod,7887522,timers,man
nmod,8050589,miles,limit
nmod,8167562,times,bitch
nmod,8184754,kids,day
nmod,8188811,tenths,work
nmod,8245828,hours,distance
nmod,8254225,brothers,circle
nmod,8262068,frets,bridge
nmod,8277709,°,C
nmod,8277710,°,C
nmod,8277775,°,C
nmod,8296675,men,Enjoy
nmod,8310411,minutes,trip
nmod,8326846,times,epsilon
nmod,8417147,months,system
nmod,8424167,times,magnitude
nmod,8437875,days,schedule
nmod,8517571,days,man
nmod,8560358,kilocalories,mole
nmod,8686023,times,X
nmod,8718544,"01:35:26,921",money
nmod,8730134,citizens,restaurant
nmod,8747818,seconds,master
nmod,8753290,euros,income
nmod,8761437,Rs,watch
nmod,8786560,times,money
nmod,8803517,cups,flour
nmod,8819889,Enemies,Soul
nmod,8862924,Newtons,distance
nmod,8923372,times,day
nmod,8923394,times,month
nmod,8945988,yards,vector
nmod,8946833,hours,communication
nmod,8980329,quarters,light
nmod,8984431,feet,paper
nmod,8984595,years,time
nmod,8996219,options,thing
nmod,9008075,anniversaries,com
nmod,9015193,dots,printer
nmod,9192503,years,equipment
nmod,9249778,Years,list
nmod,9250830,Words,manifesto
nmod,9260624,kilometers,mile
nmod,9264329,years,sister
nmod,9269601,kilometers,championship
nmod,9269640,kilometers,championship
nmod,9271881,1930s,champion
nmod,9277943,years,sister
nmod,9281454,Years,list
nmod,9283172,kg,judo
nmod,9291196,4x,m
nmod,9298084,cu,engine
nmod,9304510,Rangers,season
nmod,9304621,Rangers,season
nmod,9310387,Democrats,party
nmod,9310488,Netherlands,competition
nmod,9311965,times,champion
nmod,9312352,metres,race
nmod,9313917,kW,transmitter
nmod,9318911,Minutes,segment
nmod,9326416,kg,division
nmod,9333292,Years,War
nmod,9333793,Percenters,group
nmod,9335584,°,C
nmod,9340598,Heroes,list
nmod,9341725,Nations,Tournament
nmod,9342178,°,angle
nmod,9344682,hours,experience
nmod,9347714,FINA,Cup
nmod,9355666,kg,division
nmod,9358904,°,F
nmod,9364202,Phases,Izadkhvast
nmod,9365125,operas,Tiriel
nmod,9365577,speakers,Tounsi
nmod,9372262,km,h
nmod,9388435,points,p
nmod,9392425,°,C
nmod,9395076,ladies,name
nmod,9411078,Turtles,series
nmod,9411646,kilometers,team
nmod,9417799,times,champion
nmod,9419281,ladies,name
nmod,9422451,BRITs,Award
nmod,9425072,km,s
nmod,9431157,fifths,number
nmod,9432423,stars,kpc2
nmod,9439614,ml,liter
nmod,9441566,Directors,list
nmod,9443625,Awards,ceremony
nmod,9446358,km,h
nmod,9446936,°,C
nmod,9449649,years,sentence
nmod,9452992,miles,southwest
nmod,9453397,Sides,cage
nmod,9456926,Bengals,schedule
nmod,9461261,years,labor
nmod,9463911,times,pay
nmod,9466385,miles,southwest
nmod,9476571,tonnes,sale
nmod,9480426,kilometers,trip
nmod,9481965,Burkinabé,movie
nmod,9491439,M9A1,flamethrower
nmod,9491578,bhp,engine
nmod,9498765,S&amp;P,Index
nmod,9508676,coronavirus,Rabino
nmod,9521990,is­lands,Hon­shu
nmod,9533611,movies,Ingmasörnerna
nmod,9547152,kg,group
nmod,9548528,members,staff
nmod,9551456,°,C
nmod,9551783,km,h
nmod,9557212,wrongs,phrase
nmod,9562229,km,barrier
nmod,9568165,shows,list
nmod,9578853,thirds,stretch
nmod,9581293,km,s
nmod,9584468,Minutes,6th
nmod,9600811,°,pattern
nmod,9604909,°,C
nmod,9605703,thirds,majority
nmod,9609812,Bags,Wickersham
nmod,9611562,kg,m3
nmod,9614219,kg,seconds2
nmod,9623554,miles,southwest
nmod,9625451,m2,farm
nmod,9625609,Men,Network
nmod,9629386,Nxc3,c6
nmod,9640549,childrens,story
nmod,9663182,°,C
nmod,9668684,languages,region
nmod,9672675,phases,defibrillation
nmod,9679527,km,h
nmod,9679542,Girls,actor
nmod,9680301,Games,group
nmod,9680805,°,C
nmod,9680807,°,C
nmod,9686769,words,character
nmod,9690550,Years,War
nmod,9700137,m2,railroad
nmod,9701510,times,bark
nmod,9703510,years,experience
nmod,9705629,kg,weight
nmod,9707642,°,C
nmod,9709940,Férias,Vida
nmod,9710352,Hits,compilation
nmod,9710603,results,episode
nmod,9710656,mm,ammunition
nmod,9711092,Years,list
nmod,9714016,km,west
nmod,9716576,kg,judo
nmod,9716793,kg,division
nmod,9721766,miles,southwest
nmod,9728559,km,N.
nmod,9729500,kilobytes,length
nmod,9732210,Championships,U
nmod,9737798,monsters,Maurice
nmod,9738637,feet,elevation
nmod,9744037,Years,list
nmod,9749766,runs,challenge
nmod,9751609,species,day
nmod,9763297,Finals,game
nmod,9763319,Finals,game
nmod,9771408,barrels,day
nmod,9771622,Clues,series
nmod,9776114,Volts,current
nmod,9780630,km,h
nmod,9782820,m2,plant
nmod,9793376,cm,wingspan
nmod,9796602,mm,error
nmod,9800010,feet,inch
nmod,9832816,inches,accumulation
nmod,9910927,peoples,history
nmod,9946260,years,service
nmod,9975302,Records,disc
nmod,9976694,hp,engine
nmod,9976696,hp,Armament
nmod,9976771,ml,bottle
nmod,9978164,Pipes,Music
nmod,9978537,Awards,winner
nmod,9980481,times,minute
nmod,9980866,Productions,Company
nmod,9981620,lb,payload
nmod,9984345,feet,scroll
nmod,9984979,parameters,temperature
nmod,9990503,Monsters,compilation
nmod,9991596,Marines,Cavite
nmod,9991710,streams,programme
nmod,9994378,shillings,sterling
nmod,9994717,atoms,content
nmod,9995716,heads,cylinder
nmod,9996009,UFOs,documentary
nmod,9996784,Years,list
nmod,9997572,km,Karnataka
nmod,9999220,m2,campus
nmod,9999566,Days,promotion
nmod,10002825,men,line
nmod,10003847,years,pattern
nmod,10004936,Musketiers,Petticoat
nmod,10005440,Sports,Championship
nmod,10005979,m2,field
nmod,10006856,grams,gold
nmod,10007178,People,list
nmod,10007965,cm,gun
nmod,10009085,Minutes,interview
nmod,10009122,Criminals,breakup
nmod,10013447,derivations,Eelam
nmod,10015010,KOs,record
nmod,10015213,chapters,recruitment
nmod,10015932,Pints,special
nmod,10019474,Books,list
nmod,10026258,m,altitude
nmod,10029868,Attacks,crossover
nmod,10041129,packs,habit
nmod,10042254,mm,gauge
nmod,10042309,mm,gauge
nmod,10043273,Cups,Cups
nmod,10044019,mm,gauge
nmod,10047182,hp,engine
nmod,10047345,hp,engine
nmod,10048399,hp,engine
nmod,10051516,people,time
nmod,10052926,km,h
nmod,10052927,km,h
nmod,10052929,km,h
nmod,10055715,cm,Creusot
nmod,10056621,years,experience
nmod,10056805,Contractors,list
nmod,10058560,29o,E
nmod,10060973,times,mayor
nmod,10061076,hours,trip
nmod,10061573,m2,building
nmod,10062192,albums,Corvidae
nmod,10069977,Feet,Ecstatic
nmod,10070426,cents,franc
nmod,10070720,m2,tract
nmod,10076162,m2,facility
nmod,10076165,Pharaohs,game
nmod,10077494,years,study
nmod,10081894,Games,committee
nmod,10082426,yen,deal
nmod,10083955,feet,day
nmod,10084291,pages,novel
nmod,10084646,men,squad
nmod,10085482,seasons,work
nmod,10087986,Days,Summer
nmod,10090466,Champions,League
nmod,10097446,km,h
nmod,10097977,km,h
nmod,10098124,km,h
nmod,10098345,km,h
nmod,10100681,tons,displacement
nmod,10101126,times,column
nmod,10105348,Models,list
nmod,10105763,°,C
nmod,10106598,Records,compilation
nmod,10108984,hours,drive
nmod,10109253,Rs,cr
nmod,10111086,Ruggers,RFC
nmod,10112040,feet,installation
nmod,10118661,cm,piece
nmod,10118871,metres,event
nmod,10120915,subunits,interact
nmod,10121081,cm,height
nmod,10122739,nationalities,format
nmod,10122796,feet,float
nmod,10124881,Combs,Gerber
nmod,10135407,km,h
nmod,10135411,km,h
nmod,10135422,km,h
nmod,10136920,hp,R.C.40
nmod,10138924,thirds,forest
nmod,10139044,ml,weight
nmod,10140467,buttons,jacket
nmod,10141361,Games,medallist
nmod,10142265,times,author
nmod,10144389,kg,guard
nmod,10144486,kHz,carrier
nmod,10144624,hitters,innings
nmod,10145260,pounds,weight
nmod,10146413,seats,configuration
nmod,10148746,Days,narrative
nmod,10149494,años,perdón
nmod,10152011,Days,Bulletin
nmod,10155690,years,mandate
nmod,10159236,overs,format
nmod,10160316,lb,range
nmod,10160738,hp,kW
nmod,10161126,Men,label
nmod,10165489,years,probation
nmod,10165874,years,basis
nmod,10166188,rivers,limit
nmod,10166820,kg,division
nmod,10169258,cm,organism
nmod,10171489,mSv,h
nmod,10171490,mSv,h
nmod,10171716,leagues,up
nmod,10174776,lb,division
nmod,10175221,Minutes,speech
nmod,10175452,days,fight
poss,532278,chris,right
poss,570818,dwarves,cottage
poss,573314,bears,house
poss,573325,bears,story
poss,767169,months,time
poss,767987,months,time
poss,785677,years,wait
poss,788109,months,T
poss,795767,weeks,time
poss,805395,lines,worth
poss,810418,years,time
poss,810419,years,time
poss,810493,years,time
poss,820771,years,time
poss,831670,years,time
poss,832810,years,time
poss,832812,years,time
poss,833463,years,time
poss,833483,years,time
poss,838589,hours,worth
poss,841445,hours,sleep
poss,841763,pounds,worth
poss,844660,weeks,time
poss,847010,months,work
poss,847017,pounds,worth
poss,889432,months,course
poss,909279,weeks,absence
poss,909745,years,time
poss,909750,years,time
poss,909751,years,time
poss,909785,months,time
poss,909807,years,time
poss,909811,years,time
poss,909818,years,time
poss,909895,years,time
poss,910085,months,time
poss,910123,weeks,holiday
poss,910125,weeks,holiday
poss,910130,weeks,holiday
poss,913204,hours,training
poss,913323,months,time
poss,913606,months,time
poss,922136,months,time
poss,927645,months,experience
poss,927965,pounds,provision
poss,927977,pounds,worth
poss,928186,pounds,worth
poss,928190,pounds,worth
poss,934138,pounds,worth
poss,934516,pounds,worth
poss,934720,weeks,time
poss,935068,months,pay
poss,935336,weeks,time
poss,935360,weeks,time
poss,935387,weeks,time
poss,935737,years,time
poss,936363,years,time
poss,936423,weeks,time
poss,937159,people,plenty
poss,939962,people,contemplation
poss,941900,years,time
poss,941902,years,time
poss,952625,months,time
poss,953987,months,time
poss,961479,years,supply
poss,961480,years,supply
poss,965704,years,service
poss,965714,years,standing
poss,970390,months,time
poss,984762,minutes,time
poss,992944,months,placement
poss,1003051,years,experience
poss,1006150,children,home
poss,1020750,years,time
poss,1020887,pounds,worth
poss,1020938,years,grace
poss,1022522,years,time
poss,1025307,months,time
poss,1039687,pounds,worth
poss,1042090,minutes,work
poss,1068793,pounds,worth
poss,1122391,hours,drive
poss,1134973,weeks,notice
poss,1142351,months,room
poss,1143512,weeks,time
poss,1160656,hours,taping
poss,1161287,days,holiday
poss,1161290,days,holiday
poss,1161304,days,holiday
poss,1163805,weeks,time
poss,1178430,months,T
poss,1178436,months,tax
poss,1178450,months,T
poss,1194065,years,experience
poss,1196379,years,time
poss,1216941,days,running
poss,1223022,years,time
poss,1223087,years,time
poss,1223183,years,time
poss,1227684,years,experience
poss,1245489,pounds,bid
poss,1251881,months,ration
poss,1265165,hours,shift
poss,1265544,weeks,time
poss,1268562,pounds,worth
poss,1281359,years,servicing
poss,1283238,years,worth
poss,1283274,years,advertising
poss,1288877,years,time
poss,1288878,years,worth
poss,1293542,weeks,time
poss,1300989,pounds,worth
poss,1305737,days,job
poss,1305784,men,work
poss,1312998,weeks,notice
poss,1319710,years,experience
poss,1321278,years,time
poss,1333971,hours,f
poss,1334190,weeks,notice
poss,1345372,years,time
poss,1362158,pounds,worth
poss,1362187,months,interval
poss,1362188,months,time
poss,1362300,days,notice
poss,1375168,pounds,worth
poss,1375282,pounds,worth
poss,1402325,weeks,notice
poss,1421098,days,training
poss,1421100,days,training
poss,1422193,months,time
poss,1425846,days,conversation
poss,1431102,years,time
poss,1451990,months,consultation
poss,1484687,weeks,holiday
poss,1488584,weeks,time
poss,1488653,months,worth
poss,1498131,days,holiday
poss,1528198,hours,contact
poss,1528206,weeks,holiday
poss,1528210,weeks,holiday
poss,1528228,weeks,holiday
poss,1555139,years,experience
poss,1561387,days,notice
poss,1563009,years,time
poss,1565929,minutes,time
poss,1579217,dollars,worth
poss,1579455,days,time
poss,1579806,weekends,time
poss,1590276,weeks,vacation
poss,1590624,minutes,time
poss,1590627,minutes,time
poss,1593506,hours,job
poss,1596160,weeks,time
poss,1596423,weeks,time
poss,1596513,weeks,time
poss,1616954,days,feast
poss,1618333,days,search
poss,1620410,hours,warning
poss,1620416,days,journey
poss,1620694,days,travel
poss,1621097,years,end
poss,1625199,days,journey
poss,1627810,years,work
poss,1628102,hours,time
poss,1629763,days,journey
poss,1631765,days,journey
poss,1633308,months,riding
poss,1636925,hours,time
poss,1638830,hours,walking
poss,1639128,days,journey
poss,1641326,men,work
poss,1641477,years,tribute
poss,1641479,years,tribute
poss,1651034,years,rent
poss,1652206,days,service
poss,1654554,hours,ride
poss,1654741,years,growth
poss,1654781,years,growth
poss,1654967,years,service
poss,1654996,years,service
poss,1655091,days,journey
poss,1655453,days,journey
poss,1658238,days,time
poss,1660111,pounds,worth
poss,1661049,days,work
poss,1661137,years,labour
poss,1676689,years,seniority
poss,1676692,years,imprisonment
poss,1677740,sisters,hair
poss,1685529,hours,nap
poss,1685783,minutes,thought
poss,1686971,years,imprisonment
poss,1704276,months,vacation
poss,1711925,days,gossip
poss,1712020,days,holiday
poss,1713039,years,acquaintance
poss,1714891,years,child
poss,1717279,years,feud
poss,1717883,minutes,walk
poss,1718408,years,work
poss,1723192,dollars,worth
poss,1728507,minutes,time
poss,1731644,months,vacation
poss,1744459,years,seniority
poss,1745869,minutes,walk
poss,1755335,weeks,time
poss,1755903,miles,ride
poss,1757144,years,effort
poss,1758635,weeks,time
poss,1764401,years,time
poss,1764939,hours,time
poss,1768123,minutes,walk
poss,1772961,days,notice
poss,1772965,days,time
poss,1773014,hours,notice
poss,1773101,hours,notice
poss,1774742,weeks,time
poss,1779015,minutes,walk
poss,1779738,years,disappearance
poss,1779746,years,separation
poss,1780597,years,devotion
poss,1780946,months,gossip
poss,1789324,months,baby
poss,1797594,years,time
poss,1802373,months,appetite
poss,1805224,years,incumbency
poss,1806848,miles,distance
poss,1807135,years,matrimony
poss,1807216,years,separation
poss,1809157,hours,breath
poss,1811624,years,incumbency
poss,1815053,days,distance
poss,1822005,weeks,time
poss,1826975,months,march
poss,1829841,days,grace
poss,1831018,hours,diplomacy
poss,1833438,minutes,talk
poss,1833838,months,work
poss,1834725,months,work
poss,1836087,years,southward
poss,1836260,bones,marrow
poss,1836987,days,continuance
poss,1837653,days,leave
poss,1837835,years,peace
poss,1839595,days,flight
poss,1840705,days,march
poss,1842031,days,supply
poss,1842057,days,gale
poss,1878456,days,search
poss,1879283,days,journey
poss,1879385,days,travel
poss,1882204,days,time
poss,1883590,kreuzers,worth
poss,1883639,years,service
poss,1883938,days,time
poss,1883948,days,journey
poss,1885331,days,time
poss,1885332,days,time
poss,1885546,rupees,worth
poss,1885566,rupees,worth
poss,1894811,years,wing
poss,1896403,dollars,worth
poss,1896455,months,vacation
poss,1901930,months,rest
poss,1902149,pounds,weight
poss,1904460,bits,worth
poss,1907616,months,vacation
poss,1912148,years,voyage
poss,1912570,years,voyage
poss,1913122,weeks,time
poss,1916350,months,time
poss,1917190,months,absence
poss,1918544,months,silence
poss,1920234,years,time
poss,1922152,minutes,silence
poss,1922714,minutes,interval
poss,1923216,years,engagement
poss,1923974,weeks,time
poss,1924470,weeks,residence
poss,1925593,dollars,worth
poss,1925991,days,bombardment
poss,1926064,dollars,worth
poss,1926067,dollars,worth
poss,1926096,dollars,worth
poss,1930446,years,standing
poss,1934345,days,canvassing
poss,1935301,years,experience
poss,1939948,Ranees,cruelty
poss,1940592,months,journey
poss,1944130,miles,height
poss,1944938,months,appetite
poss,1945406,days,rain
poss,1945483,dollars,worth
