idx,construction,corrupted_construction,corrupted_sentence
16580,a good ten feet,a good ten foot,Iridescent wings were spread open a good ten foot wide .
16581,a good four hours,a good four hour,"We 're a good four hour from civilization , though ."
16582,a good five years,a good five year,She took a good five year off his life by frightening him .
16583,a good six hours,a good six hour,It looked like he had a good six hour to kill .
16584,a good ten minutes,a good ten minute,"For the next two hours , Louis explained the details of his idea , and then spent a good ten minute explaining how to safely and accurately hold and load a handgun ."
16585,a full ten seconds,a full ten second,Louis broke the connection and stared at the phone in his hand a full ten second before realizing David no longer sat on the edge of the bed .
16586,a good several hundred feet,a good several hundred foot,"He could see the kid running into the forest , already a good several hundred foot away ."
16587,a good twenty feet,a good twenty foot,She looked up a good twenty foot to the source of the ethereal light .
16588,a good twenty feet,a good twenty foot,"Before he could fire , Malone flew into the air and slammed backward into the hard trunk of a tree by an unseen force , a good twenty foot away ."
16589,a full three feet,a full three foot,He bounced a full three foot in the air and landed with a loud thud a few feet away on the floor .
16590,a whole two months,a whole two month,"I 've gone a whole two month without having to see Mr. Jett . """
16591,a full ten minutes,a full ten minute,Ackerley nodded and agreed as Yinnib went on for a full ten minute .
16592,a good three feet,a good three foot,"He sat on the other end of the log , a good three foot away , and smiled brightly ."
16593,a whole two hours,a whole two hour,"I would have been reading with you this morning , but Yinnib spent a whole two hour telling me how things were going to go now . """
16594,a good ten minutes,a good ten minute,Cerise said after they had been standing there for a good ten minute .
16595,a full three years,a full three year,"Some of them left right after news broke that the Welgos had entered Chell , a full three year ago ."
16596,a good forty minutes,a good forty minute,"Bethany ran up to chat with Steven immediately , and , starting to recognize my disappointment with what was promised to be an honest and informative meeting , I remembered that night when she told me that metaphor about the rose , and then we talked about taboo stuff for a good forty minute , even betting that Peter would be kinky and have sex toys when he was older ."
16597,a full three minutes,a full three minute,The beat down lasted a full three minute before the adults reached them .
16598,a good four inches,a good four inch,"There was still a good four inch of snow on the streets , but the driving conditions were much better than yesterday ."
16599,a solid eight knots,a solid eight knot,"Bill manned the helm , a mahogany wheel always kept well polished , and they were making a solid eight knot on the Speedo ."
16600,a measly five years,a measly five year,"Two more weeks to her thirty - fifth birthday , then a measly five year till the big four - oh ."
16601,a full two grades,a full two grade,"By happy chance , her dissertation came to the attention of Dr. Edward Olberg , a deputy director of trajectory control at the Kennedy Space Center , who hired her a week later , with a GS rating a full two grade higher than customary ."
16602,a mere hundred yards,a mere hundred yard,"Vance shoved the metal door open just as the roar of the onrushing water reached the confluence at the intersection of the tunnel , a mere hundred yard ahead ."
16603,a few hundred dollars,a few hundred dollar,After several entertaining minutes he 'd come down a few hundred dollar but he was still a little higher than I wanted .
16604,a few thousand years,a few thousand year,You 've been a frozen popsicle here for a few thousand year .
16605,a busy two weeks,a busy two week,He would have a busy two week ahead of him .
16606,an additional three months,an additional three month,"What he did n't account for was that the armor and equipment he had purchased would weigh him down , forcing an additional three month of travel ."
16607,a further ten seconds,a further ten second,"Azleev then pressed another button and in a matter of seconds they were at Suzuka Circuit , and in a further ten second they had completed the landing procedure ."
16608,an extra twenty seconds,an extra twenty second,"Honestly , normally I 'm thinking about having sex with a lass within about five seconds of snogging her , but if she 's got her tongue pierced then I 'm so busy enjoying playing with her tongue that it 's about , oo ... mebbees even an extra twenty second before I even think about progressing things on ."
16609,a further five minutes,a further five minute,And then after a further five minute Eric started to tentatively contemplate something that he really hoped he was wrong about .
16610,a scant five years,a scant five year,"It was 1928 when the Sword was last pulled from the stone , and it was used to right a great many wrongs all across Europe before being returned here under mysterious circumstances a scant five year later . """
16611,a solid two minutes,a solid two minute,"He pulled on the hilt for a solid two minute , trying a number of different positions to add leverage ."
16612,a full five seconds,a full five second,Captain Dixon looked at the man for a full five second .
16613,a good two hours,a good two hour,The three spent a good two hour looking for tracks of the girl with no luck .
16614,a full three minutes,a full three minute,He did this for a full three minute .
16615,a good twelve inches,a good twelve inch,"Caleb was a good twelve inch taller than the banker and the small man was shaking as he stammered , "" I have to get the keys . """
16616,a good thirty miles,a good thirty mile,"It 's a good thirty mile . """
16617,an additional six likes,an additional six like,"Jonathan Bernard clears his throat and says , dead serious , "" You need an additional six like . """
16618,a few hundred feet,a few hundred foot,"I followed her to the foothills , which were a few hundred foot away ."
16619,a few hundred years,a few hundred year,"Then in time , it would start all over again and in a few hundred year , it would be just as it was now ."
16620,a few hundred people,a few hundred person,"As you well know by now , this Rally that should have been at most a few hundred person has now taken on worldwide interest . """
16621,a whopping eight degrees,a whopping eight degree,"John knew that today the North Pole registered a whopping eight degree above normal for the entire day , and based on satellite imagery , you could start to see small spots of ice breaking up near the costal ice sheets ."
16622,a full eight inches,a full eight inch,He stood a full eight inch above her head .
16623,a mere five dollars,a mere five dollar,Rhythm and blues played from the old radio she 'd gotten for a mere five dollar .
16624,a good two inches,a good two inch,"Edwina noted his silky blond hair was hanging loose over his collar a good two inch , and he was Brad Pitt cute today in his tan trench coat ."
16625,a silent ten minutes,a silent ten minute,"After a silent ten minute , he started to talk ."
16626,a good forty feet,a good forty foot,"The werewolf on the right flew straight up , smashing into the building 's metal ceiling , which was a good forty foot high ."
16627,a couple hundred people,a couple hundred person,And there must 've been a couple hundred person in the club .
16628,a couple hundred people,a couple hundred person,"The original Count was strong enough to compel a couple hundred person at once , so it should n't have surprised me to learn that clone Count could compel two people at once ."
16629,a full five minutes,a full five minute,"I took a full five minute to search every room on his first floor , including the bathroom ."
16630,a long five minutes,a long five minute,"After a long five minute of holding him down , Willie started to tire out ."
16631,a mere three months,a mere three month,"Much more attractive to him was the idea of enjoying the company of as many pretty , buxom Parisian girls as possible before he was married in January — a mere three month from now — and had to accept the responsibility as the ruler of a household ."
16632,a few hundred feet,a few hundred foot,The thought of Bryn being just a few hundred foot away nagged at him .
16633,a good four inches,a good four inch,Lewis had grown steadily over the years and now was a good four inch taller than Meyer .
16634,a good five feet,a good five foot,"So , General Palumbo , Colonel O'Brien and Sergeant Bruegen walked onto the wooden stage , which was elevated a good five foot above the first row of the auditorium ."
16635,a good four steps,a good four step,"They both cracked up and ran toward Mrs. Meyer , who was now a good four step ahead of them going toward the auditorium ."
16636,a whole two paragraphs,a whole two paragraph,I am so agitated that I stand poetically in the rain and indulge in a whole two paragraph of repetitive introspection before getting into the car .
16637,a whole forty minutes,a whole forty minute,Did someone really pay attention to me for a whole forty minute ?
16638,a few hundred feet,a few hundred foot,""" It somewhere here , a few hundred foot from the golf course ."
16639,a good 40 feet,a good 40 foot,The tree all but exploded and we both skidded across the pavement for a good 40 foot .
16640,a good three seconds,a good three second,She stared at me for a good three second before a smile stretched across her face .
16641,a good 10 feet,a good 10 foot,As I went to stand up he picked me up and threw me a good 10 foot .
16642,a good two minutes,a good two minute,We both walked down the street for a good two minute and the pace was slowly picking up until we were both jogging .
16643,a grueling 37 hours,a grueling 37 hour,"By the time passengers traveling to San Francisco arrived at their final destination , they would spend a grueling 37 hour on the bus , hellish by any definition , regardless of the free Wi - Fi access ."
16644,a scant 10 inches,a scant 10 inch,"She looked up at the man , now standing a scant 10 inch from her ."
16645,a full 24 hours,a full 24 hour,"I should have needed at least a full 24 hour to recover . """
16646,a good four years,a good four year,"With powerful backers in New York , Chicago and Washington bankrolling his campaign , he had become , at the age of just thirty - eight , the youngest US Presidents in history - beating Theodore Roosevelt by a good four year ."
16647,a few hundred pieces,a few hundred piece,"But there are a few hundred piece still to go , so we 'll busy . '"
16648,a good fifteen years,a good fifteen year,"Agatha Morris had served Stanford for many years and while he knew her exact age , she appeared a good fifteen year younger ."
16649,a brief two pages,a brief two page,"Sigrun knew that Klaudia had written back to that pastor , in their native language ; she 'd seen the letter , a brief two page in Polish . """
16650,a massive five volumes,a massive five volume,He created a massive five volume of the _ Materia Medica _ which are vital reference texts .
16651,a few thousand years,a few thousand year,It 's a magic trick we figured up a few thousand year ago .
16652,a few thousand miles,a few thousand mile,"We need a few thousand mile to save our old love letters , photos of Grandparents , wedding photos that make the whole state of Virgina cry like a baby ."
16653,a few hundred children,a few hundred child,"We just need a place to visit , leave behind a few hundred child ."
16654,a good two hours,a good two hour,I been asking people for a good two hour .
16655,a few hundred yards,a few hundred yard,"Not far off , only a few hundred yard away , hunched behind a mulberry bush , a stranger with a red face scowled ."
16656,a whole 2 minutes,a whole 2 minute,"Look , guy I 've spoken to for a whole 2 minute , the fact that you 've outed me on being a shifter is one thing , but inviting yourself into MY house , pisses me off . """
16657,a tidy 6.34 hits,a tidy 6.34 hit,That worked out to a tidy 6.34 hit per nine innings of work for the Rocket .
16658,a distant 13.5 games,a distant 13.5 game,"Boston still suffered their longest losing streak of the season at the worst possible time — nine games from August 25 , through September 4 — and finished the season a distant 13.5 game back of New York ."
16659,a very tidy 3.53 runs,a very tidy 3.53 run,That works out to a very tidy 3.53 run per game .
16660,a gutsy seven innings,a gutsy seven innings,"He was seriously injured with an open surgical wound on his ankle — but he tossed a gutsy seven innings , facing 25 batters but giving up just four hits and one run , bloody sock and all ."
16661,a few million bucks,a few million buck,""" Yeah , well a few million buck ' worth of hi - tech medical equipment and a hospital full of specialists ought to have th same effect as magic ."
16662,"a staggering 70,000 hadiths","a staggering 70,000 hadith","He began studying the hadiths at the age of seven and at ten years of age , he had memorized a staggering 70,000 hadith ."
16663,a good solid eight hours,a good solid eight hour,You guys just need a good solid eight hour of sleep .
16664,a solid eight hours,a solid eight hour,I do n't remember what it 's like to sleep a solid eight hour .
16665,a few hundred metres,a few hundred metre,A hollow whump sounded from a few hundred metre away and a glow appeared above the line of houses to her right .
16666,a full five seconds,a full five second,"In his panic , without the speed of his famous creations , it took Beck a full five second – that felt like five minutes – to work through every possible mental association he had with the home of the gods of antiquity ."
16667,a full five minutes,a full five minute,"But then that famous face became re - animated , as if his thoughts had switched tracks again , back to what he had been talking about a full five minute earlier ."
16668,a full three seconds,a full three second,"The non - human members of the host might have got there a fraction earlier , but it took Doctor Beck a full three second to realise that Anna was in her teenage frame ."
16669,a good twenty yards,a good twenty yard,"Still , he broke the surface a good twenty yard further along the bank from where they had entered it , and so a little further from the police positions ."
16670,a whole thirty minutes,a whole thirty minute,Except that ' friend ' had known her about a whole thirty minute .
16671,a good six hours,a good six hour,The two lads thought of stretching their legs since they had been sitting in the coach for a good six hour and taking a short walk on the train platform could do them a whole lot of good .
16672,a good two miles,a good two mile,It was a good two mile from the station to the Royal Academy of Music which was situated in Bond Street .
16673,a few hundred years,a few hundred year,"He thought that it was a good idea to establish a state run school for the sole purpose of having enough musicians to play at his beckoning , thus the rest was history and after a few hundred year , it still stands today with the same purpose at hand "" ."
16674,a good five seconds,a good five second,"The young lads graciously bowed to the direction of the Queen and as they got up , they were all smiling at her majesty 's direction and held that smile for a good five second or so !"
16675,a good four inches,a good four inch,"He was probably a good four inch taller than her and at least forty pounds heavier , and she gritted her teeth , grunting softly as she bore the brunt of his unsteady weight ."
16676,a good ten pounds,a good ten pound,"They were about equal in height , but O'Malley outweighed Andrew by a good ten pound at least of nothing but muscle ."
16677,a good twenty minutes,a good twenty minute,"They 'd left the rutted foot path some time ago , beating their own trail through the woods for a good twenty minute or so ."
16678,a good three feet,a good three foot,"The force was enough to shove the truck over Andrew 's head sideways a good three foot , and after a long moment in which he huddled against the floor , shaking and shaken , he lifted his head , wide - eyed and breathless , to find himself blinking at the scorched , stinking treads of the other truck 's left front tire ."
16679,a good two feet,a good two foot,"I follow him to the couch and sit on the opposite side , leaving a good two foot between us ."
16680,a good twenty minutes,a good twenty minute,It was a good twenty minute before I was able to gain control of myself .
16681,an additional two months,an additional two month,"So , for an additional two month , Vaspan waited with patience — after all , it was no secret that Brishavus would be sailing for Lasparus with half of his naval fleet for a month , consisting of seven hundred ships from sleuths , to transport ships , to frigates and galleons ."
16682,an amazing ten feet,an amazing ten foot,"Baltor screamed in both pain and anger , just before his left fist instinctively delivered an uppercut punch into his uncle 's face very - very - very hard — flying out of control , Vaspan 's body literally flew up and into the air for an amazing ten foot before crashing back into the ground ."
16683,a few more thousand feet,a few more thousand foot,"He heard in his mind , "" Yes , my Master , "" just before Praetor rapidly increased their altitude by a few more thousand foot — Leshava naturally followed right behind her brother ."
16684,a full thirty seconds,a full thirty second,"Once the other servant had tested the wine with a glass he had brought with him , and a full thirty second had passed without sickness or death , the golden goblets were next filled with the wine , and passed to the four royals ."
16685,an additional two weeks,an additional two week,"Once there , he and his wife stayed in Valakan for an additional two week , before going back home ."
16686,a few thousand inhabitants,a few thousand inhabitant,Rome dwindled down to just a few thousand inhabitant and the Satanic spirit was blanketed and all but died out .
16687,"a * * 1,000 years","a * * 1,000 year","The Battle of Armageddon is over , the earth has been cleansed from all sinful flesh ; the False Prophet and the Beast have been bound for a * * 1,000 year * * , and the throne of David * * ( Jesus ) * * has been set up on earth ; and the saints and the Bride have Reigned with the Son of God on earth for a * * 1,000 years . * *"
16688,a good seven to eight inches,a good seven to eight inch,"She was probably a good seven to eight inch shorter than his six foot two , yet she stood straight and proud with as much presence as any man ."
16689,a few hundred times,a few hundred time,"In short , it was as if they had all seen Eyes Wide Shut a few hundred time too many ."
16690,a busy ten years,a busy ten year,"And you 've certainly had a busy ten year ; for better or worse , you deserve some monotony ."
16691,a good ten years,a good ten year,It was the first time I 'd been in one of those places in a good ten year .
16692,"a further 42,000 people","a further 42,000 person","There are a further 42,000 person working at the eight sites across the country where nuclear weapons are developed , tested , assembled and dismantled ."
16693,a full three minutes,a full three minute,"Portia made her sit for a full three minute , while she straightened her hair ."
16694,a full twenty minutes,a full twenty minute,It took a full twenty minute for Portia to do her hair .
16695,a sudden two men,a sudden two man,All of a sudden two man were fighting .
16696,a few hundred yards,a few hundred yard,"Without bothering to lock the door behind me , I trotted back across campus the way I 'd come and turned into the mail room that sat only a few hundred yard away from the subway station ."
16697,a few hundred dollars,a few hundred dollar,"I left a note for the owner , apologizing for the mess , and left a few hundred dollar ."
16698,a few hundred questions,a few hundred question,"Stefan looked as though he had a few hundred question , but my general washed - out appearance must have shocked him into silence , because he stayed quiet ."
16699,a full five minutes,a full five minute,"It took me a full five minute to reach the end of the bed , let alone flop over it ."
16700,a few hundred years,a few hundred year,"If you were a few hundred year older -- """
16701,a few hundred dollars,a few hundred dollar,But Mammi 's only went for a few hundred dollar ; such a shame considering the quality work that she put into them .
16702,a few hundred yards,a few hundred yard,He was only a few hundred yard from the sea .
16703,a few hundred pounds,a few hundred pound,He knew where the boy had gone when he was young and he also knew that a few hundred pound would n't keep him for long .
16704,a few hundred feet,a few hundred foot,It was early summer and most people preferred to be here in the months when the weak Scottish sun was at its peak and they were able to bathe in the sea only a few hundred foot away .
16705,an awkward ten minutes,an awkward ten minute,There followed an awkward ten minute for Briony who had decided that keeping quiet was the best policy .
16706,a good ten inches,a good ten inch,"He 's a good ten inch taller than me , she thought , before saying the first thing that came into her head , ' You go to Park Lane Baptist Church , do n't you ? '"
16707,a further five minutes,a further five minute,"Briony nodded sympathetically at the old man 's tale as she sipped the drink , and it was to be a further five minute before he moved away , having made no donation ."
16708,a further fifteen minutes,a further fifteen minute,"She waited a further fifteen minute before dialling the number , and left a message when there was no reply ."
16709,a good fifteen minutes,a good fifteen minute,We walk for a good fifteen minute before we hit a clearing and I see a field of flowers ; the flowers had the same scent as the ones I smelled before we swam through the stream .
16710,a half million slaves,a half million slave,We have a half million slave in various camps including on our moon .
16711,a mere five seconds,a mere five second,"Following a similar course as the historic Apollo missions , the journey did n't take days , or hours , or even minutes , but a mere five second ."
16712,a comfortable 24 degrees,a comfortable 24 degree,I set the entire ship to a comfortable 24 degree .
16713,a few million kilometres,a few million kilometre,""" Ah , well , you see , it is about the average distance from here to the planet Uranus , give or take a few million kilometre . """
16714,a few hundred metres,a few hundred metre,"Dave had been a few hundred metre behind her the whole time , and now closed the gap as he moved the Odyssey up next to her ."
16715,a few thousand kilometres,a few thousand kilometre,""" The drones sent out a communications satellite , which is flying a few thousand kilometre to one side ."
16716,a good five years,a good five year,"Been a good five year noo , but ye see why I do n't like discussin ' it much , Harley . """
16717,a few hundred yards,a few hundred yard,The visibility in Ofotfjord was down to a few hundred yard .
16718,a healthy twelve knots,a healthy twelve knot,"The German tanker was making a healthy twelve knot , the ' Nishga ' slowly circling her at twenty , shepherding her home ."
16719,a sedate ten knots,a sedate ten knot,"They slowed to a sedate ten knot , only slightly faster than the enemy convoy as it crept along , hugging the coastline like a child with its comfort - blanket ."
16720,a long five minutes,a long five minute,"It was a long five minute before it did ; a helmeted guard was first out , followed by a file of six men chained together by their ankles ."
16721,a good two feet,a good two foot,"Seeming inspired by all her swearing she was a good two foot in front of the cockerel by the time she reached the cement post , the one that held up the washing line ."
16722,a mere hundred feet,a mere hundred foot,As they worked both men snatched nervous glances upwards at the blazing inferno a mere hundred foot above their heads .
16723,a good fifteen knots,a good fifteen knot,"They 're making a good fifteen knot . """
16724,a few hundred miles,a few hundred mile,"Only a few hundred mile to the east , it was a different story , almost a different world ."
16725,a colossal sixty knots,a colossal sixty knot,The range was closing at a colossal sixty knot .
16726,a good five feet,a good five foot,"Low tide had the mole towering a good five foot above the ' Nishga 's ' iron deck , but it was no impediment to the impatient soldiery who , even before the gangway , was out were crossing the yawning gap under their own steam ."
16727,a grueling nine months,a grueling nine month,"It would be a grueling nine month under the man 's tutelage , but Leidolf studied and trained harder than he could have ever imagined ."
16728,a mere four years,a mere four year,Under her wings he clawed his way from a low ranking ' F ' to ' B ' in a mere four year .
16729,a mere eight months,a mere eight month,The trauma she had suffered through today was arguably worse than the other life that was saved by his hands a mere eight month ago .
16730,an impressive two sets,an impressive two set,It was an impressive two set .
16731,an extra two hours,an extra two hour,""" Not a problem , "" he said , "" I get to bill an extra two hour on this one . """
16732,an extra forty pounds,an extra forty pound,"His ex - wife , though fairly good looking , was a good six inches taller and carried an extra forty pound ."
16733,a full five minutes,a full five minute,It was a full five minute before Miller got up the nerve to ask Harry what the meeting actually accomplished .
16734,a good hundred yards,a good hundred yard,"He could not tell because it was dark , and she was a good hundred yard away ."
16735,a good ten years,a good ten year,He looked a good ten year older than his 43 years .
16736,an extra seventy pounds,an extra seventy pound,"She had an inch on him , but he had an extra seventy pound to use ."
16737,a solid 30 miles,a solid 30 mile,Startled onlookers watched as the car drove off at a solid 30 mile an hour .
16738,a quick 35 cents,a quick 35 cent,"Then , he realized that Jade was still in the thick of things and spent a few minutes to drop a quick 35 cent to tell her to get out of dodge for a while ."
16739,an agonizing thirty minutes,an agonizing thirty minute,It proved to be an agonizing thirty minute waiting for the district attorney to show up .
16740,a full eight months,a full eight month,"To her , I was just a spotty , snotty - nosed little boy just into long trousers , and , though I was a full eight month older than her , I often acted as if I was just eight years old ."
16741,a full six months,a full six month,It was a full six month after the cancer was confirmed that it became too much for both of us to cope with and my wife was admitted to the hospice .
16742,a few hundred pounds,a few hundred pound,To him it was just another way of making a few hundred pound .
16743,a good three seconds,a good three second,It was a good three second before he heard the pail splash on the water below .
16744,a few hundred kilometers,a few hundred kilometer,"Fluctuator is within a few hundred kilometer CEP , within the zone of effect for the collapser . """
16745,a few thousand views,a few thousand view,"Father Bower said , ' Normally one of my posts might get a few thousand view , but nothing like this ."
16746,a mere two nights,a mere two night,Their first case came in a mere two night after the official and formal formation of the Undead Unit .
16747,a few hundred years,a few hundred year,Any Immortal a few hundred year old would have the necessary knowledge .
16748,a further exhausting three hours,a further exhausting three hour,"After a further exhausting three hour of relentless questioning Duarte left the office to join Pierze and Manuel , who was greedily devouring a mountainous breakfast ."
16749,a steady five kilometres,a steady five kilometre,Its huge caterpillar treads allowed a steady five kilometre per hour .
16750,a full five years,a full five year,"Although this was in the plan , it meant that a sub - selection process had to occur , in order to begin this exodus now , a full five year prior to the fireworks ."
16751,a mere fifteen years,a mere fifteen year,"He was accompanied by his own son , Itzan , who although a mere fifteen year of age , realised what a dangerous world they had been forced to inhabit ."
16752,a mere fifteen minutes,a mere fifteen minute,I 'd sent the article a mere fifteen minute ago .
16753,a full 24 hours,a full 24 hour,"Stopping to refuel the plane made the whole trip , from beginning to end , a full 24 hour ."
16754,a good fifteen feet,a good fifteen foot,"The boat had edged a good fifteen foot away . """
16755,a few hundred years,a few hundred year,""" Funnily enough , it 's fifteenth of December , if I remember rightly , though I ca n't say I 've celebrated it for a few hundred year actually . """
16756,a few hundred employees,a few hundred employee,"Motorola Government Division had only a few hundred employee and designed communications systems , bomb fuses , and radar systems ."
16757,a full five drips,a full five drip,"For a full five drip of the clock , Kai stared at him ."
16758,a few hundred years,a few hundred year,"When you 've been training for a few hundred year , like those two . """
16759,a solid three centuries,a solid three century,The memory of his love in bed with his brother still burned through his blood after a solid three century .
16760,a blistering three kilometers,a blistering three kilometer,"We 're chewing through this rock like it was butter ... a blistering three kilometer an hour . """
16761,a few hundred dollars,a few hundred dollar,"Not with a case of beer , but with three cases and an abundance of food , plus a few kiwis in cash back , Logan was off the hook for just a few hundred dollar ."
16762,a few thousand dollars,a few thousand dollar,"Keith tossed in that it will be fun and should bring in a few thousand dollar . """
16763,a few thousand shares,a few thousand share,"Scanning markets in the morning , checking past performance , buying a few thousand share and selling them by late afternoon ."
16764,a solid ten seconds,a solid ten second,The insanity continues for a solid ten second before Serena starts coughing and gasping for air .
16765,a few hundred years,a few hundred year,""" He loved them so , that he named you after one of them he met a few hundred year ago ."
16766,a few hundred feet,a few hundred foot,"The chances of survival if a bomb is dropped with a few hundred foot of the enemy is slender as the burning liquid ignites and sweeps forward from the point of impact , washing flame over everything in its path ."
16767,a very respectable 2 hours,a very respectable 2 hour,"It took some dogged determination on his part , but eventually we hit the half marathon in a very respectable 2 hour 8 minutes ."
16768,a full seven minutes,a full seven minute,"Elated , I crossed the line in 1 hour 33 minutes and 12 seconds , a full seven minute quicker than my previous best in training ."
16769,a further six weeks,a further six week,"Internally I was hopping from one foot to the other waiting for the moment when I could release all my pent up energy , but it took a further six week from the decision to do nothing before I could finally start to think about making a comeback ."
16770,a princely four pounds,a princely four pound,"The fee for attending the session was modest , saving me a princely four pound on what I was used to paying for my martial arts , and I was eager see what this new experience had to offer ."
16771,a mere three stops,a mere three stop,On the Friday it started I took the train to Tring ( a mere three stop away from Apsley ) and hopped on board one of the shuttle buses laid on by the organisers .
16772,a few hundred yards,a few hundred yard,The previous week had seen some pretty horrid weather and within a few hundred yard there was a slippery ascent to negotiate .
16773,a further 34 seconds,a further 34 second,"As it turned out I knocked a further 34 second off my time there , and then I allowed my eyes to turned to Milton Keynes and the almost certainty of a PB at full distance ."
16774,a good two thirds,a good two third,His task to recruit probably a good two third of the staff that he needed for this new office was no small thing .
16775,a comfortable eighty degrees,a comfortable eighty degree,It was late afternoon and the sun was low and bright ; the temperature was a comfortable eighty degree .
16776,a lousy ten cents,a lousy ten cent,"So we learn that people fear a high inflation , a stock market collapse , and a housing market collapse in which , all will make the great US dollar become a lousy ten cent , causing the gold price to climb higher . """
16777,a few hundred feet,a few hundred foot,"Three terrain vehicles moved and halted in a column about a few hundred foot from the horses and vomited out a row of dark shadows . """
16778,a single twelve feet,a single twelve foot,"That 's six plus six plus six plus six equals the number twenty four , making the final total of upright standing bodies , staying inside a single twelve foot wide by twelve feet long bedroom , totally full . """
16779,"a possible 2,600 minus 300 guards","a possible 2,600 minus 300 guard",""" There are 2,002 out of a possible 2,600 minus 300 guard and 200 non - direct congress staff . """
16780,"an empty 1,000 feet","an empty 1,000 foot","He easily caught and passed the last group of wheelchairs , pacing down through an empty 1,000 foot tunnel ."
16781,a short two miles,a short two mile,"We change our clothes into a blue shirt and load back into the government vehicle , traveling a short two mile and park in the rear of the single cabin that holds Mr. President ."
16782,an average two kids,an average two kid,An average American with an average two kid in an average home neighbor did not want to police the rest of the world .
16783,a second 220 feet,a second 220 foot,"There is a second 220 foot for sale to an eager billionaire 's pocketbook at five million dollars , built in 1998 and is helicopter - capable . """
16784,an additional 45 pounds,an additional 45 pound,"Take - off weight of 11,900 plus an additional 45 pound ."
16785,"an average 30,000 tons","an average 30,000 ton","Now , the admiral said that one aircraft carrier can only sail with loaded cargo , weighing an average 30,000 ton ."
16786,"a steady 2,500 feet","a steady 2,500 foot","The pilot will fly at a steady 2,500 foot ."
16787,an additional ten steps,an additional ten step,"Gloria had gained an additional ten step and ran toward an exit door forty feet away , still shouting and knocking anything within her reach onto the floor ."
16788,a cool million dollars,a cool million dollar,"My brother and sisters and I guess it was probably a cool million dollar . """
16789,a mere thirty minutes,a mere thirty minute,"His assailant , his date , his lover , the girl a mere thirty minute earlier he thought was the possible love of his life , was making her getaway — in his underwear and tank top and nothing else ."
16790,a full six inches,a full six inch,"Seeing Susan 's yellow silk pajamas with blue flower patterns lying on the bed , she threw them on and rolled up the pant legs and the sleeves as Susan was a full six inch taller ."
16791,a few thousand miles,a few thousand mile,Kallysten 's most exciting accomplishment to date was to cross a few thousand mile and an ocean to pursue the love of her life .
16792,a full thirty minutes,a full thirty minute,"Vivian showered for a full thirty minute , attempting to cleanse the lingering feeling of contamination resultant of the old woman 's nearness ."
16793,a full five minutes,a full five minute,Vivian sat motionless for a full five minute as her mind desperately explored explanation after explanation in an attempt to bring these events into a rational sphere of conjecture .
16794,a full three minutes,a full three minute,She stood motionless for a full three minute as her mind and emotions battled .
16795,a full two minutes,a full two minute,He was silent for a full two minute as he listened to the party on the other end of the conversation .
16796,a few hundred quid,a few hundred quid,"GAIL Well , suppose you saw an advertisement that offered a useful income for a few hundred quid invested and a little easy work , would n't you be suspicious ?"
16797,a fairly clear ten days,a fairly clear ten day,"I 'm pretty well booked up next week , but after that I 've a fairly clear ten day - so far ."
16798,a whole thirty minutes,a whole thirty minute,Except that ' friend ' had known her about a whole thirty minute .
16799,a few thousand miles,a few thousand mile,It has to be my luck that I finally have the love of my life but he just happened to be a few thousand mile away .
16800,an extra two hours,an extra two hour,I spent an extra two hour at the gym after the game running .
16801,a few thousand miles,a few thousand mile,I ca n't be a proper son from a few thousand mile away .
16802,a good six hours,a good six hour,"I sat back on the chair and thought to myself that I only had a good six hour , between Joon 's game and the fact that our son is only five years old and really could n't be expected to keep a secret , to try to make sense of this newfound information before I have to fess up ."
16803,a few hundred yards,a few hundred yard,"The lake is only a few hundred yard from the house , but by the time we get there , my nose is already bitten with cold ."
16804,a good eighteen inches,a good eighteen inch,"He dug a good eighteen inch into the soil , afraid that some other hungry animal might smell the rotting carcass and dig the bird up , then laid the body in the hole ."
16805,a few hundred yards,a few hundred yard,The narrow stone path rises from the far end of the field and runs a few hundred yard before petering out into a dusty footpath .
16806,a few hundred yards,a few hundred yard,"The path east led to the base of the mountain a few hundred yard away , to the town 's lower avenues now bathed in Ginllats 's ghostly green light ."
16807,a few hundred feet,a few hundred foot,"The day 's harvest hovered a few hundred foot above , packed into a large freight car suspended by thick haulage vines ."
16808,a good seven feet,a good seven foot,The one we chose for our camp was a good seven foot high with a tapered rim that protruded three to four feet .
16809,a few hundred feet,a few hundred foot,"He moved in for a closer look , a few hundred foot out , altering their perspective to become level with the phenomenon ."
16810,a few hundred feet,a few hundred foot,"The vast cityscape blocked their view of the destructive flow past a few hundred foot below the hole but their collective imagination shuddered at the damage it would cause once it reached the city , if it had not already ."
16811,a few hundred feet,a few hundred foot,"They soared toward the wounded Trunk and within a few minutes were hovering but a few hundred foot above the tallest buildings , at which point Steffor began to deflect the Source off to propel them forward ."
16812,a few hundred yards,a few hundred yard,"Now only a few hundred yard above , they assessed the scene below with trained eyes and heavy hearts ."
16813,a few thousand feet,a few thousand foot,"Perched on the rogue stem jutting downward from the main canopy , he placated his apathetic mind on the dreadful lesion torn into the Provider 's body a few thousand foot below ."
16814,a few hundred yards,a few hundred yard,"Their view shifted left to right with militant purpose , scanning the length of pristine lawn seen in every viewable direction framed by a row of trees a few hundred yard away ."
